county_id,state,county_name,county_state,broadband_avail,broadband_use
13217,GA,Newton,Newton_GA,0.97,0.662
13219,GA,Oconee,Oconee_GA,0.9145,0.304
13221,GA,Oglethorpe,Oglethorpe_GA,0.8024,0.084
13223,GA,Paulding,Paulding_GA,0.9866,0.764
13225,GA,Peach,Peach_GA,0.6781,0.289
13227,GA,Pickens,Pickens_GA,0.9341,0.532
13229,GA,Pierce,Pierce_GA,0.8106,0.233
13231,GA,Pike,Pike_GA,0.4435,0.058
13233,GA,Polk,Polk_GA,0.9682,0.421
13235,GA,Pulaski,Pulaski_GA,0.7113,0.427
13237,GA,Putnam,Putnam_GA,0.8868,0.35
13239,GA,Quitman,Quitman_GA,0.6327,0.038
13241,GA,Rabun,Rabun_GA,0.9082,0.204
13243,GA,Randolph,Randolph_GA,0.7904,0.155
13245,GA,Richmond,Richmond_GA,0.9595,0.609
13247,GA,Rockdale,Rockdale_GA,0.9849,0.873
13249,GA,Schley,Schley_GA,0.7675,0.183
13251,GA,Screven,Screven_GA,0.9958,0.582
13253,GA,Seminole,Seminole_GA,0.7815,0.118
13255,GA,Spalding,Spalding_GA,0.9541,0.573
13257,GA,Stephens,Stephens_GA,0.9469,0.522
13259,GA,Stewart,Stewart_GA,0.0082,0.047
13261,GA,Sumter,Sumter_GA,0.728,0.31
13263,GA,Talbot,Talbot_GA,0.7977,0.057
13265,GA,Taliaferro,Taliaferro_GA,0.9102,0.001
13267,GA,Tattnall,Tattnall_GA,0.7786,0.169
13269,GA,Taylor,Taylor_GA,0.8304,0.13
13271,GA,Telfair,Telfair_GA,0.8052,0.144
13273,GA,Terrell,Terrell_GA,0.7809,0.197
13275,GA,Thomas,Thomas_GA,0.8826,0.411
13277,GA,Tift,Tift_GA,0.8697,0.714
13279,GA,Toombs,Toombs_GA,0.7742,0.315
13281,GA,Towns,Towns_GA,0.9779,0.569
13283,GA,Treutlen,Treutlen_GA,0.1284,0.028
13285,GA,Troup,Troup_GA,0.9449,0.633
13287,GA,Turner,Turner_GA,0.7282,0.174
13289,GA,Twiggs,Twiggs_GA,0.4504,0.095
13291,GA,Union,Union_GA,0.9608,0.463
13293,GA,Upson,Upson_GA,0.9401,0.759
13295,GA,Walker,Walker_GA,0.967,0.608
13297,GA,Walton,Walton_GA,0.9245,0.704
13299,GA,Ware,Ware_GA,0.8648,0.499
13301,GA,Warren,Warren_GA,0.0019,0.049
13303,GA,Washington,Washington_GA,0.6722,0.269
13305,GA,Wayne,Wayne_GA,0.8181,0.347
13307,GA,Webster,Webster_GA,0.4611,0.119
13309,GA,Wheeler,Wheeler_GA,0.5585,0.062
13311,GA,White,White_GA,0.9401,0.481
13313,GA,Whitfield,Whitfield_GA,1,0.694
13315,GA,Wilcox,Wilcox_GA,0.6696,0.107
13317,GA,Wilkes,Wilkes_GA,1,0.321
13319,GA,Wilkinson,Wilkinson_GA,0.7018,0.146
13321,GA,Worth,Worth_GA,0.6566,0.119
15001,HI,Hawaii,Hawaii_HI,0.9336,0.499
15003,HI,Honolulu,Honolulu_HI,0.9933,0.811
15005,HI,Kalawao,Kalawao_HI,0.1977,0.221
15007,HI,Kauai,Kauai_HI,0.9505,0.622
15009,HI,Maui,Maui_HI,0.9621,0.606
16001,ID,Ada,Ada_ID,0.9914,0.86
16003,ID,Adams,Adams_ID,0.5571,0.085
16005,ID,Bannock,Bannock_ID,0.9498,0.586
16007,ID,Bear Lake,Bear Lake_ID,0.7388,0.336
16009,ID,Benewah,Benewah_ID,0.7611,0.062
16011,ID,Bingham,Bingham_ID,0.9846,0.229
16013,ID,Blaine,Blaine_ID,0.9204,0.61
16015,ID,Boise,Boise_ID,0.6613,0.1
16017,ID,Bonner,Bonner_ID,0.9975,0.338
16019,ID,Bonneville,Bonneville_ID,0.9799,0.754
16021,ID,Boundary,Boundary_ID,0.9821,0.153
16023,ID,Butte,Butte_ID,0.645,0.184
16025,ID,Camas,Camas_ID,0.9747,0.017
16027,ID,Canyon,Canyon_ID,0.999,0.534
16029,ID,Caribou,Caribou_ID,0.8064,0.567
16031,ID,Cassia,Cassia_ID,0.9754,0.404
16033,ID,Clark,Clark_ID,0.9278,0.192
16035,ID,Clearwater,Clearwater_ID,0.5075,0.107
16037,ID,Custer,Custer_ID,0.8106,0.183
16039,ID,Elmore,Elmore_ID,0.77,0.346
16041,ID,Franklin,Franklin_ID,0.9448,0.225
16043,ID,Fremont,Fremont_ID,0.9536,0.178
16045,ID,Gem,Gem_ID,0.9737,0.283
16047,ID,Gooding,Gooding_ID,0.983,0.133
16049,ID,Idaho,Idaho_ID,0.726,0.422
16051,ID,Jefferson,Jefferson_ID,0.9304,0.255
16053,ID,Jerome,Jerome_ID,0.9961,0.374
16055,ID,Kootenai,Kootenai_ID,0.9879,0.742
16057,ID,Latah,Latah_ID,0.8062,0.763
16059,ID,Lemhi,Lemhi_ID,0.5635,0.14
16061,ID,Lewis,Lewis_ID,0.2947,0.004
16063,ID,Lincoln,Lincoln_ID,0.9076,0.133
16065,ID,Madison,Madison_ID,0.9905,0.77
16067,ID,Minidoka,Minidoka_ID,0.9983,0.279
16069,ID,Nez Perce,Nez Perce_ID,0.8671,0.87
16071,ID,Oneida,Oneida_ID,0.8411,0.463
16073,ID,Owyhee,Owyhee_ID,0.8013,0.197
16075,ID,Payette,Payette_ID,0.9515,0.537
16077,ID,Power,Power_ID,0.929,0.163
16079,ID,Shoshone,Shoshone_ID,0.7137,0.085
16081,ID,Teton,Teton_ID,0.9137,0.49
16083,ID,Twin Falls,Twin Falls_ID,0.9835,0.802
16085,ID,Valley,Valley_ID,0.721,0.629
16087,ID,Washington,Washington_ID,0.8907,0.19
17001,IL,Adams,Adams_IL,0.9007,0.558
17003,IL,Alexander,Alexander_IL,0.0009,0.104
17005,IL,Bond,Bond_IL,1,0.173
17007,IL,Boone,Boone_IL,0.9712,0.436
17009,IL,Brown,Brown_IL,0.799,0.315
17011,IL,Bureau,Bureau_IL,1,0.382
17013,IL,Calhoun,Calhoun_IL,0.7341,0.058
17015,IL,Carroll,Carroll_IL,0.9169,0.248
17017,IL,Cass,Cass_IL,0.9333,0.214
17019,IL,Champaign,Champaign_IL,0.9683,0.525
17021,IL,Christian,Christian_IL,1,0.386
17023,IL,Clark,Clark_IL,0.8075,0.2
17025,IL,Clay,Clay_IL,0.8609,0.587
17027,IL,Clinton,Clinton_IL,0.9996,0.222
17029,IL,Coles,Coles_IL,0.8989,0.33
17031,IL,Cook,Cook_IL,0.9921,0.637
17033,IL,Crawford,Crawford_IL,0.7916,0.233
17035,IL,Cumberland,Cumberland_IL,0.561,0.116
17037,IL,DeKalb,DeKalb_IL,0.965,0.54
17039,IL,De Witt,De Witt_IL,0.8786,0.309
17041,IL,Douglas,Douglas_IL,0.8263,0.428
17043,IL,DuPage,DuPage_IL,0.993,0.883
17045,IL,Edgar,Edgar_IL,0.9221,0.173
17047,IL,Edwards,Edwards_IL,0.7801,0.188
17049,IL,Effingham,Effingham_IL,0.9528,0.586
17051,IL,Fayette,Fayette_IL,0.5575,0.198
17053,IL,Ford,Ford_IL,0.8982,0.349
17055,IL,Franklin,Franklin_IL,0.9816,0.235
17057,IL,Fulton,Fulton_IL,0.807,0.265
17059,IL,Gallatin,Gallatin_IL,0.9188,0.216
17061,IL,Greene,Greene_IL,0.9088,0.12
17063,IL,Grundy,Grundy_IL,0.9998,0.547
17065,IL,Hamilton,Hamilton_IL,0.7554,0.289
17067,IL,Hancock,Hancock_IL,0.8081,0.3
17069,IL,Hardin,Hardin_IL,1,0.377
17071,IL,Henderson,Henderson_IL,1,0.228
17073,IL,Henry,Henry_IL,1,0.442
17075,IL,Iroquois,Iroquois_IL,0.7873,0.185
17077,IL,Jackson,Jackson_IL,0.9996,0.35
17079,IL,Jasper,Jasper_IL,0.5011,0.309
17081,IL,Jefferson,Jefferson_IL,0.9937,0.498
17083,IL,Jersey,Jersey_IL,0.985,0.262
17085,IL,Jo Daviess,Jo Daviess_IL,0.8842,0.38
17087,IL,Johnson,Johnson_IL,0.5514,0.168
17089,IL,Kane,Kane_IL,0.9907,0.716
17091,IL,Kankakee,Kankakee_IL,0.9775,0.534
17093,IL,Kendall,Kendall_IL,0.9879,0.739
17095,IL,Knox,Knox_IL,1,0.478
17097,IL,Lake,Lake_IL,0.9908,0.771
17099,IL,LaSalle,LaSalle_IL,1,0.415
17101,IL,Lawrence,Lawrence_IL,0.7775,0.32
17103,IL,Lee,Lee_IL,1,0.347
17105,IL,Livingston,Livingston_IL,1,0.334
17107,IL,Logan,Logan_IL,0.9351,0.424
17109,IL,McDonough,McDonough_IL,0.9881,0.464
17111,IL,McHenry,McHenry_IL,0.9971,0.726
17113,IL,McLean,McLean_IL,0.9764,0.662
17115,IL,Macon,Macon_IL,0.9936,0.636
17117,IL,Macoupin,Macoupin_IL,0.8394,0.279
17119,IL,Madison,Madison_IL,0.999,0.523
17121,IL,Marion,Marion_IL,0.923,0.444
17123,IL,Marshall,Marshall_IL,1,0.177
17125,IL,Mason,Mason_IL,0.7953,0.18
17127,IL,Massac,Massac_IL,0.7344,0.106
17129,IL,Menard,Menard_IL,0.962,0.141
17131,IL,Mercer,Mercer_IL,1,0.232
17133,IL,Monroe,Monroe_IL,0.9844,0.743
17135,IL,Montgomery,Montgomery_IL,0.8669,0.294
17137,IL,Morgan,Morgan_IL,0.8969,0.399
17139,IL,Moultrie,Moultrie_IL,0.9542,0.237
17141,IL,Ogle,Ogle_IL,0.9593,0.281
17143,IL,Peoria,Peoria_IL,1,0.564
17145,IL,Perry,Perry_IL,0.9591,0.295
17147,IL,Piatt,Piatt_IL,0.9611,0.366
17149,IL,Pike,Pike_IL,0.875,0.285
17151,IL,Pope,Pope_IL,0.8391,0.308
17153,IL,Pulaski,Pulaski_IL,0.4489,0.11
17155,IL,Putnam,Putnam_IL,1,0.168
17157,IL,Randolph,Randolph_IL,0.9608,0.248
17159,IL,Richland,Richland_IL,0.7528,0.38
17161,IL,Rock Island,Rock Island_IL,1,0.471
17163,IL,St. Clair,St. Clair_IL,1,0.558
17165,IL,Saline,Saline_IL,0.8336,0.25
17167,IL,Sangamon,Sangamon_IL,0.9842,0.665
17169,IL,Schuyler,Schuyler_IL,0.6164,0.21
17171,IL,Scott,Scott_IL,0.9307,0.418
17173,IL,Shelby,Shelby_IL,0.8972,0.242
17175,IL,Stark,Stark_IL,1,0.235
17177,IL,Stephenson,Stephenson_IL,0.9752,0.511
17179,IL,Tazewell,Tazewell_IL,0.9757,0.673
17181,IL,Union,Union_IL,0.8032,0.206
17183,IL,Vermilion,Vermilion_IL,0.9459,0.371
17185,IL,Wabash,Wabash_IL,0.8751,0.203
17187,IL,Warren,Warren_IL,1,0.226
17189,IL,Washington,Washington_IL,0.8827,0.201
17191,IL,Wayne,Wayne_IL,0.9312,0.219
17193,IL,White,White_IL,0.8142,0.292
17195,IL,Whiteside,Whiteside_IL,1,0.462
17197,IL,Will,Will_IL,0.9943,0.715
17199,IL,Williamson,Williamson_IL,0.9238,0.529
17201,IL,Winnebago,Winnebago_IL,0.9832,0.663
17203,IL,Woodford,Woodford_IL,1,0.62
18001,IN,Adams,Adams_IN,0.9999,0.273
18003,IN,Allen,Allen_IN,0.9911,0.605
18005,IN,Bartholomew,Bartholomew_IN,0.9371,0.571
18007,IN,Benton,Benton_IN,0.9238,0.032
18009,IN,Blackford,Blackford_IN,1,0.295
18011,IN,Boone,Boone_IN,0.9392,0.616
18013,IN,Brown,Brown_IN,0.9102,0.241
18015,IN,Carroll,Carroll_IN,0.6315,0.167
18017,IN,Cass,Cass_IN,0.9383,0.231
18019,IN,Clark,Clark_IN,0.9646,0.619
18021,IN,Clay,Clay_IN,0.9458,0.386
18023,IN,Clinton,Clinton_IN,0.9184,0.347
18025,IN,Crawford,Crawford_IN,0.3453,0.054
18027,IN,Daviess,Daviess_IN,0.9961,0.384
18029,IN,Dearborn,Dearborn_IN,0.9599,0.477
18031,IN,Decatur,Decatur_IN,0.7557,0.359
18033,IN,DeKalb,DeKalb_IN,0.9825,0.387
18035,IN,Delaware,Delaware_IN,1,0.397
18037,IN,Dubois,Dubois_IN,0.7935,0.356
18039,IN,Elkhart,Elkhart_IN,0.9767,0.529
18041,IN,Fayette,Fayette_IN,1,0.308
18043,IN,Floyd,Floyd_IN,0.9916,0.728
18045,IN,Fountain,Fountain_IN,0.8935,0.094
18047,IN,Franklin,Franklin_IN,0.7032,0.196
18049,IN,Fulton,Fulton_IN,1,0.369
18051,IN,Gibson,Gibson_IN,0.8733,0.182
18053,IN,Grant,Grant_IN,0.9418,0.407
18055,IN,Greene,Greene_IN,0.8647,0.182
18057,IN,Hamilton,Hamilton_IN,0.9985,0.775
18059,IN,Hancock,Hancock_IN,0.9905,0.808
18061,IN,Harrison,Harrison_IN,0.9686,0.278
18063,IN,Hendricks,Hendricks_IN,0.972,0.708
18065,IN,Henry,Henry_IN,0.9834,0.157
18067,IN,Howard,Howard_IN,0.9627,0.652
18069,IN,Huntington,Huntington_IN,0.9993,0.141
18071,IN,Jackson,Jackson_IN,0.9875,0.582
18073,IN,Jasper,Jasper_IN,0.8557,0.265
18075,IN,Jay,Jay_IN,0.9495,0.256
18077,IN,Jefferson,Jefferson_IN,0.8644,0.484
18079,IN,Jennings,Jennings_IN,0.8202,0.241
18081,IN,Johnson,Johnson_IN,0.9648,0.712
18083,IN,Knox,Knox_IN,1,0.702
18085,IN,Kosciusko,Kosciusko_IN,0.9947,0.472
18087,IN,LaGrange,LaGrange_IN,0.685,0.089
18089,IN,Lake,Lake_IN,0.9976,0.63
18091,IN,LaPorte,LaPorte_IN,0.9949,0.732
18093,IN,Lawrence,Lawrence_IN,0.8562,0.253
18095,IN,Madison,Madison_IN,1,0.44
18097,IN,Marion,Marion_IN,0.9993,0.557
18099,IN,Marshall,Marshall_IN,1,0.235
18101,IN,Martin,Martin_IN,0.8624,0.076
18103,IN,Miami,Miami_IN,0.952,0.382
18105,IN,Monroe,Monroe_IN,0.9428,0.579
18107,IN,Montgomery,Montgomery_IN,0.7942,0.236
18109,IN,Morgan,Morgan_IN,0.9481,0.405
18111,IN,Newton,Newton_IN,0.972,0.236
18113,IN,Noble,Noble_IN,0.8944,0.355
18115,IN,Ohio,Ohio_IN,0.7971,0.169
18117,IN,Orange,Orange_IN,0.9115,0.379
18119,IN,Owen,Owen_IN,0.8175,0.184
18121,IN,Parke,Parke_IN,0.7417,0.152
18123,IN,Perry,Perry_IN,0.8366,0.357
18125,IN,Pike,Pike_IN,0.9471,0.079
18127,IN,Porter,Porter_IN,1,0.665
18129,IN,Posey,Posey_IN,0.7333,0.133
18131,IN,Pulaski,Pulaski_IN,0.7016,0.212
18133,IN,Putnam,Putnam_IN,0.7649,0.446
18135,IN,Randolph,Randolph_IN,0.9988,0.094
18137,IN,Ripley,Ripley_IN,0.6632,0.299
18139,IN,Rush,Rush_IN,0.9941,0.137
18141,IN,St. Joseph,St. Joseph_IN,0.994,0.507
18143,IN,Scott,Scott_IN,1,0.457
18145,IN,Shelby,Shelby_IN,0.8156,0.383
18147,IN,Spencer,Spencer_IN,0.7484,0.243
18149,IN,Starke,Starke_IN,0.9357,0.231
18151,IN,Steuben,Steuben_IN,0.9512,0.299
18153,IN,Sullivan,Sullivan_IN,0.943,0.096
18155,IN,Switzerland,Switzerland_IN,0.2662,0.069
18157,IN,Tippecanoe,Tippecanoe_IN,0.9689,0.531
18159,IN,Tipton,Tipton_IN,1,0.216
18161,IN,Union,Union_IN,0.9991,0.111
18163,IN,Vanderburgh,Vanderburgh_IN,0.9887,0.531
18165,IN,Vermillion,Vermillion_IN,0.9655,0.175
18167,IN,Vigo,Vigo_IN,0.9709,0.473
18169,IN,Wabash,Wabash_IN,0.9986,0.118
18171,IN,Warren,Warren_IN,0.8863,0.102
18173,IN,Warrick,Warrick_IN,0.8981,0.491
18175,IN,Washington,Washington_IN,0.9982,0.321
18177,IN,Wayne,Wayne_IN,1,0.732
18179,IN,Wells,Wells_IN,0.9408,0.305
18181,IN,White,White_IN,0.915,0.572
18183,IN,Whitley,Whitley_IN,1,0.256
19001,IA,Adair,Adair_IA,0.9074,0.188
19003,IA,Adams,Adams_IA,0.666,0.192
19005,IA,Allamakee,Allamakee_IA,0.8479,0.189
19007,IA,Appanoose,Appanoose_IA,0.983,0.31
19009,IA,Audubon,Audubon_IA,0.9285,0.197
19011,IA,Benton,Benton_IA,0.9483,0.357
19013,IA,Black Hawk,Black Hawk_IA,0.9993,0.636
19015,IA,Boone,Boone_IA,0.9867,0.303
19017,IA,Bremer,Bremer_IA,0.9971,0.555
19019,IA,Buchanan,Buchanan_IA,0.943,0.435
19021,IA,Buena Vista,Buena Vista_IA,0.993,0.389
19023,IA,Butler,Butler_IA,0.9861,0.253
19025,IA,Calhoun,Calhoun_IA,0.8388,0.2
19027,IA,Carroll,Carroll_IA,0.938,0.487
19029,IA,Cass,Cass_IA,0.9929,0.392
19031,IA,Cedar,Cedar_IA,0.8933,0.35
19033,IA,Cerro Gordo,Cerro Gordo_IA,0.9997,0.666
19035,IA,Cherokee,Cherokee_IA,0.9529,0.329
19037,IA,Chickasaw,Chickasaw_IA,0.979,0.245
19039,IA,Clarke,Clarke_IA,0.8838,0.51
19041,IA,Clay,Clay_IA,0.9884,0.825
19043,IA,Clayton,Clayton_IA,0.7814,0.384
19045,IA,Clinton,Clinton_IA,0.9645,0.694
19047,IA,Crawford,Crawford_IA,0.8869,0.212
19049,IA,Dallas,Dallas_IA,0.9792,0.443
19051,IA,Davis,Davis_IA,0.8446,0.445
19053,IA,Decatur,Decatur_IA,0.9452,0.301
19055,IA,Delaware,Delaware_IA,0.9777,0.362
19057,IA,Des Moines,Des Moines_IA,0.9483,0.895
19059,IA,Dickinson,Dickinson_IA,0.9926,0.585
19061,IA,Dubuque,Dubuque_IA,0.989,0.567
19063,IA,Emmet,Emmet_IA,0.9933,0.439
19065,IA,Fayette,Fayette_IA,0.9226,0.202
19067,IA,Floyd,Floyd_IA,0.9923,0.6
19069,IA,Franklin,Franklin_IA,0.9892,0.185
19071,IA,Fremont,Fremont_IA,0.9793,0.13
19073,IA,Greene,Greene_IA,0.9837,0.468
19075,IA,Grundy,Grundy_IA,0.9992,0.316
19077,IA,Guthrie,Guthrie_IA,0.935,0.383
19079,IA,Hamilton,Hamilton_IA,0.9783,0.237
19081,IA,Hancock,Hancock_IA,0.9771,0.481
19083,IA,Hardin,Hardin_IA,0.9616,0.278
19085,IA,Harrison,Harrison_IA,1,0.199
19087,IA,Henry,Henry_IA,0.8929,0.454
19089,IA,Howard,Howard_IA,0.979,0.236
19091,IA,Humboldt,Humboldt_IA,0.8523,0.223
19093,IA,Ida,Ida_IA,0.948,0.221
19095,IA,Iowa,Iowa_IA,0.8527,0.398
19097,IA,Jackson,Jackson_IA,0.9396,0.355
19099,IA,Jasper,Jasper_IA,0.9119,0.581
19101,IA,Jefferson,Jefferson_IA,0.9995,0.746
19103,IA,Johnson,Johnson_IA,0.9403,0.519
19105,IA,Jones,Jones_IA,0.9465,0.327
19107,IA,Keokuk,Keokuk_IA,0.8503,0.305
19109,IA,Kossuth,Kossuth_IA,0.9542,0.386
19111,IA,Lee,Lee_IA,0.9409,0.477
19113,IA,Linn,Linn_IA,0.9856,0.62
19115,IA,Louisa,Louisa_IA,0.7747,0.143
19117,IA,Lucas,Lucas_IA,0.9523,0.396
19119,IA,Lyon,Lyon_IA,0.9682,0.5
19121,IA,Madison,Madison_IA,0.9771,0.231
19123,IA,Mahaska,Mahaska_IA,0.974,0.467
19125,IA,Marion,Marion_IA,0.9014,0.395
19127,IA,Marshall,Marshall_IA,0.945,0.416
19129,IA,Mills,Mills_IA,1,0.229
19131,IA,Mitchell,Mitchell_IA,0.9923,0.432
19133,IA,Monona,Monona_IA,0.9973,0.197
19135,IA,Monroe,Monroe_IA,0.9337,0.413
19137,IA,Montgomery,Montgomery_IA,0.9923,0.811
19139,IA,Muscatine,Muscatine_IA,0.9233,0.444
19141,IA,O'Brien,O'Brien_IA,1,0.652
19143,IA,Osceola,Osceola_IA,0.973,0.32
19145,IA,Page,Page_IA,0.9171,0.44
19147,IA,Palo Alto,Palo Alto_IA,0.966,0.4
19149,IA,Plymouth,Plymouth_IA,0.977,0.494
19151,IA,Pocahontas,Pocahontas_IA,0.8618,0.313
19153,IA,Polk,Polk_IA,0.9738,0.579
19155,IA,Pottawattamie,Pottawattamie_IA,1,0.42
19157,IA,Poweshiek,Poweshiek_IA,0.7889,0.471
19159,IA,Ringgold,Ringgold_IA,0.5911,0.215
19161,IA,Sac,Sac_IA,0.8985,0.282
19163,IA,Scott,Scott_IA,0.9804,0.698
19165,IA,Shelby,Shelby_IA,0.9969,0.574
19167,IA,Sioux,Sioux_IA,0.9933,0.632
19169,IA,Story,Story_IA,0.9542,0.465
19171,IA,Tama,Tama_IA,0.8737,0.338
19173,IA,Taylor,Taylor_IA,0.6978,0.118
19175,IA,Union,Union_IA,0.9336,0.353
19177,IA,Van Buren,Van Buren_IA,0.7442,0.206
19179,IA,Wapello,Wapello_IA,0.9445,0.602
19181,IA,Warren,Warren_IA,0.934,0.349
19183,IA,Washington,Washington_IA,0.9013,0.362
19185,IA,Wayne,Wayne_IA,1,0.299
19187,IA,Webster,Webster_IA,0.9675,0.525
19189,IA,Winnebago,Winnebago_IA,0.9996,0.54
19191,IA,Winneshiek,Winneshiek_IA,0.8991,0.385
19193,IA,Woodbury,Woodbury_IA,0.9703,0.464
19195,IA,Worth,Worth_IA,0.9993,0.428
19197,IA,Wright,Wright_IA,0.9854,0.294
20001,KS,Allen,Allen_KS,1,0.58
20003,KS,Anderson,Anderson_KS,1,0.179
20005,KS,Atchison,Atchison_KS,0.815,0.337
20007,KS,Barber,Barber_KS,0.8762,0.287
20009,KS,Barton,Barton_KS,0.9306,0.427
20011,KS,Bourbon,Bourbon_KS,0.9922,0.353
20013,KS,Brown,Brown_KS,0.7952,0.385
20015,KS,Butler,Butler_KS,0.9448,0.44
20017,KS,Chase,Chase_KS,0.1847,0.101
20019,KS,Chautauqua,Chautauqua_KS,0.2951,0.122
20021,KS,Cherokee,Cherokee_KS,0.9865,0.21
20023,KS,Cheyenne,Cheyenne_KS,0.5201,0.271
20025,KS,Clark,Clark_KS,0.4734,0.246
20027,KS,Clay,Clay_KS,0.9898,0.501
20029,KS,Cloud,Cloud_KS,0.9925,0.421
20031,KS,Coffey,Coffey_KS,0.9998,0.546
20033,KS,Comanche,Comanche_KS,0.7541,0.169
20035,KS,Cowley,Cowley_KS,0.9543,0.569
20037,KS,Crawford,Crawford_KS,0.9595,0.735
20039,KS,Decatur,Decatur_KS,0.7329,0.163
20041,KS,Dickinson,Dickinson_KS,0.9081,0.266
20043,KS,Doniphan,Doniphan_KS,0.8174,0.232
20045,KS,Douglas,Douglas_KS,1,0.598
20047,KS,Edwards,Edwards_KS,0.6934,0.108
20049,KS,Elk,Elk_KS,0.8866,0.402
20051,KS,Ellis,Ellis_KS,0.9966,0.545
20053,KS,Ellsworth,Ellsworth_KS,0.8877,0.317
20055,KS,Finney,Finney_KS,0.9939,0.474
20057,KS,Ford,Ford_KS,0.8317,0.456
20059,KS,Franklin,Franklin_KS,1,0.384
20061,KS,Geary,Geary_KS,0.8476,0.608
20063,KS,Gove,Gove_KS,0.7147,0.168
20065,KS,Graham,Graham_KS,0.9855,0.242
20067,KS,Grant,Grant_KS,1,0.399
20069,KS,Gray,Gray_KS,0.8093,0.345
20071,KS,Greeley,Greeley_KS,0.961,0.171
20073,KS,Greenwood,Greenwood_KS,0.3872,0.184
20075,KS,Hamilton,Hamilton_KS,1,0.386
20077,KS,Harper,Harper_KS,0.9925,0.363
20079,KS,Harvey,Harvey_KS,0.9999,0.582
20081,KS,Haskell,Haskell_KS,0.9841,0.218
20083,KS,Hodgeman,Hodgeman_KS,0.6237,0.046
20085,KS,Jackson,Jackson_KS,0.9278,0.216
20087,KS,Jefferson,Jefferson_KS,0.9743,0.133
20089,KS,Jewell,Jewell_KS,0.9705,0.463
20091,KS,Johnson,Johnson_KS,0.9997,0.72
20093,KS,Kearny,Kearny_KS,0.9997,0.274
20095,KS,Kingman,Kingman_KS,0.8788,0.232
20097,KS,Kiowa,Kiowa_KS,0.7899,0.247
20099,KS,Labette,Labette_KS,0.7649,0.299
20101,KS,Lane,Lane_KS,0.9798,0.098
20103,KS,Leavenworth,Leavenworth_KS,0.9636,0.614
20105,KS,Lincoln,Lincoln_KS,0.8609,0.31
20107,KS,Linn,Linn_KS,1,0.19
20109,KS,Logan,Logan_KS,0.8923,0.366
20111,KS,Lyon,Lyon_KS,0.9987,0.503
20113,KS,McPherson,McPherson_KS,0.8303,0.654
20115,KS,Marion,Marion_KS,0.9076,0.25
20117,KS,Marshall,Marshall_KS,0.9756,0.387
20119,KS,Meade,Meade_KS,0.001,0.141
20121,KS,Miami,Miami_KS,1,0.307
20123,KS,Mitchell,Mitchell_KS,0.9928,0.593
20125,KS,Montgomery,Montgomery_KS,0.9617,0.504
20127,KS,Morris,Morris_KS,0.9729,0.362
20129,KS,Morton,Morton_KS,1,0.251
20131,KS,Nemaha,Nemaha_KS,0.7369,0.271
20133,KS,Neosho,Neosho_KS,0.9749,0.36
20135,KS,Ness,Ness_KS,0.8876,0.248
20137,KS,Norton,Norton_KS,0.7474,0.508
20139,KS,Osage,Osage_KS,1,0.171
20141,KS,Osborne,Osborne_KS,0.9798,0.657
20143,KS,Ottawa,Ottawa_KS,0.8129,0.198
20145,KS,Pawnee,Pawnee_KS,0.9012,0.237
20147,KS,Phillips,Phillips_KS,0.7572,0.687
20149,KS,Pottawatomie,Pottawatomie_KS,0.97,0.617
20151,KS,Pratt,Pratt_KS,0.7943,0.884
20153,KS,Rawlins,Rawlins_KS,0.4617,0.199
20155,KS,Reno,Reno_KS,0.9656,0.407
20157,KS,Republic,Republic_KS,0.9312,0.284
20159,KS,Rice,Rice_KS,0.7795,0.201
20161,KS,Riley,Riley_KS,0.8863,0.522
20163,KS,Rooks,Rooks_KS,0.8709,0.603
20165,KS,Rush,Rush_KS,0.8317,0.486
20167,KS,Russell,Russell_KS,0.9936,0.442
20169,KS,Saline,Saline_KS,0.9177,0.764
20171,KS,Scott,Scott_KS,0.9998,0.202
20173,KS,Sedgwick,Sedgwick_KS,0.9863,0.645
20175,KS,Seward,Seward_KS,0.5745,0.213
20177,KS,Shawnee,Shawnee_KS,1,0.534
20179,KS,Sheridan,Sheridan_KS,0.7652,0.383
20181,KS,Sherman,Sherman_KS,0.8655,0.324
20183,KS,Smith,Smith_KS,0.8758,0.703
20185,KS,Stafford,Stafford_KS,0.7305,0.2
20187,KS,Stanton,Stanton_KS,1,0.198
20189,KS,Stevens,Stevens_KS,0.9872,0.426
20191,KS,Sumner,Sumner_KS,0.9284,0.239
20193,KS,Thomas,Thomas_KS,0.9025,0.414
20195,KS,Trego,Trego_KS,0.8816,0.437
20197,KS,Wabaunsee,Wabaunsee_KS,0.6707,0.183
20199,KS,Wallace,Wallace_KS,0.53,0.247
20201,KS,Washington,Washington_KS,0.7952,0.358
20203,KS,Wichita,Wichita_KS,0.9519,0.178
20205,KS,Wilson,Wilson_KS,1,0.119
20207,KS,Woodson,Woodson_KS,0.9175,0.105
20209,KS,Wyandotte,Wyandotte_KS,0.9979,0.549
21001,KY,Adair,Adair_KY,0.7839,0.314
21003,KY,Allen,Allen_KY,0.9891,0.379
21005,KY,Anderson,Anderson_KY,0.9866,0.422
21007,KY,Ballard,Ballard_KY,0.7968,0.415
21009,KY,Barren,Barren_KY,0.8386,0.446
21011,KY,Bath,Bath_KY,0.9871,0.138
21013,KY,Bell,Bell_KY,0.9849,0.379
21015,KY,Boone,Boone_KY,0.9925,0.624
