,Tenure
4871,15.33595
6274,49.21371
2058,21.03542
2966,13.16571
4472,11.42705
1679,16.08388872
5412,44.69494
9620,59.7267
3729,3.284958
9289,51.74916
6372,62.88109
2148,4.564096
9737,63.56661
7974,46.68593
5689,60.34404
6954,65.22868
1732,19.93726012
7113,65.01825
6574,60.36626
9046,58.45672
3494,16.49093
9344,54.88836
9771,66.62554
1349,6.485770796
8581,62.27601
856,7.455148937
2525,18.96848
8392,45.91919
9161,67.18365
7808,71.24628
8549,65.38821
2726,10.22422
5025,60.14645
918,10.34327947
452,1.914386255
6207,51.63534
8003,63.25715
450,21.71097206
789,11.75027091
6578,65.0017
8227,52.86954
4061,20.25956
2696,21.09953
2904,5.669803
282,3.778174405
7453,65.46719
3994,17.30249
3717,12.75835
8645,62.80581
8821,48.01685
5063,70.34008
6170,63.67919
7050,68.6663
1949,22.04436191
582,2.140387928
2091,6.86392
2074,2.499923
2752,9.151288
4149,10.573
8555,65.11394
8701,71.40033
1191,6.691537735
1954,16.56587766
2019,5.111408
161,11.92299244
1319,7.771315315
457,14.68216127
5256,63.85242
5160,49.26434
3672,5.096104
2700,8.436679
9489,58.5608
2720,3.155929
4508,10.88666
7683,57.11409
4551,11.42464
3375,18.11168
6550,52.55226
3026,20.95648
3801,18.76931
8837,68.20321
3570,10.8378
6597,70.83916
9130,44.83431
8867,59.59171
5796,47.99043
6719,59.15773
5865,67.20585
2207,11.90634
3788,1.361282
4288,22.05456
3053,11.31382
8795,68.93363
8713,58.46541
4494,6.831686
8232,46.2718
417,18.61278731
1224,18.42609229
9499,51.43424
7772,61.70653
1786,7.351090778
4065,20.84965
3528,8.096457
1206,3.550421402
6683,53.13174
923,5.259033624
8512,67.06183
8738,64.38287
849,4.313377262
7429,47.91529
1956,8.355760951
6374,66.07472
8049,45.69588
3146,6.566149
2973,3.326476
6777,54.91727
1546,16.68190528
6301,60.59761
2216,4.465592
8379,56.64692
9463,48.50733
1031,5.376652863
249,2.243757398
3731,19.91179
9119,58.57229
9867,54.37964
368,13.59137366
4285,6.418936
2955,16.12811
5639,59.85396
1849,11.59782994
6707,57.51601
9562,66.80152
4245,17.13675
9142,59.84973
7341,63.64732
6389,50.30252
7967,71.12765
6602,57.31296
7510,45.03753
942,13.7944302
4415,3.985217
2188,8.907101
6164,64.10363
8743,47.1766
6637,45.55911
8182,56.03541
2447,19.06753
2200,10.7285
6481,54.28015
9888,63.19406
9091,62.23643
5931,56.83604
5603,47.17819
6503,54.68209
6161,56.56567
4175,13.70911
8957,51.77932
1622,18.36209103
584,14.08939653
9806,65.54203
7807,67.61562
5488,53.46837
9379,56.37261
4040,3.903228
5462,70.4859
3805,14.56715
4458,3.575214
9070,71.58237
59,7.233605493
6028,61.99036
5982,63.18965
4438,10.42522
7224,50.34057
5201,66.85703
7572,57.10624
3302,7.006647
5320,60.26386
780,15.37107894
8119,58.08952
9519,63.72204
9131,65.81421
7954,68.9214
2450,1.805094
7712,59.71984
8154,65.66053
1341,8.637184433
3712,7.2247
5762,70.97645
6012,63.31259
9804,66.16906
4812,1.329981
4098,6.218071
1036,14.69261964
6465,57.01834
2135,7.658218
5685,61.94735
4083,4.91638
6295,67.57266
575,3.605888824
4740,9.986348
4,1.670971726
2694,4.431604
7331,47.99026
7121,53.66352
4355,17.7076
3537,7.281658
8091,64.87596
8825,67.10773
8575,71.6524
801,4.612099351
7654,63.90452
5159,71.34414
1450,1.84918194
5758,62.56058
9525,61.50738
1528,7.843263617
352,10.9750814
7645,56.45799
4923,5.337342
5776,63.45489
7979,59.9904
7850,66.01153
3116,23.77384
9176,67.35833
8902,39.83368
4642,11.61194
4123,6.468187
1165,1.068799086
1192,12.41932486
8283,61.85982
3690,9.447103
8878,65.28923
4685,4.527148
1749,8.785452901
8320,64.52797
3711,11.70321
9386,63.17504
1248,2.694014031
8918,51.80774
6196,66.28837
3016,6.971589
5227,49.67201
8813,57.60401
9019,62.70815
2256,5.229738
8415,63.96033
7058,69.66427
6343,62.87291
3563,5.001663
9273,52.95001
8871,65.87966
1452,6.585140105
5296,47.77439
9485,68.30856
996,4.06047424
2144,1.375567
5571,71.79134
1532,10.54165852
4681,1.556238
7226,52.3021
5832,71.58072
5408,67.64041
3225,5.902195
3851,14.26858
7650,48.09099
3996,26.06474
5889,64.07956
4577,21.43457
8600,71.11137
847,1.078815111
333,13.66061487
6391,63.28097
4786,21.39532
357,2.810825808
9854,67.76854
8305,69.22914
6371,71.51954
8189,69.25731
6556,70.52836
4006,6.408823
5226,68.3703
1606,3.700907475
480,28.79864005
6095,66.94572
3415,2.579229
446,16.48065356
4887,22.744
3573,12.90094
5772,63.28674
1273,12.60420397
3092,6.184122
8978,64.2738
9990,63.63416
3976,9.104003
8931,66.77433
5733,71.00745
549,2.519975147
4397,3.794103
8729,71.12475
5817,57.78109
6163,55.28091
1212,9.38712707
2089,4.791566
9356,63.29972
280,21.17839683
4491,7.042459
6220,55.17028
9128,62.46483
8030,69.59294
9099,70.87866
2905,13.09678
7574,53.5035
8586,67.20217
7816,49.75092
6857,59.003
5953,56.53361
4657,7.019257
4394,23.04458
6875,57.5331
2601,8.437873
498,16.88097916
8183,64.11367
6057,50.48601
2776,8.100668
6705,65.60019
8988,61.36037
5452,42.31228
6340,45.95837
5590,69.7635
2854,4.424083
7911,47.24188
5397,71.45086
1846,6.811138598
892,5.36237356
2944,10.3362
3391,26.90099
1073,16.64037206
9163,39.62761
2079,9.881597
6589,61.41438
5998,58.94486
9718,47.74031
8469,70.63479
4095,17.92442
6357,71.41919
6168,67.20609
3221,15.84051
4992,8.268405
4114,10.98445
7996,51.68157
7634,48.28818
6542,69.76806
4884,17.58224
9928,36.50778
7504,61.56209
7985,46.076
4699,16.37611
8718,66.19707
2534,1.413033
2133,19.87069
6270,59.55192
567,5.511437756
6746,67.32648
6226,42.94126
2261,4.066925
2647,13.05373
5782,69.76544
5656,57.40724
2714,17.98715
1658,18.29218438
1441,1.550200335
9905,70.53117
2619,6.368504
4636,12.4341
7551,71.94498
7285,53.53017
1596,13.99605863
2616,29.95876
1493,2.744401393
7815,67.16748
4308,2.141515
4189,5.648594
3640,5.799929
1430,10.27733324
6499,66.38881
7804,56.51219
669,3.7013893
8775,39.42138
9247,66.11418
7182,64.26003
2426,13.20294
7703,59.93377
748,3.736763788
4925,14.13869
8561,58.47534
8322,66.16108
453,9.16272705
2132,1.75453
2425,14.10183
3067,4.731989
8915,53.58396
2889,14.34935
1521,1.19808324
3446,8.612943
9062,66.15184
4493,15.73713
3307,2.443144
4120,11.72569
1367,7.93260821
430,13.83290937
8658,71.63571
1219,23.32691904
4694,8.390283
6338,67.33827
2389,2.061636
5417,57.77873
9975,55.30151
1030,4.969645421
9997,47.41689
6442,50.86377
1393,2.619468979
9347,69.1413
4962,12.39101
8807,62.23897
8279,69.70982
8388,62.72855
1148,8.889790813
7103,63.22024
9938,58.10724
7889,68.31311
4865,6.431215
1556,11.32593703
9597,60.30933
2440,7.633753
3935,8.30949
6126,56.736
64,9.634946079
1822,14.74280934
5852,40.76616
1395,3.469955007
9407,69.7539
7776,42.73824
6571,49.22513
6087,60.20473
6045,47.34607
2859,4.300397
1272,15.71358455
3110,2.320115
9265,45.94768
258,6.73327535
1619,1.548600048
5678,68.32614
5170,63.70781
6628,66.91238
9780,64.67959
171,13.88004531
7262,70.6573
3241,13.02762
8773,49.20691
3769,10.33785
3956,9.312768
4046,7.91447
2618,10.49402
7267,68.72245
3890,15.39326
3457,11.84721
4587,3.080084
2240,4.905018
3397,7.557333
3603,9.570397
9761,70.40113
102,2.542296644
3487,2.942683
8282,52.58546
4559,21.07565
9635,52.67702
8977,46.15653
3872,2.664026
7436,55.67036
6380,62.25247
1767,2.779431223
3584,10.85354
9546,56.31703
9254,70.10448
9872,58.8745
7709,64.36371
5554,48.35393
9514,58.66601
6955,43.84471
8547,61.9146
3688,8.116071
3388,14.08217
6658,62.30892
1989,1.722680046
7064,38.47721
4026,8.710976
9462,56.77789
8468,62.71436
7580,68.78265
7270,57.6549
7475,67.69622
9591,50.09713
7118,63.6037
4314,3.23817
7366,44.60874
6500,62.19865
1598,5.78844751
9684,48.83733
3389,13.26061
763,5.711646401
3862,9.643609
6336,63.1308
4421,15.1242
5704,63.06195
6204,47.67411
5378,62.76753
8261,60.1501
5338,53.71087
5970,69.36054
7677,49.20927
7220,52.96043
6823,43.28044
7038,59.67012
9092,62.83227
428,18.46162568
1236,15.48651522
6075,52.35716
727,8.508626757
8495,70.99524
2147,16.64818
1107,7.522520984
9544,59.97134
6698,65.16939
3936,20.44277
7966,63.83787
3660,1.295137
5767,61.74103
2998,11.65333
6771,64.81364
7827,60.51117
1937,11.04013684
4338,3.922369
6466,58.01836
5036,62.48639
3407,7.756546
8376,39.22782
8727,61.70273
8348,42.25122
1990,6.217715978
4895,6.597117
5354,54.60704
9957,71.71958
562,1.894776657
7243,49.01677
95,4.672610857
3176,8.915226
8781,61.46188
7766,50.27485
3080,4.267801
3175,12.05486
7371,61.45515
4557,18.44435
5975,45.09378
314,7.661226872
9863,67.16337
1620,3.508552886
1699,15.02077659
9555,53.60799
6680,62.83586
6210,50.24709
2145,24.34252
1930,17.05603447
7146,56.27454
5273,43.3907
6806,45.12287
3602,10.56737
5180,71.57982
8118,50.02645
4828,23.63005
5807,51.22671
9209,64.17032
1587,5.105265612
8197,68.03889
9498,59.54373
4213,7.610924
4817,8.171806
4079,3.80496
9923,58.1358
8490,56.34451
9612,67.50401
6230,53.5771
1996,14.91152829
5163,50.69979
6736,69.32507
556,12.85397739
648,6.90648504
2871,9.430096
5098,70.33634
9844,66.60166
5108,53.07379
2591,8.909806
9316,70.05743
1471,17.5841798
4947,4.171617
1076,10.03360917
1346,7.912612583
5049,70.09214
788,9.322934248
3354,4.066766
4459,16.77025
7938,47.40865
2559,22.31932
5287,52.03501
9287,58.83899
7710,67.71776
203,14.17192333
2626,5.150963
3677,16.15713
3608,16.43691
2758,5.679237
9014,57.04882
7956,70.27195
1005,13.3771743
104,22.79214163
9422,49.37752
8985,59.47664
7784,36.88048
990,3.079467822
817,12.00858052
5071,64.15566
658,11.24483017
636,2.684151079
2468,19.12428
2323,14.98386
245,23.12150846
4538,14.54834
9047,47.27475
7811,41.27155
5553,61.38199
4072,11.37064
9414,56.39145
4349,8.152935
5210,47.20955
7328,56.26118
8534,67.25716
7715,62.65179
3060,17.09722
8598,55.65515
5419,66.09752
2672,17.26451
6606,54.66546
4596,21.26763
726,8.458573247
8290,57.81039
4096,11.36049
3267,9.416447
5215,46.778
5911,66.31056
2066,22.37984
1582,12.68609343
790,6.509951549
5609,61.47987
5114,58.16576
3074,1.689999
9609,54.12547
5804,69.74139
6144,66.95572
4052,13.48223
1850,7.399248624
4603,11.3031
6867,71.3009
6263,47.56406
9889,71.7533
4931,6.422331
1021,18.39607984
5407,46.40554
9233,58.94313
6682,50.4403
9080,62.84987
8791,71.44791
2705,2.199825
9709,66.23938
7019,56.02685
2082,12.47887
3875,7.623523
246,6.307178205
1072,1.929621761
285,20.78013031
2478,20.13722
8631,62.78671
7212,65.80077
6623,52.9098
481,7.176411327
5038,44.98551
5513,55.0447
4661,8.873645
1204,9.028422616
488,5.622660986
4200,1.474087
1464,6.390769574
8479,71.99132
7364,64.29675
1816,7.179893502
599,17.28022598
2061,13.63369
5436,50.05258
8341,40.78534
649,11.80191083
5738,57.20095
4759,3.199579
1581,17.78302494
1958,11.42145103
8551,68.02064
5381,45.33017
9813,40.43984
4785,12.9557
6785,67.53496
3167,8.989805
7071,61.343
6305,53.18909
7047,71.89739
5171,71.84774
538,10.6312597
9962,56.40424
5702,61.78729
8525,62.59584
383,17.6210362
5800,59.66274
8803,55.40847
5454,49.90782
9293,65.12042
4276,5.493065
1500,2.656111103
3296,9.244926
1542,11.71308191
9048,67.57013
2959,8.259385
5668,42.6954
8603,71.74385
6807,67.26247
6601,56.24277
2414,15.98627
8887,57.87473
1293,4.269258862
3544,10.6052
6820,51.42373
2687,22.12945
9445,70.63095
9155,60.18256
7323,47.30434
9199,48.61807
8357,48.49789
4279,11.32392
7657,58.55948
5237,50.09799
6697,40.731
2277,17.66747
271,9.068119482
813,19.70266217
2772,11.16354
3242,1.625652
8220,56.79773
3323,1.683285
734,7.599617029
3428,4.741795
644,4.483251529
1680,12.95969924
57,6.732948946
8012,68.78508
5643,67.93291
9302,62.45252
3003,5.944147
9217,59.01705
6154,59.81234
1936,6.135854482
9201,71.48476
1934,15.21980082
4357,23.55037
2264,4.719731
5477,68.1383
7161,40.62433
1706,2.160066882
7745,67.54816
8368,50.3835
3036,6.150351
1976,4.266309981
4536,21.55836
7823,67.25763
2498,5.714937
4715,9.260977
1288,17.3999197
94,18.38404445
7066,55.78809
157,5.969967132
8855,62.5567
4718,2.246214
1075,3.218751358
742,11.56648604
9111,52.3927
6370,55.94357
5261,70.54256
3568,8.631838
2777,18.47356
173,10.01771765
8088,47.94936
2419,9.119628
1754,7.860641328
2184,10.46977
3427,4.075856
3235,4.14274
9632,46.43864
2367,9.38329
5694,63.15946
2382,9.713544
211,8.038308899
8864,70.19945
4724,5.70629
3246,16.12056
4506,15.12559
2394,5.533288
1482,20.13119126
4979,8.618298
3113,20.51646
6871,62.99218
6981,57.69823
906,3.105139512
1084,8.458121948
7619,51.68219
5205,71.76842
8836,58.73457
8857,55.48531
8538,68.6504
6396,48.52168
9156,61.49796
6639,57.0263
4441,1.081032
8364,63.59872
5825,58.09895
913,8.730405893
9115,57.2702
2142,4.044068
7010,60.52344
7349,44.92225
193,10.25635754
792,5.310878954
6840,45.89028
6346,37.86885
6053,48.02057
5606,57.27044
45,10.377366
9767,50.71914
3906,8.666281
87,3.721772616
1744,7.772523197
2203,4.029419
4586,13.45113
2527,2.362663
2464,11.49687
9406,62.31372
2358,2.477945
9134,55.84748
5499,52.16336
8143,65.25094
8064,40.82315
7117,53.92549
1552,2.965166415
8090,39.97152
1505,17.64373477
7482,65.02015
5939,44.75355
5882,46.55404
7416,70.77308
1998,6.093194674
8108,62.58001
8730,66.96136
5897,62.11875
8109,69.0717
985,19.02547148
5165,71.17531
8968,54.14398
7130,70.20428
2533,9.24589
5307,56.47713
6842,56.3245
4362,7.028485
3157,3.589597
8832,70.77383
6016,50.20686
4360,1.358678
2976,10.11079
5092,52.76082
5532,58.52603
1016,2.722310392
4944,4.197945
1698,11.57257501
9642,70.30088
7524,57.3854
9909,60.93141
4988,6.487239
6993,69.39989
9475,47.48699
7476,67.97118
135,8.447988841
3620,5.638782
5413,54.50776
4480,11.30633
6958,42.31348
8288,69.9386
4918,10.15306
8921,54.11361
9011,46.23456
108,14.76468813
7755,58.30226
576,10.19243185
9310,66.75755
1298,12.01513041
7795,54.79811
9681,46.24636
7020,70.60728
1969,6.393598693
6042,68.46483
7538,65.39301
7575,62.5016
166,8.4944392
9515,64.19478
3795,17.05378
2125,16.6564
3666,5.876252
1061,4.056889119
5152,60.28236
4032,5.013991
8826,60.31971
9658,58.20314
4431,8.454096
5840,61.82935
5064,69.2139
6553,50.02343
4106,11.75829
7679,40.24973
5663,68.76753
6321,57.76658
646,6.357562637
3507,2.857213
6179,51.34296
6646,62.34755
1673,6.549842666
3540,10.06945
5451,65.04596
5314,60.11333
2762,18.2103
5337,66.59235
8299,57.527
8590,45.51779
2225,3.478065
9856,64.8854
4886,6.739064
668,16.53708435
5077,59.61465
1350,10.55505829
2592,10.48608
3330,10.00078
6664,56.61898
2920,16.93921
1475,10.404813
7870,70.11539
8566,60.55095
6590,68.52821
2564,5.014012
6731,58.90864
4169,10.91791
816,4.986528165
2574,16.79677
8916,66.22321
3513,5.73054
9657,63.48022
2612,14.86158
6203,65.38502
2106,11.87278
2689,4.526424
2729,5.294527
8085,42.01957
3138,5.43842
5645,71.3084
1485,14.38025496
3352,7.439729
7926,70.24032
2045,25.17478
3565,9.396957
2373,8.882682
1115,17.56356483
1049,9.716257401
2790,12.24637
1280,20.83084927
6105,56.95876
522,9.709171662
6802,71.50744
1496,29.68889421
6966,60.96581
2105,18.381
4167,18.67357
2918,9.453234
4342,15.10828
9700,49.16112
9109,56.19141
5766,54.7075
8693,68.18047
1295,4.397705634
5755,60.8744
4364,7.848542
9981,61.48957
7022,63.49131
6961,66.47977
7606,70.90494
6035,42.05546
9135,58.96026
5315,57.78386
4610,7.364002
1011,24.64624542
5813,56.88725
2287,5.596602
8626,61.24745
4502,14.86376
2080,4.969544
9170,67.20074
1878,7.19812868
7620,71.44166
1184,5.958420709
3035,3.101413
6025,63.47945
8464,69.45823
630,5.141923371
9044,46.07603
7614,62.30113
9313,60.58029
8541,65.90337
1458,6.203299256
1943,24.37711744
6108,55.42423
9811,61.69069
921,8.277054038
6604,60.50578
37,7.161561527
5129,67.18331
4293,5.458881
9779,46.55588
1304,15.59096202
6565,56.86558
9242,52.56232
3276,1.190018
7333,56.56535
5836,69.97238
8280,67.92804
6323,63.27315
6420,68.30662
7914,64.33331
720,2.904448825
2986,9.349103
4218,2.106961
3097,19.77218
9954,59.29022
9622,58.18819
1853,9.630236452
3159,3.769755
6737,60.85062
5648,64.19627
8386,59.35209
7284,65.50792
7646,70.27281
6330,57.29968
5588,40.35976
4641,7.813168
6155,57.1124
5317,61.96895
8223,60.7968
9644,52.60822
7729,66.63268
1047,7.904120653
1902,2.389328443
6750,71.12356
890,6.471903209
3924,4.066843
180,15.64596698
1709,20.16532013
6201,44.16108
118,7.120096363
2895,12.89076
1708,16.75283806
1420,6.086525665
5909,58.09792
58,15.72071086
3694,2.240146
471,14.68600159
7686,69.13737
5504,61.38844
6193,62.39033
5445,53.77634
6982,56.1721
7716,66.20027
9608,42.22849
1410,2.988653862
7308,61.30659
5642,64.91322
1276,15.97494301
9353,60.04586
5745,71.00882
1313,7.442451151
7637,55.55865
1309,7.925553778
4019,7.368353
775,16.97529426
3289,13.84669
6002,63.92945
9522,60.33663
8895,67.15929
7225,69.96882
7115,53.81882
2275,16.16886
6473,45.72931
2204,19.68549
6586,55.00463
3130,2.159586
8861,58.0434
9060,63.13788
3739,1.481306
569,14.17620441
6636,36.24048
5605,53.49141
4118,12.64925
8518,68.38161
7150,57.95136
4830,6.088456
6609,44.97976
9625,66.38094
4389,15.95966
7347,63.88775
1406,9.331730104
3880,6.358996
1491,3.468872554
6068,61.51052
4021,10.30326
9456,45.5098
8596,58.85834
823,1.128335443
5754,66.60766
7180,58.8721
6713,59.10465
7519,51.73839
6603,68.99972
1033,24.71916223
6881,55.47116
8245,45.93241
3508,8.187262
9989,54.37898
2300,5.111421
8337,66.02069
4554,3.246478
581,7.21126107
2490,4.85088
9568,51.62267
9277,57.64074
2848,8.306218
9143,64.49513
4179,8.450712
1046,4.486607929
3534,17.35639
6965,68.88402
5893,68.89551
468,20.04140358
3255,9.93773
7672,71.95713
8563,49.11866
1444,7.349883172
2112,4.252913
7912,49.88118
365,9.660361769
4312,15.05177
9551,66.42151
3777,14.1842
9603,51.23358
3044,8.794478
3285,16.5488
8115,57.16367
8792,66.50713
7933,51.04299
2629,13.81972
5803,66.99754
850,11.38490458
5185,67.06371
441,9.307770559
9973,64.61283
4574,31.79027
6491,71.30636
1279,2.704950495
2239,3.020801
2008,7.698157
3183,9.363006
7718,59.3332
9726,66.42406
4705,7.766899
3687,9.47414
616,3.484000437
6312,42.68533
5810,59.6057
9950,71.52099
6778,58.6244
2013,3.081551
9576,61.50205
7880,49.59993
1672,3.060553536
6468,60.88203
9640,67.26893
8113,60.1541
1274,17.92733138
4836,7.579944
1951,1.00025934
9991,55.49816
1753,16.15614223
8539,61.3684
5595,41.58309
5857,68.14379
3835,10.86482
4638,13.16047
9778,50.09011
3322,7.348682
7678,64.88531
3926,32.73358
7778,61.70332
1476,16.37167434
1637,6.955766017
1649,5.045543619
6691,48.90424
550,5.915247686
1265,2.728247011
3479,4.529842
7,4.26425515
5732,63.01903
1104,15.40849216
5903,55.67612
3520,13.21355
2713,9.328119
5631,61.84801
9783,57.01956
6054,61.43691
9113,71.86794
8937,60.74786
3503,1.740498
9280,66.72288
1389,6.307898491
5730,54.01225
9087,58.18133
7903,52.0997
3684,20.86192
9342,70.46581
1470,1.262037303
6249,52.40318
9769,65.03729
3587,2.317456
1665,14.98166868
6495,70.44254
5153,68.6711
3104,1.891666
4303,2.865504
4856,5.124495
5932,70.16829
6647,59.25503
204,3.86023041
7336,58.77685
5362,50.93618
9121,59.26713
8765,64.88052
1368,5.146834768
955,9.759495559
1489,11.32483244
7409,58.19013
5860,48.44746
5948,69.96694
9405,60.54294
4744,17.88722
3158,4.123006
995,15.27829427
5614,60.81561
366,7.663625954
7423,53.82086
5214,56.51532
2942,13.19046
6031,58.43007
1432,3.19677148
5336,58.7019
2718,1.13143
887,9.195415365
7404,62.56329
408,19.244458
7159,68.40649
2410,3.978662
6693,64.33211
1803,10.25226518
9389,71.71756
2832,14.37481
3084,5.538303
6298,61.64252
3006,13.46637
5887,58.9945
7247,45.19194
4996,7.989206
8082,61.27787
2858,14.40435
2483,14.44636
1561,9.300517617
9252,61.10374
8667,68.43831
8129,71.88568
8104,59.9106
3902,1.302103
4036,5.911652
7787,66.03197
5190,45.27484
9683,64.92481
6313,41.0181
5574,62.20987
7260,70.32865
353,7.825845378
8500,44.14809
8823,61.48122
7430,48.68893
3312,15.3889
5200,42.22682
6038,50.07627
8112,53.89174
4119,6.580765
5213,65.28334
455,4.991605214
7792,45.91152
708,10.49916723
3571,9.986555
3882,8.081693
5079,61.98982
1497,5.497366828
6629,71.27703
7890,64.12593
2725,2.972634
9826,54.93761
6975,68.96214
1405,2.288223389
4002,11.40214
7040,43.34462
8478,60.42738
9148,46.04792
7573,48.05798
7785,63.86048
8140,60.77973
3203,1.113741
3142,12.03278
8987,65.03219
209,11.96274778
1058,5.837241927
8679,60.41609
6903,70.60477
5434,60.18407
5834,65.3851
1727,13.72354614
9159,69.82129
3591,2.021619
3150,10.16083
8260,63.5224
5023,56.63931
8719,46.94667
4246,1.741247
5586,62.65335
868,8.791194482
5723,61.0588
7630,68.526
4899,4.377435
3732,24.94738
4632,12.67469
679,19.50833872
7259,59.98863
8262,54.97976
7023,48.05636
3450,4.165508
5812,50.98192
1239,8.574105728
2840,15.33274
9279,58.69465
7639,65.25844
4048,8.462764
2536,16.82081
6227,67.13541
1474,2.38395716
3268,3.062161
4486,12.75395
7223,63.39679
4883,3.4187
3965,11.5365
4838,2.429677
4321,5.126165
2347,16.25256
638,4.676474348
7175,64.90704
4281,3.30098
1970,19.13168856
7838,65.31873
922,14.31596419
1927,6.136751688
680,7.320050181
9465,63.55011
3316,4.656535
7624,62.13301
2953,9.040057
8620,63.47229
2230,10.32825
485,2.206152519
4530,4.480346
7786,68.36284
8446,67.11199
5910,69.83332
4949,3.684683
3702,6.318781
2094,7.809364
904,11.58317216
2421,11.11794
2510,8.386909
8031,48.04631
1101,8.279774899
53,1.55278221
1266,7.138985437
7843,65.9436
5020,65.57643
2255,1.703799
5516,62.40564
8896,64.25764
2857,1.133367
1919,11.92905011
1628,7.00096668
9210,57.31788
8553,64.5943
553,10.40161068
3154,7.194486
4904,6.193832
5937,58.27269
354,14.12966281
9874,67.9048
3417,3.944467
2219,25.69631
7698,71.37419
4609,8.824037
2085,17.08264
1105,13.46926706
1653,2.162477942
1898,34.80793399
8944,53.48684
5298,63.77494
400,8.611218573
622,6.143856241
9251,63.11931
6919,68.13863
1759,3.752354376
6446,56.79978
988,1.692982143
2751,8.27839
8164,70.87198
7779,45.6406
6645,54.97349
7273,61.39024
7085,59.65149
6811,52.97231
2408,19.14395
3416,21.37858
3425,5.685414
1039,13.08606275
8297,61.91553
749,22.39935475
4504,1.554749
952,27.46106977
4077,1.426775
5524,64.8122
706,13.57977305
2005,1.293553
1077,8.853636698
6845,58.51393
8416,58.34548
6008,63.00351
7024,66.78494
7035,56.94052
7835,58.12044
1256,2.439520256
2477,6.453124
9817,57.58191
6901,43.55176
1999,10.28304
6752,56.43742
6764,69.83213
8159,64.64639
2099,10.48149
9587,59.566
2809,11.71559
5223,66.09922
5483,50.33619
6868,50.07213
9853,61.80927
2523,5.142628
3823,12.13947
1233,7.629943705
2965,11.16749
6422,67.77528
5856,67.29466
4163,10.52866
5291,50.65704
6252,56.12428
2409,15.41637
1366,3.187512279
9986,58.72868
3579,13.33383
5472,67.8576
9849,53.20557
3755,3.767302
7549,41.95888
7636,62.76892
4181,4.892174
4408,5.436971
248,12.00466914
7104,66.37863
8077,70.68617
1780,10.73057042
1335,22.57289049
9309,59.03432
712,3.976305626
3325,10.13511
2763,13.09427
8755,62.13428
8675,60.47246
809,5.823321565
7523,60.45679
3592,14.60884
724,9.758067608
9185,56.56921
7157,53.06217
501,2.81822785
4405,2.681114
3283,14.66848
5511,62.11401
6093,49.50927
6040,60.75598
6677,65.34217
7525,42.01051
1068,9.690818661
5695,65.60287
4544,10.35346
7867,59.27052
7082,52.61618
5968,60.6298
9913,64.56596
8370,66.2073
1576,2.355538593
9948,64.41859
3802,14.09379
7361,63.42517
7773,68.23146
5864,38.05187
3836,22.11529
426,11.69875604
4460,2.546083
5418,65.04247
3370,9.060745
3746,5.962119
1199,3.811416865
4844,2.780924
897,13.00962018
2208,7.394788
1834,3.787548072
2507,17.82124
4781,11.21881
4286,8.052952
9017,67.84553
9776,57.49156
1009,6.524843094
1787,5.867164261
1412,2.495010749
2084,9.955486
6739,58.75091
6826,68.4792
9409,69.99165
1385,10.55675189
5329,48.21972
5172,52.55673
9088,71.18005
5707,56.31481
4224,14.91353
1271,9.94963312
5117,68.05033
6627,51.54386
7353,58.50292
510,10.15330548
3495,1.253929
3578,8.443528
3970,6.435125
5328,54.3819
6112,64.16811
8210,57.692
8892,70.52668
3985,6.833364
2624,7.8432
4932,8.91671
5244,37.45999
6528,54.88358
9894,69.76674
1439,5.682395213
5880,71.80429
7072,65.21612
1844,9.858971643
182,17.24924155
9263,50.97885
2844,13.21554
5583,63.28283
4137,10.05766
5791,61.29358
7814,51.74735
9721,71.68601
6907,63.25532
4802,21.49074
1423,5.68109955
9413,56.21686
9528,61.83307
3567,19.13997
3145,7.713222
7754,68.69674
8247,45.92276
5870,39.5421
7881,70.50302
2969,12.78697
2992,2.080255
5360,39.7266
1541,1.897261446
1757,5.402712746
664,11.34954445
4553,3.071976
358,2.485229169
4537,14.0669
9400,41.17585
7414,69.03225
2072,6.799748
9004,70.86194
929,2.729451922
2979,1.602966
663,19.21689293
9487,68.96928
5150,71.36133
5901,70.73486
482,5.709925704
3393,9.151527
1723,2.661310881
7261,44.52947
1879,7.40216226
5174,58.04171
4662,5.188006
2816,2.108436
1959,10.99607752
5984,65.4571
5260,57.63594
3582,16.76542
9248,67.61213
4619,12.22703
7095,64.21579
3555,16.08074
3496,1.359104
5626,70.56358
421,3.238699239
5671,71.55357
7576,65.14224
3491,11.4264
2960,10.41798
6120,50.22175
767,4.603347641
753,11.14672304
9903,66.46085
6749,67.20269
7554,48.62124
4056,6.811035
6440,67.55012
5734,71.02256
6522,64.99919
5991,47.94402
3915,17.22292
2878,6.6307
1404,3.871799525
2896,6.726078
7143,71.31402
798,12.55438733
5592,58.2745
857,4.475652318
6976,48.29423
7591,61.173
3917,4.629362
9861,51.85047
3111,15.41267
6280,59.00106
5246,54.91169
8042,68.36641
7702,61.00511
1503,6.22226629
9556,67.26145
4679,9.914638
9529,70.36396
8999,64.61898
2651,6.307859
8949,61.12237
4468,9.790274
5169,69.17356
9364,67.13803
3321,24.26165
3336,5.881307
7052,69.87869
3693,1.866832
6209,65.68601
8369,45.88967
2974,13.8101
7081,66.82276
8444,61.2082
1522,2.689103558
4783,7.03957
3177,5.623623
7955,70.33868
197,5.874064017
9977,66.25635
7989,68.04513
672,13.80323806
8016,66.19976
2575,1.311693
