,Churn
5324,1
1505,0
9970,1
8103,1
6249,1
7870,1
1998,0
1584,0
8995,1
6481,0
6085,0
985,0
5165,0
9239,1
9667,1
7567,1
2533,1
5307,0
7261,1
4362,0
3157,1
9101,1
6389,0
4360,0
2976,0
5092,1
5532,1
1016,0
6618,0
4944,0
1698,0
9930,1
8300,1
6003,0
8499,1
4988,0
7423,1
9758,1
7675,1
135,0
3620,0
5413,0
4480,1
7386,1
10258,1
4918,0
6495,1
5804,0
5649,0
8949,1
108,0
8208,1
576,0
7825,1
1298,0
10283,1
9790,1
7451,1
1969,0
6415,0
6890,0
8040,1
166,1
7732,1
3795,1
2125,0
3666,1
1061,0
5152,0
4032,0
8335,1
9344,1
4431,1
5733,0
7928,1
5064,1
6953,0
4106,0
8154,1
5663,0
6707,0
646,1
3507,1
9821,1
7051,1
1673,1
3540,1
5451,0
5314,0
2762,0
8612,1
5337,0
8552,1
8851,1
2225,1
10150,1
4886,0
668,0
5077,1
1350,0
5817,1
2592,0
3330,1
7070,1
2920,1
1475,0
2879,0
8827,1
6993,0
2564,0
7146,1
4169,0
816,0
2574,0
8466,1
3513,0
9945,1
2612,0
6585,1
2106,1
2689,0
2729,0
8383,1
3138,0
5645,0
5909,0
1485,1
3352,0
6602,0
5737,0
2045,0
3565,0
2373,1
1115,0
1049,1
2790,0
1280,0
9915,1
522,1
7219,1
1496,0
7395,1
2105,0
4167,0
2918,0
4342,1
9990,1
9381,1
5904,1
5816,0
6129,0
8498,1
1295,1
7980,1
4364,0
7346,1
7453,1
7389,1
7274,1
6408,0
9408,1
5315,0
4610,1
8800,1
1011,1
6178,0
2287,0
7294,1
4502,0
2080,1
6203,1
1878,0
8088,1
1184,0
3035,1
6398,0
8722,1
630,0
9316,1
8081,1
9935,1
9593,1
6446,0
8802,1
1458,0
1943,0
6484,0
1808,0
921,0
6027,0
8172,1
37,1
5129,0
4293,0
10070,1
1304,1
7290,1
7384,1
3276,0
7778,1
6202,0
5861,0
8114,1
7404,1
8160,1
8290,1
720,1
2986,0
4218,1
3097,0
9265,1
9910,1
1853,0
3159,0
7153,1
5648,0
7780,1
7728,1
8116,1
6717,0
5588,1
4641,0
6533,0
5317,0
10021,1
9932,1
7898,1
1047,1
1902,0
7166,1
890,1
3924,0
180,0
1709,0
9883,1
118,0
2895,0
6375,0
1708,0
1420,0
6278,1
58,0
3694,1
471,0
8162,1
5504,0
6574,0
5445,0
6651,0
5080,0
9896,1
1410,0
8920,1
5642,0
1276,0
9634,1
5745,0
1313,0
7977,1
1309,0
4019,0
775,0
3289,0
7082,1
9807,1
9165,1
7667,1
7039,1
2275,1
7810,1
2204,0
6989,0
3130,0
9131,1
9406,1
3739,1
569,1
7041,1
5605,0
4118,0
8646,1
7588,1
4830,0
8516,1
9913,1
4389,0
7046,1
1406,1
3880,0
1491,1
6443,0
4021,0
6322,0
8858,1
823,1
5754,0
7620,1
9196,1
8692,1
7721,1
1033,1
7304,1
6101,1
8497,1
3508,1
10287,1
2300,1
9762,1
4554,0
581,0
2490,1
9855,1
9556,1
2848,1
9416,1
4179,1
1046,0
3534,0
7394,1
5893,0
468,0
3255,0
9426,1
8824,1
1444,0
2112,1
6937,0
5935,1
365,1
4312,0
9836,1
3777,0
9891,1
10018,1
3044,0
3285,0
3106,0
8866,1
6328,1
2629,0
5803,0
850,0
5185,0
441,0
8065,1
4574,0
6887,0
1279,1
2239,0
2008,0
3183,0
8194,1
6170,1
6551,1
4705,1
3687,1
616,1
6698,0
5810,0
10246,1
6997,1
2013,0
6355,0
1810,0
1672,0
6863,0
9928,1
9208,1
1274,1
4836,0
1951,0
8770,1
1753,0
8799,1
5595,1
5857,0
3835,1
4638,0
8593,1
3322,0
8636,1
3926,0
8218,1
1476,0
1637,0
1649,0
7099,1
550,0
1265,1
3479,0
7,0
5732,0
1104,0
5903,1
3520,1
2713,0
5631,0
10074,1
6427,1
9386,1
7358,1
3503,0
9559,1
1389,1
5730,0
8046,1
8282,1
3684,1
9623,1
1470,0
6633,0
10060,1
3587,1
1665,1
6891,1
5153,0
3104,0
4303,0
4856,0
5932,0
6630,0
204,0
9331,1
5362,0
4195,0
9030,1
1368,1
6099,1
955,0
1489,0
7863,1
5860,1
5948,0
6350,0
9688,1
4744,1
3158,0
995,0
5614,1
366,0
6068,0
7878,1
5214,0
2942,0
6404,0
1432,0
5336,0
2718,1
887,0
7856,1
408,0
6878,1
2410,1
7101,1
1803,0
8450,1
2832,0
3084,0
6683,0
3006,0
5887,0
7690,1
4996,0
8382,1
2858,0
2483,0
1561,0
9530,1
9846,1
8174,1
9739,1
3902,0
4036,1
8225,1
5190,0
9971,1
6699,0
5574,0
7061,1
353,0
7422,1
9092,1
7885,1
3312,0
5200,0
6038,0
8399,1
7161,1
4119,0
6145,0
5213,0
455,0
7674,1
708,1
3571,1
3882,0
5079,0
1497,0
9009,1
8272,1
2725,0
10118,1
7115,1
1405,1
4002,0
7471,1
7629,1
9421,1
8037,1
3020,0
10239,1
3203,1
3142,0
7408,1
209,1
1058,1
8967,1
7328,1
5434,0
5834,1
1727,1
9432,1
3591,0
3150,0
8512,1
5023,1
8983,1
4246,1
5586,0
868,0
5723,0
8099,1
4899,0
3732,0
4632,0
679,0
7702,1
6264,0
8514,1
9266,1
3450,0
5812,0
1239,1
2840,0
9558,1
8109,1
4048,1
2536,1
6610,0
1474,0
3268,0
4486,0
7664,1
4883,0
3965,0
4838,1
4321,1
2347,0
9318,1
638,0
9801,1
4281,0
1970,1
3741,1
922,0
1927,0
680,1
6667,0
3316,1
8989,1
2953,1
6560,0
2230,0
485,0
4530,0
8493,1
8704,1
5910,0
4949,0
3702,0
2094,1
904,1
2421,0
2510,0
7036,1
1101,0
53,1
1266,1
6395,0
5401,0
5020,0
2255,0
5516,0
8830,1
2857,1
1919,0
1628,1
9485,1
8814,1
553,0
3154,1
4904,0
5937,0
354,1
7586,1
3417,0
2219,0
8176,1
8557,1
4609,1
2085,0
1105,1
1653,0
6428,1
1898,0
9215,1
5298,0
400,0
622,0
9528,1
7344,1
1759,0
6841,1
988,1
2751,1
6537,0
7907,1
8219,1
7050,1
10076,1
7518,1
9431,1
2408,0
3416,1
9135,1
3425,0
1039,1
8550,1
749,1
4504,0
952,0
4077,0
5524,0
706,1
2005,0
1077,0
7264,1
7680,1
8672,1
6008,1
7455,1
7466,1
8132,1
1256,0
2477,0
10109,1
10240,1
1999,1
7168,1
7180,1
7226,1
2099,0
9875,1
2809,0
5223,0
5483,1
6785,0
10147,1
6880,0
2523,0
3823,0
1233,0
2965,0
7743,1
5856,0
4163,0
5291,0
6636,0
2409,0
1366,0
4453,0
3579,0
5472,0
10142,1
3755,1
7015,1
8105,1
4181,1
4408,0
248,0
7539,1
8379,1
1780,0
1335,0
8871,1
712,0
3325,0
2763,1
9020,1
8938,1
809,0
7985,1
3592,0
724,0
9459,1
8201,1
501,0
4405,1
6371,1
3283,0
5511,0
6093,0
6040,0
7085,1
7987,1
1068,0
5695,0
4544,0
2908,0
7921,1
5968,1
10208,1
8626,1
1576,1
10244,1
3802,0
7809,1
3630,1
5864,0
3836,1
426,0
4460,0
5418,1
3370,0
3746,0
1199,0
4844,0
897,0
2208,0
1834,1
2507,0
4781,1
4286,1
9289,1
10067,1
8582,1
1009,0
1787,0
1412,1
2084,0
8614,1
7245,1
6843,1
1385,1
5329,0
5172,1
8602,1
5707,1
4224,1
1271,0
5117,0
7032,1
7800,1
510,0
3495,1
3578,0
3970,0
5328,0
6112,0
8460,1
9162,1
6342,1
3985,0
2624,0
4932,0
5244,0
6925,0
6642,1
6713,0
10188,1
1439,1
5880,1
8306,1
1844,0
182,0
9541,1
2844,0
5583,1
4137,0
5791,1
8848,1
10012,1
9939,1
4802,0
1423,1
9696,1
8546,1
3567,0
6372,0
3145,0
2254,0
6528,0
6945,0
5870,0
9703,1
2969,1
2992,1
5360,0
1541,1
1757,0
664,0
4553,0
358,0
4537,1
9683,1
7868,1
2072,0
7917,1
929,1
2979,0
663,0
9771,1
5150,1
5901,0
482,0
3393,1
1723,1
8062,1
1879,0
5174,0
4662,1
2816,1
1959,0
5984,0
5260,0
3582,0
9525,1
4619,0
7529,1
3555,0
6714,1
3496,1
5626,0
421,1
5671,1
8041,1
3491,0
2960,0
6120,0
767,0
753,0
6849,0
7165,1
7223,1
8018,1
4056,1
8857,1
5734,0
6919,0
5991,0
3915,1
2878,0
1404,0
2896,0
7580,1
798,0
5592,1
857,1
7405,1
8056,1
3917,1
10155,1
3111,1
6280,0
5246,1
8360,1
8180,1
1503,0
9842,1
4679,0
6813,0
9065,1
9270,1
2651,0
7356,1
4468,1
5169,0
7293,1
3321,0
3336,0
9325,1
3693,0
6209,0
7273,1
8625,1
2974,0
7514,1
9360,1
1522,0
4783,0
3177,1
8311,1
197,0
10275,1
9563,1
672,1
3489,1
2575,0
9880,1
1230,0
7496,1
3229,1
8184,1
2614,1
3179,0
3892,0
2842,0
8412,1
9822,1
6886,1
7789,1
6833,0
7470,1
3548,1
8861,1
10151,1
1530,0
1793,1
853,0
4010,1
10176,1
478,0
9311,1
2187,1
5376,0
1992,0
7131,1
618,0
1324,0
9274,1
8358,1
2594,0
615,0
4465,0
3210,0
2794,0
905,0
3405,0
879,0
3008,1
5537,1
7663,1
3438,0
8653,1
6611,0
617,0
2324,0
5142,0
5449,0
9460,1
4067,0
331,0
3064,1
4880,0
5698,1
3562,0
8900,1
9430,1
5455,1
7886,1
3674,0
9877,1
590,0
1488,0
149,0
5959,1
1801,0
7903,1
7678,1
6077,1
4208,1
3095,0
4188,0
8337,1
3040,0
6896,0
8094,1
3786,0
8896,1
6817,0
5060,0
4489,0
8012,1
516,1
4487,1
3033,1
9710,1
10296,1
5269,0
6626,0
10030,1
9501,1
5751,0
3371,0
2750,0
946,0
9548,1
5748,0
2466,1
4784,0
4788,0
1305,1
4385,1
7626,1
4062,0
8909,1
473,0
10245,1
5435,0
6439,0
61,0
8303,1
3141,0
3195,0
323,0
4928,0
10059,1
6648,0
8721,1
1907,0
8346,1
934,0
7750,1
3076,0
2415,0
9782,1
8807,1
7608,1
4664,0
589,1
6662,1
3512,0
4686,0
9631,1
3442,0
1144,0
721,1
4232,1
5234,0
2064,1
8189,1
10129,1
7612,1
9241,1
1991,0
9004,1
503,1
8212,1
4703,0
9542,1
10175,1
4683,0
566,0
5478,0
855,0
11,0
8305,1
2807,1
8164,1
2867,1
2034,1
19,0
8783,1
7234,1
4292,1
10124,1
4229,0
7953,1
6845,0
4417,0
6262,0
3721,0
6405,0
6742,0
6060,0
10238,1
5001,0
9595,1
1639,0
9211,1
9283,1
1251,1
1697,0
4325,0
1056,1
7847,1
3804,0
2370,0
5082,1
3385,0
8028,1
2069,0
4675,0
8765,1
1860,0
8388,1
9245,1
2810,1
9884,1
4956,1
7448,1
3903,0
1190,0
943,0
10268,1
4322,0
1557,0
3871,0
4113,1
141,0
4011,1
2338,0
6708,1
145,0
8475,1
2925,0
3254,0
1729,1
3005,0
4514,0
688,0
5084,0
8419,1
1062,0
950,0
10011,1
6818,1
6716,0
6373,1
7916,1
86,0
3606,0
8477,1
3052,1
6124,0
3475,1
2487,1
8729,1
288,0
477,0
2862,0
1300,1
6221,0
5954,0
6386,0
8665,1
5383,0
8203,1
4518,0
6735,1
9702,1
7004,1
7979,1
2281,0
5278,1
998,0
7464,1
6976,0
6809,0
4023,0
7088,1
6000,1
935,1
1396,0
10159,1
5388,0
7024,1
8024,1
9405,1
9622,1
6702,0
5086,1
7177,1
838,0
2743,0
6315,0
5600,0
6401,1
2541,1
4961,1
3196,0
2335,0
2906,0
7712,1
4211,0
4345,0
3048,0
3001,1
6615,1
1113,0
305,0
4369,0
7649,1
8935,1
4972,0
2151,0
4154,1
6984,0
5569,1
7613,1
6454,0
3561,0
1704,1
4205,1
7381,1
9922,1
1445,1
6359,1
5717,0
92,0
10132,1
9504,1
7333,1
3867,0
2486,0
9805,1
1566,0
4330,0
6414,0
2018,0
5869,0
605,1
4993,1
3362,1
7848,1
961,0
466,1
3031,0
9788,1
7811,1
8549,1
1269,0
10265,1
4633,0
4916,0
7657,1
3633,1
5216,0
9281,1
7962,1
10171,1
6779,0
6463,1
10180,1
4143,1
338,0
10230,1
9434,1
4743,0
8453,1
8221,1
389,0
9848,1
3521,1
6059,0
436,0
5,0
9457,1
2160,1
10037,1
2157,0
3082,0
583,0
6512,0
8978,1
2882,0
3058,0
5379,0
7950,1
6587,1
7566,1
4760,1
3045,0
9093,1
4739,1
4666,1
6595,0
5166,0
9770,1
6506,1
2695,0
1618,1
7130,1
7176,1
3,1
2850,0
2771,0
5085,0
306,0
10,0
2062,0
9798,1
1426,0
6276,0
2052,0
4778,1
6673,0
8570,1
2473,0
1088,0
9727,1
332,0
8137,1
9166,1
4646,0
4569,0
1894,0
160,0
459,0
7317,1
9769,1
9058,1
8277,1
6383,1
1650,0
506,0
6431,1
2961,1
4358,0
6569,0
8955,1
1993,1
6130,0
6968,0
4386,0
9714,1
3947,0
6873,0
1048,0
5969,0
8510,1
1092,1
3649,0
4027,0
7359,1
7058,1
6965,0
6393,0
10252,1
9412,1
6679,0
2557,0
2114,0
2236,0
1794,1
4315,0
3452,0
1242,1
1836,0
10255,1
835,0
1501,0
9951,1
3324,0
3787,0
8143,1
6888,0
5225,0
4692,0
4854,1
6026,0
654,0
6159,0
7956,1
4839,0
7974,1
9011,1
4975,0
251,0
3256,0
7279,1
7836,1
6288,0
6532,0
9466,1
2452,0
3306,1
3536,0
3108,1
391,0
4660,0
1877,0
5599,1
9113,1
782,0
1174,1
4590,1
2736,0
2365,1
3866,0
2024,0
2439,1
7604,1
3824,0
3692,0
9493,1
8764,1
1018,0
1436,0
177,0
4146,0
5054,0
6208,0
1612,1
9486,1
7746,1
9374,1
4701,0
3827,1
8202,1
8658,1
1980,0
399,0
3817,0
7144,1
2692,0
4650,1
3830,0
8217,1
9786,1
8264,1
1214,0
6605,0
9409,1
6789,0
8670,1
9369,1
781,0
3870,0
2947,0
1222,0
386,1
7808,1
7605,1
6267,0
8782,1
4505,0
1451,1
6966,0
4287,1
5821,0
8314,1
4457,0
4296,1
336,0
5263,0
9086,1
1407,1
7707,1
7698,1
6709,0
3201,0
6133,0
7560,1
4522,1
2922,0
2766,1
6960,0
9159,1
8191,1
10138,1
5427,0
8777,1
8122,1
3288,0
9399,1
9641,1
1287,1
1987,1
1574,1
4037,1
766,0
5469,0
959,0
3816,0
71,0
2438,0
3949,0
4377,0
5430,1
169,0
2791,1
5942,0
6251,1
5047,1
8671,1
2238,0
1342,0
1895,0
8891,1
7973,1
97,0
2047,0
8064,1
1183,0
2416,0
3772,0
1539,0
7562,1
5016,0
5673,0
7910,1
8578,1
9529,1
9023,1
1583,0
1093,0
3038,0
7694,1
6572,0
316,0
1693,0
132,0
1770,0
2666,0
1494,0
3979,0
4203,0
1667,0
299,1
2185,1
3675,0
3228,0
9314,1
4712,0
5756,0
4973,0
1059,0
2053,1
8196,1
3541,0
869,0
3392,1
7761,1
2231,0
7469,1
9173,1
703,0
6513,1
1128,1
7686,1
4000,1
9909,1
5295,0
9201,1
3295,1
4510,1
10096,1
4307,0
10145,1
9839,1
6620,0
8089,1
9122,1
9346,1
4769,0
2722,1
3758,0
1646,0
940,0
6142,0
3499,0
3941,0
9153,1
2451,0
4809,1
9034,1
1078,0
6299,1
1135,0
7313,1
6505,0
46,0
6051,0
10134,1
9704,1
4875,0
2901,0
10014,1
7414,1
796,0
8739,1
709,0
2991,1
7937,1
2567,0
8484,1
6217,0
936,0
351,1
954,0
5829,0
9895,1
7763,1
9200,1
4801,0
6695,0
1015,0
5177,0
3135,1
7944,1
8166,1
744,0
686,1
5059,0
677,0
4335,0
7547,1
6869,0
7164,1
8944,1
9033,1
1719,0
1498,0
5331,0
5550,0
7943,1
341,0
312,1
2856,0
9892,1
5332,0
8011,1
3394,0
3763,0
5133,0
1449,1
2680,0
8774,1
5017,0
7573,1
4602,0
8963,1
458,0
8996,1
6369,1
5051,0
924,0
4437,1
9857,1
8097,1
3390,0
3837,0
6482,0
4670,1
3174,1
5083,0
4815,1
1195,0
7306,1
1074,0
6449,0
2123,0
4396,0
7688,1
7757,1
8492,1
47,0
7432,1
3198,1
3843,0
1553,0
2424,0
82,1
9021,1
3463,1
3068,0
3173,0
9467,1
3011,1
1032,0
5952,0
9230,1
9133,1
547,0
4889,0
5597,0
1572,0
6576,0
870,0
7988,1
9639,1
6566,0
330,0
6447,0
3543,0
8413,1
3089,0
8838,1
2445,0
3811,0
1713,0
3187,1
5024,0
8588,1
2609,1
8163,1
4806,1
7857,1
5197,1
5565,1
7978,1
889,0
2748,0
9514,1
8915,1
3061,0
493,1
7257,1
8580,1
9288,1
4165,1
7658,1
5409,1
2361,0
5712,1
4350,0
5714,0
4206,0
8680,1
3764,0
1535,1
175,1
981,0
7765,1
4922,1
6548,0
3718,0
9921,1
1254,0
4227,0
2010,0
7691,1
7565,1
1795,0
3144,0
764,0
4990,0
1600,0
3340,0
2,0
4896,0
786,1
5831,0
5568,0
7191,1
9567,1
674,0
8283,1
8017,1
8136,1
8179,1
9187,1
2803,0
3722,0
4334,1
3765,0
427,0
8060,1
4300,0
5019,0
4336,0
7684,1
652,0
6023,1
10111,1
670,1
7006,1
3120,0
5271,0
3923,0
9937,1
4837,0
694,0
3155,0
1023,1
6872,0
2181,0
5353,0
5140,0
4462,0
6570,0
164,0
5236,1
1378,0
259,0
2307,0
10241,1
3713,0
7852,1
8556,1
2996,0
9126,1
9943,1
7194,1
163,0
9606,1
2907,0
5679,1
264,0
3929,0
3364,1
385,0
3773,0
6039,0
231,0
2336,0
5230,1
6318,1
701,0
5934,0
2050,0
4368,1
8685,1
1126,1
9952,1
3961,0
10291,1
5247,0
2383,0
5115,1
7428,1
1886,0
8693,1
1446,1
2273,0
6304,0
8123,1
3314,0
9108,1
4604,0
1026,1
2143,0
2808,0
1094,1
8255,1
5008,1
9553,1
10023,1
6641,1
7695,1
964,0
9338,1
179,0
267,1
2432,0
5558,0
10198,1
4473,0
6048,0
9707,1
6831,1
105,0
8534,1
2471,1
999,1
9226,1
8284,1
4584,0
5437,0
9085,1
6137,0
10061,1
2077,0
7429,1
5598,0
7647,1
2744,0
6115,0
9152,1
7091,1
715,0
5539,0
1602,0
1157,0
8050,1
7013,1
2673,0
4380,0
1052,1
9743,1
7318,1
1762,0
1296,0
4571,0
2778,0
6090,1
8108,1
10039,1
5321,0
68,0
8427,1
2042,0
2863,0
6741,0
5651,0
2327,0
5986,0
6815,0
1660,0
8138,1
7266,1
2928,1
1548,1
6508,1
6654,0
7665,1
8679,1
3349,1
9861,1
975,0
3627,0
3259,0
76,0
8954,1
3845,0
1560,1
5708,0
6255,0
6100,1
4249,0
1899,0
3483,0
7600,1
2681,0
3002,0
4951,0
9193,1
8418,1
1948,0
5351,0
1728,0
1100,1
9803,1
9060,1
2057,0
9327,1
8710,1
1911,0
16,0
4714,0
2834,0
1310,0
4793,1
2117,0
9626,1
9261,1
1908,0
6240,0
3328,0
10185,1
846,0
2781,0
1866,0
6400,0
300,0
7821,1
9519,1
7268,1
2540,0
2727,0
7427,1
7913,1
902,1
5828,1
8090,1
9465,1
7515,1
6302,1
4970,1
8247,1
2299,0
9850,1
2110,1
6206,1
8937,1
7522,1
4910,0
2403,1
5349,0
5780,0
6493,1
7233,1
355,0
2595,0
5994,0
1079,1
4946,0
228,0
6181,0
860,1
8749,1
4898,0
4640,1
3502,1
6010,0
10220,1
3668,0
5144,1
4331,0
5847,1
8638,1
3199,0
6094,0
6135,0
1347,1
8610,1
5907,1
297,0
8560,1
8532,1
3271,0
5448,0
6281,0
5928,0
2770,0
9495,1
4449,0
2494,1
3247,0
8839,1
2964,1
4058,1
7555,1
2880,0
5871,1
6116,0
4952,1
6013,0
486,0
1935,0
5066,0
5650,0
2941,0
3317,0
9128,1
7158,1
8222,1
8148,1
7410,1
2814,1
7319,1
3386,0
3920,1
9468,1
7609,1
972,0
6494,0
3738,0
7720,1
419,0
3237,0
411,1
3462,1
6536,0
3853,1
6480,0
2258,0
6197,0
6612,1
10085,1
5005,0
791,0
8426,1
1317,1
2497,0
6583,1
5789,0
1647,0
10005,1
657,0
6127,1
524,0
3948,0
2197,0
9375,1
5039,0
4466,0
5752,0
6476,0
3531,1
2900,1
5132,1
1703,0
4599,1
7717,1
4416,0
4483,0
2174,0
7147,1
2864,0
1311,0
5050,0
7295,1
696,0
8171,1
2649,0
4667,0
2146,0
7332,1
4091,0
4190,0
40,0
1832,0
4455,0
3839,1
4810,0
6257,0
7842,1
2982,0
4550,0
9787,1
4818,0
5545,0
7252,1
2155,0
7462,1
6555,0
6855,0
8714,1
6266,1
4294,1
2442,0
3905,1
7795,1
8979,1
9955,1
1769,0
6294,0
8952,1
7936,1
2444,0
681,0
5196,0
4733,0
2885,0
6660,1
702,0
1825,0
2605,0
8628,1
7352,1
2454,0
1397,0
5501,1
10094,1
4748,0
4014,1
1289,0
6309,0
9442,1
1110,0
7120,1
4094,0
8325,1
9681,1
3134,0
9273,1
3600,0
2479,0
8894,1
529,0
2209,0
7193,1
2952,0
4150,0
2697,1
5484,1
4082,1
8077,1
4509,0
3282,1
937,0
9985,1
5280,0
9733,1
754,0
8788,1
10131,1
8543,1
5956,0
4351,1
711,1
9043,1
9458,1
4177,0
9174,1
7883,1
1945,1
564,1
340,0
9365,1
10214,1
7783,1
746,0
7652,1
6050,1
6898,0
4751,0
4028,1
5403,0
10077,1
7722,1
10184,1
8766,1
7661,1
6824,0
8597,1
2449,1
1137,0
9759,1
4877,1
425,0
9341,1
6723,0
2025,0
4722,0
1947,0
7007,1
7656,1
1125,0
1348,1
8298,1
8796,1
600,0
1798,1
3470,0
8256,1
5411,0
9669,1
2517,0
1038,0
4879,0
1268,0
4264,1
9167,1
3685,0
1323,0
4217,0
7494,1
4533,0
931,0
10192,1
6991,0
4272,0
3529,1
2561,0
7595,1
4614,0
4054,1
9756,1
5974,1
2910,1
6096,0
5414,0
6657,0
3550,0
5154,1
515,0
2825,0
3244,0
2169,1
8701,1
7858,1
3298,0
3372,0
7954,1
232,0
968,0
7866,1
6457,1
1355,1
5520,0
886,0
5878,0
5876,0
6558,0
859,0
1883,0
762,0
2198,1
4885,0
2319,0
6515,0
5106,0
10086,1
4768,0
6799,1
588,1
4796,0
7817,1
77,0
6504,0
2638,1
7692,1
3469,0
2362,1
4215,1
2248,0
3556,0
4746,1
8551,1
5729,1
7922,1
3230,0
215,0
5683,0
5327,1
3819,0
392,0
27,0
9956,1
5572,0
8950,1
7592,1
9224,1
909,0
7211,1
9706,1
8490,1
1558,0
6763,0
7531,1
5100,0
9176,1
2289,1
7893,1
3430,0
2331,0
563,1
8344,1
8392,1
969,0
5308,0
8185,1
8878,1
5009,0
9642,1
4176,1
6911,1
5402,0
4819,0
6222,0
9250,1
5123,1
4693,0
5958,1
997,0
3227,0
9184,1
504,0
653,1
8106,1
919,0
5684,1
1609,0
2788,0
1950,0
8843,1
7399,1
10226,1
3236,0
814,0
9737,1
631,1
518,0
1724,0
1200,0
2342,0
3301,0
4862,0
8030,1
1375,1
5264,0
4570,0
6728,1
9067,1
2886,1
268,0
5145,0
8434,1
4933,0
107,0
3477,1
9854,1
8536,1
3129,0
8684,1
2779,0
6382,1
3226,0
10199,1
3206,0
5522,0
602,1
4789,0
6650,0
4909,1
2558,0
8441,1
6348,0
6334,0
438,0
609,1
6055,0
2855,0
2835,0
4243,1
9402,1
1354,0
3127,0
5089,0
7445,1
7632,1
6238,1
9938,1
7334,1
9610,1
7063,1
3589,0
1802,1
494,0
5701,0
6956,0
2981,0
303,0
8178,1
676,1
4005,0
3576,0
7596,1
41,0
4371,0
1549,1
1264,1
5993,0
8645,1
6666,1
1663,0
7775,1
7172,1
6769,1
8562,1
8571,1
5137,0
344,0
6534,0
7110,1
7915,1
8780,1
8698,1
1717,0
3624,0
9502,1
7696,1
1923,0
6790,0
328,0
6212,1
7844,1
3041,0
1962,1
3238,1
3272,0
8561,1
3797,1
8852,1
6516,0
3832,0
1851,0
6211,1
6151,0
6656,1
3846,0
2684,0
784,0
4618,1
2945,0
6668,0
3346,0
5113,0
8158,1
10203,1
8859,1
3422,0
8428,1
540,1
80,0
6074,0
6306,0
2739,0
5202,0
6128,0
4427,0
359,1
9547,1
13,1
4223,0
6724,0
1610,1
2226,0
757,0
9687,1
4180,1
4767,0
3103,1
3275,0
966,0
4541,0
5594,1
9560,1
4073,0
1918,0
6072,0
3621,0
3486,1
3122,0
403,1
2688,0
5769,1
10260,1
10254,1
8125,1
6584,0
2935,0
4573,1
4529,0
1117,0
4811,0
8539,1
2741,0
9974,1
7963,1
3770,0
8008,1
8957,1
1372,0
6269,0
5675,0
6852,1
6417,0
6364,0
8250,1
4621,0
26,1
6545,0
1897,0
9633,1
5096,1
717,0
1025,1
4684,0
442,0
1477,0
8254,1
5027,0
9267,1
5830,1
2556,1
1099,0
4870,0
5881,0
7200,1
819,1
750,1
3342,0
1925,0
52,1
9507,1
5902,0
4116,0
9835,1
6559,1
5309,0
5182,1
5442,0
2312,0
9206,1
9876,1
55,0
7777,1
3077,1
2341,0
2366,1
7879,1
3707,0
6773,0
3015,0
2096,0
9982,1
7992,1
3934,0
10100,1
6234,0
7379,1
603,0
5823,0
4980,1
4868,0
3012,0
4564,0
3659,0
1686,1
6430,0
7208,1
9865,1
8025,1
1782,1
3530,0
3278,0
5195,0
8880,1
9936,1
795,1
250,1
6429,1
8793,1
9533,1
8507,1
1604,0
926,0
7671,1
9472,1
7393,1
9347,1
4698,0
5199,0
7543,1
6347,0
10107,1
4253,1
6076,1
7140,1
8054,1
9422,1
3506,0
3897,0
1648,0
4440,1
3377,0
395,0
6801,0
2205,1
9203,1
9764,1
505,0
8677,1
6344,0
3500,0
947,0
1929,1
8459,1
2674,0
8621,1
7697,1
1773,1
6870,0
7206,1
5854,0
1211,0
7155,1
1010,0
1627,0
2461,1
3072,1
2302,1
3967,0
1260,1
1885,0
128,0
3938,1
1054,0
10229,1
110,0
7758,1
8061,1
7930,1
7478,1
2699,1
7627,1
1400,0
6949,1
9156,1
2970,0
3703,0
1301,1
3334,0
9382,1
7320,1
4124,0
1263,1
4893,1
3575,0
7355,1
7156,1
2109,0
10092,1
1394,0
8656,1
9931,1
6231,0
6345,0
9726,1
7713,1
9539,1
1512,0
4450,0
7162,1
9218,1
876,0
6588,0
2597,0
2297,0
9944,1
4081,1
7124,1
884,1
7299,1
490,1
1401,0
339,0
5238,0
822,1
492,0
6471,0
8149,1
3642,0
8519,1
139,1
8898,1
2622,1
5898,0
8442,1
5345,0
3720,1
4020,0
4888,0
1000,0
7981,1
2628,1
2837,0
9824,1
3360,0
9997,1
2583,0
5012,0
7526,1
43,0
10223,1
447,0
270,0
4366,0
9950,1
511,0
6467,0
4989,0
8902,1
4363,0
4329,0
4093,0
6160,0
2845,0
4383,0
3139,1
4829,0
2950,1
512,1
7934,1
810,0
9178,1
6081,0
815,0
3309,0
10173,1
279,0
5940,0
9600,1
7421,1
7831,1
4971,0
3881,1
3901,0
7189,1
8811,1
3454,0
8086,1
6175,0
2912,0
4835,0
1243,0
6793,0
4158,0
8363,1
8319,1
6684,1
5674,1
9452,1
9916,1
8501,1
1827,0
9778,1
1981,0
4914,0
9826,1
1779,0
6992,1
111,0
9296,1
1758,0
7255,1
7111,1
9056,1
970,0
9389,1
8476,1
1188,0
7160,1
10141,1
2441,1
4173,0
7708,1
3504,0
8454,1
8390,1
3876,1
830,0
3962,0
10016,1
8623,1
9754,1
5339,0
3258,0
4352,0
7659,1
106,0
6229,0
1226,0
8004,1
2522,0
7339,1
2413,1
7548,1
3574,0
513,0
1725,0
9376,1
5774,0
10237,1
