,Tenure
5081,57.04429
187,1.875430489
2923,1.717806
185,3.521499924
4585,23.08203
3723,4.926111
4549,5.628186
6099,54.60066
9782,68.83881
1733,1.662826246
3379,8.53275
4141,2.414
9107,68.1959
8585,48.73343
2746,16.57284
6580,52.29776
9688,67.9711
6674,71.29664
5548,66.91612
7582,59.60106
4734,4.864814
5753,59.71663
6418,64.46737
8911,52.20049
8621,64.25691
2678,23.86996
9703,67.94252
3960,10.29135
6052,66.03293
5619,53.27752
3916,2.348003
7635,36.82387
4881,2.223563
8481,63.81393
98,20.31163945
8981,70.26887
9833,62.10686
3460,14.12424
2402,5.792794
6579,62.03561
4849,4.096547
9734,44.42372
2786,4.761845
8407,54.8376
376,7.065506244
9461,51.83082
2004,7.976237
2103,11.07943
6544,56.69865
5420,53.82378
1829,4.499945782
7714,56.26602
5757,62.04664
1817,9.984220981
3149,6.281821
3433,15.56801
8238,68.54712
5095,67.56096
1151,9.716052195
8217,69.66186
8966,57.71425
9385,50.27926
1931,2.48527604
6523,60.09896
1022,19.03625416
1917,5.798532598
4066,3.245848
6918,66.005
8572,61.45615
8430,63.37764
8703,69.80263
987,7.55918608
8136,63.48369
4969,2.745106
2179,4.632153
825,6.492246879
9922,71.53609
8601,59.16197
1278,9.983052758
8116,63.71108
4111,15.82734
9150,59.40499
4668,14.07058
1213,4.005780287
8588,70.90919
5687,70.30403
4269,4.072959
7177,56.87027
6485,48.25953
1353,16.08842518
5519,56.9918
6166,68.33092
6725,64.64603
8157,65.79102
1714,1.515290738
8671,70.03095
3193,10.96818
9375,71.56684
3648,8.83974
394,7.138784756
3987,9.820347
867,5.62805389
5845,59.21586
2724,1.796113
7170,63.84205
4948,1.312447
8023,65.09341
147,15.85983755
2305,6.324505
4994,14.67731
3768,11.70988
8174,69.70038
6202,45.82823
8056,60.58684
1002,5.31868521
6147,59.97525
460,9.461939857
1116,1.291871699
3270,8.692007
8900,56.32657
4109,18.85404
6365,71.89548
2818,14.06379
5283,65.36022
7550,69.97129
2315,13.15232
6200,62.43544
8252,48.56433
2168,17.13556
4110,4.120579
4727,3.665202
6106,62.77848
4131,6.63265
8079,71.51635
7119,60.45093
7301,64.9277
1986,7.443067222
9653,64.25108
5198,67.20907
7727,67.96418
4513,7.685406
5923,61.83914
864,3.414733275
6974,65.04127
2676,2.237975
2571,1.798433
5426,61.96091
393,5.988505209
5514,67.19559
9392,50.67652
3759,2.531394
7009,48.63475
6225,70.37667
6551,56.04565
4442,21.36386
7983,52.95931
6830,63.62938
4911,6.135015
1715,9.324505434
9067,60.3736
9895,65.7154
2423,6.617173
9996,61.04037
5788,63.66434
3518,8.346499
6215,56.7422
1060,4.764739683
8324,61.69408
7743,69.88681
4476,5.892496
9137,69.85281
2265,10.77918
6131,47.65726
9440,42.47836
634,3.769989038
9015,64.1745
1638,20.31446952
3800,6.483314
3223,1.862828
2350,20.43277
7167,63.96748
451,3.470685398
1123,1.456262249
2033,4.600655
5895,66.52284
8542,45.75297
5467,48.20538
7380,50.68244
3304,12.73703
1571,9.098041235
1223,5.396647294
544,7.073151031
643,1.042140757
3993,5.595446
5706,63.06098
1690,7.506056361
5125,44.0309
866,5.541384803
2446,2.077466
4834,3.305552
6134,49.28233
787,2.831804349
3998,6.053801
4324,7.283667
9376,42.74967
2669,7.896371
9329,66.79288
6399,51.45585
8678,43.49892
2782,6.30655
5992,36.05308
8285,65.19187
7417,38.36776
8802,66.70002
4388,20.88324
2237,2.493434
6395,51.60111
1868,7.32906366
2799,2.213342
4240,5.058557
2272,6.403857
4101,5.623084
5722,51.48861
7290,57.10479
9951,48.82626
3018,21.73641
6531,37.5471
2915,17.53363
2664,10.59491
9831,66.2578
821,24.19132114
5546,60.9767
2244,5.26283
1118,20.70165955
2405,1.813049
7829,64.22099
2119,14.29414
2962,5.464488
2395,10.18679
5369,50.58329
1710,7.753271168
9236,68.44883
1255,14.96367107
3445,4.762508
5859,47.78655
5450,65.83332
5299,44.23945
1712,11.4488726
7920,50.84495
5194,67.24501
1578,11.53737155
4943,3.595204
3975,3.430472
7134,63.80215
5760,62.75224
5276,68.84751
8556,66.74968
1624,11.71117991
4707,18.75702
8387,55.22442
5507,57.08448
5581,70.73353
7133,65.61564
4041,14.9206
4807,5.067354
1774,10.2452503
1037,2.39088492
2899,12.23126
9549,69.19621
2740,8.257765
6690,58.74921
7389,66.72374
9275,55.85553
2995,10.72393
5316,70.59953
356,5.388165017
49,11.56938439
7931,65.51344
1523,4.089399488
7552,60.29081
496,13.86188691
5110,49.50734
1957,14.21751959
229,12.02106494
1738,14.93006551
7789,55.13723
7567,71.45998
4787,26.54684
2607,6.663036
3784,9.345696
8879,63.58076
1003,16.4659765
5676,68.00844
4853,6.649321
8946,59.12149
9038,63.03296
3042,3.172425
8277,71.67868
5979,65.29336
2075,8.084289
4482,11.17891
7382,54.28465
1563,23.27091932
8218,56.07932
3429,10.28514
2118,11.53174
1362,20.96092159
8316,54.59144
3078,17.2154
3719,7.116216
3411,9.29979
8494,45.34674
8193,55.72308
2521,9.303687
3803,7.481549
9226,59.52044
4730,14.86565
3202,3.83138
8648,70.89862
440,3.364993591
9332,37.36723
9239,69.82047
5669,45.59475
944,10.03364243
6885,44.34553
2701,15.2198
2707,10.39542
633,14.28414317
7163,66.67798
6967,56.19888
1755,6.805071944
9836,47.03744
3471,6.523366
7969,61.08796
6917,58.45536
743,1.322671871
1815,15.12645563
4140,4.984488
1044,14.5875554
2495,16.87028
6863,64.89046
4247,2.011058
9509,53.28955
1063,1.018519598
8499,53.91114
2946,13.62126
8540,68.34963
2873,6.895966
1112,10.30304569
2475,14.80349
6145,57.50554
8833,63.9264
8124,41.6814
8705,52.38257
4804,13.21887
6760,71.21301
979,3.950587999
420,17.22220989
156,7.983887266
3814,5.738405
7586,56.90458
1127,22.16579367
6436,70.04547
4874,1.112412
3348,1.822794
6568,55.72148
407,13.46565415
8784,71.26615
321,13.67931764
6616,68.7415
2731,4.213099
6384,52.68582
4375,9.51775
1538,8.447638937
4475,8.902965
3063,2.437932
5357,68.72852
7928,43.2029
4525,10.07469
2917,21.06329
2528,5.585807
4598,7.721518
3754,7.704545
3073,9.858242
5853,60.54883
4908,12.00948
5768,65.12119
3730,5.645298
9675,68.4414
3635,3.443373
4519,22.28926
6563,61.24602
2984,15.39419
1675,8.397776839
8975,56.71742
1833,1.997833268
8733,60.50817
5978,58.96627
283,11.58276897
1013,6.745272795
1388,9.553290527
274,2.585228303
4252,9.022068
8847,52.71022
3381,23.91177
484,1.033067819
8346,67.49463
5335,56.82113
162,5.972864167
2247,12.02081
8524,55.49261
7680,69.97649
3639,23.28091
1796,14.42671843
3597,9.521766
8584,52.30473
4589,6.2061
1034,4.354733929
4900,15.35499
6560,52.36353
6327,70.68154
4924,7.704074
4906,21.19755
1525,2.170567319
1837,5.252073829
7127,48.36269
9383,36.76838
4348,2.582668
9258,64.57131
4742,1.726448
1364,2.876901531
1691,20.51922799
9231,59.21421
9677,54.17218
4236,14.61254
5765,52.29353
2161,7.117565
9859,58.61361
6989,70.03383
6339,50.56908
9829,58.57706
20,20.45390977
8872,60.05643
8619,65.19543
3810,2.357852
8614,41.36314
5858,69.29855
2805,7.874579
2104,13.0511
9978,59.33902
5724,57.65975
4697,4.16861
8761,46.38454
3580,11.31189
3345,20.0119
2940,15.23335
4535,18.07558
8441,66.74044
5489,67.2235
8517,69.93109
5697,71.4064
8531,68.70194
4777,10.12764
2545,2.917886
9602,58.59926
8270,54.87839
5292,64.56659
7153,68.62845
5375,67.77122
9736,59.60865
7480,56.08228
6611,70.91142
6352,64.32344
808,9.162445307
844,6.588311936
3197,11.93299
733,6.050060777
9961,54.75767
9979,58.11897
1150,17.67252758
9432,51.67412
4484,1.204999
6470,68.03515
543,14.71424943
7079,61.03116
8328,58.59644
7136,71.11027
7964,63.78532
2767,9.30555
2667,5.25157
4196,16.19111
1502,11.71980152
6415,59.95075
2549,2.476217
4393,21.19498
2270,7.944389
3809,2.942297
6228,66.86003
9041,68.75872
6833,48.37464
525,1.906368477
8484,60.26349
6923,68.1253
2730,6.128314
3234,1.567389
4282,9.468306
7798,54.41951
5805,58.91354
4937,12.27603
6973,57.94661
7466,64.15093
3733,7.488398
5677,70.41492
9370,69.25128
842,17.37839741
9154,62.6237
1939,13.03967126
7876,45.10633
1589,2.840343779
8055,67.50379
326,22.8577804
463,13.44056701
4434,4.023413
4986,8.599092
8669,66.90749
5848,71.39166
5591,61.02521
5844,69.95421
2356,8.327722
2563,18.01018
8377,52.56715
1141,1.583634587
845,4.222122394
7464,56.05747
9984,47.10952
4773,3.872474
914,4.173314039
151,14.53027663
614,3.795086086
8665,54.42917
9096,55.77968
4965,8.05975
9127,49.73125
5058,71.66261
212,1.416592892
4927,3.179833
2975,6.039499
2443,2.608423
3464,5.099943
1414,3.847102787
6909,57.53786
7099,44.14519
725,9.820011726
1019,11.34544436
5143,66.45525
3069,16.01922
6745,69.47678
8997,71.76656
9063,60.8833
172,19.48900163
8822,71.07998
1812,9.783296825
9812,59.40963
3826,17.78769
3879,9.213435
1490,4.279464865
22,6.652298992
8371,57.4079
6474,60.6238
3432,9.204657
896,11.7391369
8627,62.68234
4097,18.44164
9919,65.58919
5212,69.34472
1168,6.133827574
2828,3.157767
7383,67.96008
3634,2.871903
3629,7.280799
9084,57.94447
6853,61.86502
9187,45.62467
4543,22.05688
4797,17.19189
989,6.069124406
3598,8.642257
6260,69.15975
6483,44.60033
3900,11.51439
2584,11.59627
9631,50.74296
4481,5.364815
5333,67.34157
4265,13.92306
5303,69.49722
1573,5.784022533
7965,39.52545
461,13.90000955
1904,9.626754665
5787,44.02354
837,23.956929
286,3.940297464
5248,65.28829
6416,65.91841
642,14.02310297
5721,54.67054
152,5.905906389
9173,64.72745
2865,5.602813
8313,56.79639
3090,4.24454
908,7.176700824
641,4.241019424
6296,66.66711
4671,3.063806
5628,56.20378
1916,4.385448215
2458,15.4459
1789,3.312263064
7276,70.71182
3538,19.70229
4852,5.695207
9207,53.01595
6607,70.76841
1371,15.26657624
8747,56.19138
6813,50.80026
2088,3.737401
4319,9.121337
6157,60.16638
7102,58.71889
4716,12.13697
276,9.532523799
4030,1.115115
318,7.272649386
5443,70.78918
7101,70.31689
6661,63.06198
1995,5.794641025
6662,59.63287
7131,70.69395
7202,54.95441
794,4.933319572
2630,1.37258
6850,61.18991
294,12.42120946
4805,13.74701
1203,9.676963031
8509,64.2498
4129,2.847771
6070,48.79525
4582,9.042296
637,24.39432985
5231,60.16962
3498,21.56869
1259,5.174032539
2150,5.099454
4017,7.235576
8014,40.80483
2253,3.374565
2768,18.55263
4655,8.512387
4869,15.39062
962,8.015401085
9480,66.47483
6510,54.61729
1479,3.797689495
882,2.463011656
2111,6.23273
2646,16.93745
5464,53.04753
1652,4.509329959
8194,64.79115
6795,68.29079
5389,55.50904
5057,60.56995
6121,53.66326
4446,2.509742
811,29.10639477
1940,3.637134041
6751,71.89521
2853,9.546909
6256,71.44432
2229,10.39421
1750,6.820250541
5877,60.92178
7311,53.07792
6044,66.50887
9757,69.48617
9049,63.00932
4823,4.054345
6377,50.62544
9692,66.51398
8375,69.53236
2412,10.55177
3367,15.67732
675,9.85591776
2381,7.749595
6183,70.67111
4209,1.070145
2214,6.280617
1569,8.699764172
5243,71.30457
5731,65.95332
7901,40.32467
72,7.980015371
9876,63.59739
1854,19.79804917
2217,12.63822
8069,71.09348
548,22.76986341
5304,69.54744
1921,3.259826777
2196,4.418468
6916,60.06802
3209,2.54348
3166,7.994351
2560,4.984918
9023,48.84821
6030,69.02601
3861,2.017622
1580,11.44810825
8198,62.71338
4075,2.558218
3654,4.83659
2631,1.84687
865,1.901532614
2294,6.981941
5798,47.91787
8753,63.38783
4637,10.97775
5963,70.35146
2570,12.50419
2632,12.23147
7036,60.88815
155,14.25617986
5653,41.94323
9659,70.89101
7571,60.44201
7730,70.43313
9697,70.50969
2761,2.210399
2149,5.29727
8163,57.43476
7014,69.1405
2706,1.387769
3269,29.19298
5949,60.37982
1513,7.080759052
1315,9.141192423
1249,2.937852035
4691,8.675197
2994,2.847117
8768,62.1578
5739,64.98806
2717,9.499599
8602,42.76683
5623,57.31571
8477,67.60425
2588,25.72493
7514,60.37731
3448,10.50792
2158,2.830635
9377,62.91372
1267,22.71649048
8764,50.62244
4359,9.975367
2041,8.716735
1108,1.763317472
3332,8.442986
2967,6.249599
700,9.84141211
3481,8.369827
1621,11.30820237
800,8.063547235
8942,53.25801
3980,5.614935
3663,9.321719
7878,56.98279
2330,3.99954
5843,57.17893
640,19.95372925
6804,71.27557
2462,26.15019
5793,69.68705
7508,71.20362
6381,60.91248
8470,60.04717
6774,71.73682
1977,14.51274009
916,12.91213895
2983,10.94284
217,16.03360405
1625,4.589210527
9294,64.11559
4313,9.564915
6293,49.22663
3320,14.65682
2617,2.073632
9028,42.59461
4160,2.735806
4425,1.78963
8475,71.80608
5387,70.69408
3461,7.621099
9716,62.42366
7491,58.21476
5105,50.85526
6638,68.86592
3519,3.158254
514,5.165404738
6085,68.66575
1277,14.39399314
6747,45.51836
1848,1.360201959
5710,60.37442
3025,1.813125
5951,55.24695
8831,50.71608
685,7.798523158
9348,53.03214
6080,55.90137
3148,7.802142
2643,4.310974
7751,57.47194
9157,62.97217
3833,7.413447
3032,7.311512
7830,70.2187
6264,55.70975
5797,69.14535
5929,60.85074
9449,62.90578
3757,5.095356
2020,11.42056
7042,56.08334
6165,61.53705
7089,67.07059
2554,6.732509
684,10.8040205
1771,7.217041327
3188,5.714934
5693,65.4426
3380,6.029814
1386,10.08691319
5822,60.04073
200,1.474810061
9768,69.08879
5647,48.98002
9883,40.93141
8774,56.37573
624,2.08299524
5743,69.76805
1225,4.526667855
7253,59.21096
1701,4.759938908
3344,3.707186
8331,71.31142
6812,64.88617
9956,58.40629
14,10.06019902
7918,68.26584
7090,43.6544
6686,64.71582
5255,57.95857
6800,39.4081
829,8.654535873
2738,6.512117
9987,54.54538
2176,12.43721
261,3.379756569
6964,67.86091
5950,66.17964
8264,63.01044
6479,55.49975
9615,61.57299
90,2.188918771
4706,4.219362
5556,51.17826
3735,22.7117
7215,69.03254
3680,13.59261
9580,66.59987
6866,65.55327
2625,8.03514
3747,3.831822
9937,57.20149
6198,63.08784
1900,16.3364928
2841,11.47008
6123,67.73428
958,14.38485335
1234,9.417609509
8893,71.64551
3847,10.42906
3558,14.74297
2747,15.80736
7304,62.64968
1357,9.841085026
8722,59.94097
1284,4.837990763
4183,9.175977
1515,5.68349814
8395,63.88028
7643,50.89092
5564,56.09481
5254,55.81582
8176,45.72582
7438,62.281
4238,10.99657
983,12.51401968
5490,62.16298
1185,7.570075544
5786,60.34007
4622,3.27379
3028,1.571176
8027,57.67058
2221,7.94384
8964,56.05193
9308,67.53219
9043,60.98712
8644,41.88419
8828,70.56821
8522,65.2372
2404,13.67733
3618,1.216309
9372,37.23531
4410,13.84934
3046,12.00194
2839,21.0878
5644,47.64072
8208,61.0537
8827,60.69166
8059,62.4919
6856,58.22037
4038,1.25577
6832,57.22067
1066,14.7804282
6461,62.12094
7563,45.84636
9906,66.88131
3619,3.02742
9526,45.65226
3698,22.52336
9010,62.42321
4497,12.2964
2417,11.63009
4576,14.31807
6952,69.71587
6258,67.37641
2177,6.739405
7675,61.73523
6562,66.72045
7231,71.23368
5189,64.71872
9285,59.91013
8905,59.28121
1615,7.336939062
8574,59.00593
1326,10.92247392
1252,14.06970055
4628,8.828042
295,8.134438503
1657,6.526670837
629,3.838043219
9521,71.23043
719,6.636312277
4826,1.530293
7424,68.86725
7294,69.81825
1499,13.31283015
3459,7.732188
2875,16.71459
7356,69.50693
4445,1.210715
9373,63.27923
3831,6.209949
5439,52.79234
7973,65.40394
8613,52.25168
3240,3.209982
4479,2.005733
1250,9.566169913
378,4.801969514
412,4.156887945
737,6.051428262
729,29.8284414
6971,55.83342
2000,10.50826
3771,1.24728
1590,8.344516765
971,8.137267032
4794,2.628926
5045,69.26833
4626,10.52104
1159,9.932932319
9469,54.20972
8336,60.45695
6033,69.026
933,3.861708438
2703,13.50244
1910,10.91916339
445,10.8600084
6742,65.66392
4407,6.979961
3928,6.611696
2012,8.433722
9311,48.63086
4561,11.76248
444,17.06899012
8870,37.90754
9765,68.82603
2159,5.423869
585,9.232644617
3172,9.254257
2481,7.42363
1045,13.37654004
4439,4.849803
6316,44.65571
6082,45.7211
7283,55.69275
3581,1.280342
5270,70.25821
4367,11.86797
9147,71.58148
51,7.338869531
6360,46.37208
6659,50.47725
6700,51.58781
1683,15.34839938
980,14.02849733
1790,6.766267697
2921,10.16511
2472,1.895979
4155,2.459304
4157,3.850863
4068,13.14021
4521,29.30064
2916,11.9781
1742,7.644184483
4583,8.850759
1182,9.045537332
7741,57.69575
1333,16.53244292
8688,66.27257
6236,65.69406
2876,16.48485
7027,38.25714
8530,66.85966
6402,60.15131
9408,41.97598
7994,63.83868
2516,14.17599
5917,41.92048
1122,8.688984603
2037,9.84106
9222,68.00557
2600,12.359
6626,65.85442
593,3.775528995
7435,43.63637
7348,56.56864
54,12.07970325
5962,69.8304
8610,57.54686
9606,71.53575
6780,49.65691
9830,66.39293
479,4.957713222
533,8.878536605
7960,45.75966
5040,70.47897
5500,65.52904
803,11.95255483
7720,54.16378
4115,9.710957
3888,6.165028
5784,70.34319
3180,9.000072
2838,4.753084
2572,7.35817
9953,49.80587
7625,71.16551
3350,8.399966
2328,15.91251
5065,61.32409
1314,11.03162791
861,11.09808176
6496,57.83255
539,3.564836875
1972,1.268992493
4372,19.30476
9884,47.25523
3978,2.473299
8801,64.79987
2488,18.8098
5761,57.13921
5377,58.33561
7642,65.03892
1926,7.918255804
3408,14.17544
3299,16.41429
8881,65.11343
4488,11.94283
1484,3.160392389
2223,10.57654
6519,52.83052
9367,38.07335
9673,65.42546
5824,59.79068
4013,2.09057
6630,61.78631
1140,2.760208796
5566,61.22216
963,1.153881327
5493,63.04335
1147,7.95236848
4556,13.23966
5097,62.61777
5459,47.02878
9174,63.71215
5518,67.16512
6456,71.60926
8271,69.7211
3590,5.63355
3277,2.049307
3626,7.565171
7873,62.91776
2212,20.43585
3160,2.312021
6308,59.42279
9929,57.07531
5456,69.51253
6879,42.72759
6086,56.7924
2165,1.230987
687,9.428767036
4717,5.793869
1888,6.211504434
6784,53.33926
5850,53.75074
9707,53.9011
4088,7.128376
8044,65.9999
785,9.294088005
7529,50.65407
8532,64.9377
7999,66.21743
4433,12.36516
1142,13.98469679
4749,10.277
9760,60.67808
4089,3.033303
4624,10.14235
4963,7.91568
783,5.84055678
6478,68.3716
4374,1.849221
1737,4.186523762
409,8.69085131
930,5.134989649
4344,12.18592
9117,46.12627
874,14.89720747
3791,27.84191
949,4.905988692
8860,50.55452
5421,45.54189
2065,9.602383
4474,2.589118
3260,10.58401
6934,65.86739
7448,67.65143
6329,68.03514
5395,52.20263
8794,51.99282
1442,19.73065009
6469,36.26479
83,14.34766616
311,9.821728297
9945,43.93121
7744,68.53085
65,7.916533093
6290,60.63668
7988,68.3486
4840,9.187823
5242,57.37611
1914,2.811977672
9638,68.37019
8335,47.86746
1526,12.94334524
2793,5.705638
5981,57.91581
9240,60.59442
4382,18.32428
6069,68.2985
6073,40.94814
1700,14.28406007
1299,4.845060681
7801,63.94696
3515,4.444135
7016,43.92326
8493,61.84543
7887,62.96952
8777,62.52045
2260,12.72079
9234,66.03306
5022,68.7729
6701,40.24438
2351,2.763224
4861,10.18273
8487,53.24575
9504,65.19899
9388,57.27176
3716,1.177776
9330,53.81991
5422,53.17302
2262,19.98033
3376,9.091454
8231,51.87037
3493,2.057502
5359,65.02121
3311,7.010649
2224,10.37052
536,5.207179461
9446,71.48016
1114,8.691329205
9430,69.70761
7141,62.50474
2804,3.469341
347,13.62832619
9772,44.15083
3161,11.96395
4145,4.154665
7501,65.27324
6865,68.36063
4782,13.17784
29,5.425864884
8779,58.96403
3382,2.644504
5325,67.24986
2636,16.12971
8971,55.68048
6897,70.43382
8936,57.39587
6649,66.509
5494,62.90729
9967,68.81287
263,10.23679934
7825,71.4622
7368,40.91782
8995,54.30563
2131,3.543665
2285,3.935134
9441,60.47912
4060,11.69113
8312,52.59645
3263,1.532436
9545,51.19742
2524,2.067128
9479,61.29211
5967,47.22872
6283,68.22903
1217,6.169035922
7604,68.92748
4004,2.198687
7375,69.05527
9307,67.75441
8394,38.92029
5233,65.28157
