,Lat,Lng,Income,Churn,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
7699,34.88671,-81.02081,45433.92,0,10.83111,0,0,1,1,1,0,0,0,0,1,0,1,169.9447,5300.449639,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
176,30.56858,-87.90401,87535.71,0,8.54892416,0,1,0,1,0,1,0,0,0,1,0,0,119.95684,1456.887443,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
9334,28.29642,-81.34485,20037.47,0,8.793558,0,1,0,0,1,0,0,0,0,1,0,1,169.9447,4975.669515,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3696,40.93369,-74.01956,78748.75,0,7.292793,0,0,0,0,0,1,0,1,0,1,0,0,120.0035,514.2333467,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3140,32.32235,-81.89064,44844.68,0,12.85748,0,1,0,1,1,1,0,0,0,0,0,0,127.4783,1024.393039,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3079,40.55399,-75.65287,13131.39,0,11.77423,0,0,1,1,0,0,1,0,0,0,1,0,169.9378,1136.966259,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3981,32.16217,-97.15511,93137.85,0,13.96763,0,1,1,1,1,1,1,1,0,0,0,1,150.0208,1139.265638,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
8276,43.95088,-122.6884,38131.01,0,6.185475,0,0,1,1,1,0,0,0,0,0,1,1,179.9476,3354.624637,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8845,37.06947,-97.85843,6025.06,0,12.99584,0,1,0,1,1,1,1,0,1,0,1,0,217.4702,4863.296508,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
7602,22.10489,-159.3025,73082.67,0,13.14633,0,0,0,1,1,0,1,0,0,0,1,0,182.4433,5655.241249,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6968,41.29845,-95.91168,51589.54,0,8.267266,0,0,0,1,1,0,0,0,0,1,0,0,169.9447,4129.91655,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
3118,42.3605,-71.05896,44039.11,1,11.02812,0,0,0,1,0,0,1,1,0,1,0,1,172.4579,1373.225547,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2613,45.55988,-96.56527,31609.92,1,8.776267,0,1,0,1,1,0,0,0,1,1,1,1,220.1478,736.3553892,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
6825,41.72832,-85.16271,33347.57,0,11.61846,1,1,0,1,1,0,1,0,1,0,1,1,194.9525,6518.028513,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6748,39.1448,-84.77921,47910.59,0,8.358218,1,1,0,1,0,0,1,0,0,0,1,1,149.9378,5428.595513,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2434,38.98134,-105.8557,30756.71,0,11.07762,0,0,0,1,1,0,0,1,0,0,0,1,157.4836,1338.084542,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
7450,36.63831,-80.92884,10843.0,0,9.869142,0,0,0,1,1,1,0,1,1,0,1,0,187.4974,6228.991967,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1645,42.89258,-76.38475,29720.95,0,14.03281402,0,1,0,1,0,1,1,1,0,1,0,1,142.499263,840.5098283,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
189,40.43606,-81.37021,41531.03,0,7.045552801,0,1,1,1,0,1,0,1,0,0,1,1,142.482694,1181.991846,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
4135,40.2362,-90.66065,3379.82,1,12.36091,0,0,0,1,1,0,1,0,1,1,1,1,242.6435,2616.565517,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3510,29.53781,-95.13687,4048.78,1,10.85527,0,0,0,1,0,0,1,0,1,1,1,1,242.6143,911.7679224,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
9054,41.80267,-92.33594,21939.65,0,12.72643,0,1,0,1,1,0,1,0,1,1,1,1,242.6435,6104.958036,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9983,38.37451,-98.19308,24239.77,0,11.26271,0,1,1,1,0,0,0,1,0,0,0,0,92.5018,4831.925127,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4214,41.25883,-70.00735,25939.02,1,8.084497,0,1,0,1,0,1,0,0,0,0,1,0,149.9598,1209.433597,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8789,35.92609,-84.08019,102431.3,0,7.348999,0,0,1,1,0,0,1,0,1,0,0,0,127.4601,4702.945848,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1644,39.96695,-79.04005,52050.69,1,11.79444395,0,1,0,1,1,0,1,1,0,1,1,1,275.133571,1615.418802,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
8034,42.21523,-76.58135,59563.85,0,8.739705,0,1,1,1,1,0,0,0,1,1,1,1,232.624,5724.812194,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5186,41.29013,-101.5823,74321.03,0,11.1117,0,1,0,1,0,0,1,1,0,0,1,1,182.4608,3965.422778,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4001,35.13678,-103.1605,73571.78,1,4.391327,0,1,0,1,0,1,1,0,0,1,1,1,200.1465,1280.711037,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3100,34.40737,-102.586,25114.38,1,9.473029,0,1,1,1,1,0,1,0,0,1,0,1,192.4404,882.4522754,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
5686,32.77221,-97.17821,49646.02,0,11.63026,0,0,0,1,1,0,1,1,0,0,0,0,179.9794,5867.544803,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
8128,40.31575,-79.79992,42953.62,0,15.44335,0,1,0,0,1,0,0,0,0,1,1,0,240.1149,6434.683847,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
8259,32.13856,-95.64876,4986.92,0,7.853321,0,0,0,1,0,0,0,0,0,0,0,0,112.4551,4534.558824,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2411,39.75475,-76.44717,3850.53,0,8.608975,0,0,0,1,1,0,1,1,0,0,0,0,159.9794,1361.469601,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
7062,39.89864,-82.54119,61779.92,0,11.40578,0,0,0,1,1,0,0,0,0,1,1,0,240.1149,5525.488035,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
7577,40.30412,-92.07062,38479.29,0,8.189755,1,0,0,1,0,0,0,1,0,1,0,0,129.9621,6483.815487,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
8662,38.16042,-81.33168,61210.24,0,12.68725,0,0,1,1,0,0,0,1,0,1,0,1,117.4858,4129.318617,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6554,42.414,-79.32601,11450.5,0,15.35378,0,0,0,1,1,0,0,0,0,1,0,0,149.9447,5141.180261,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3368,38.61909,-90.34765,11332.09,1,6.827972,0,0,1,1,0,0,0,0,0,1,1,1,207.6094,1643.441405,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
597,37.59903,-81.28588,21064.75,0,10.4962468,0,0,1,1,0,1,0,0,0,0,1,1,149.959755,771.6292755,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2476,26.71613,-80.09641,30227.9,1,9.63933,0,1,0,1,1,0,1,1,0,0,1,1,182.49,1058.595152,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
8204,45.10594,-93.30215,26921.3,1,9.831078,0,0,0,1,1,1,0,0,0,1,1,1,222.6326,5553.582983,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
3790,36.86884,-95.57559,40982.78,1,8.494651,0,0,1,1,0,1,1,0,1,1,1,1,245.132,1677.870071,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5034,38.47765,-87.49341,14405.88,0,7.65097,0,0,0,1,0,0,0,1,1,1,1,1,212.6415,6205.78959,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4501,32.21723,-97.3949,17739.09,1,12.15506,0,1,1,1,1,0,1,1,0,0,1,1,194.9663,1418.327071,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
7986,39.82902,-89.05106,63881.41,0,10.8116,0,0,0,1,0,1,1,0,0,0,0,1,117.4686,6273.600277,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6046,35.65778,-78.38384,52212.6,0,9.109236,0,0,0,1,0,0,1,1,0,0,1,0,149.9845,5352.745495,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
5399,35.08256,-83.09113,28847.47,0,11.28389,0,1,1,0,1,0,0,1,0,0,0,0,125.0073,4968.328024,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8734,47.35383,-115.4178,38594.57,0,11.81333,0,1,1,1,0,1,1,0,1,0,1,1,152.4884,5403.227013,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
994,30.24413,-97.6583,109366.11,1,9.309881954,0,0,0,1,0,1,1,0,1,1,1,1,225.131966,1464.182884,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5562,41.69633,-79.54724,10311.58,0,8.315119,0,0,0,1,0,0,0,0,0,0,0,1,112.4551,3170.023123,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6376,41.3421,-73.74565,52053.5,0,7.511184,0,0,0,1,1,1,1,1,1,0,0,1,195.0062,5527.711581,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2784,37.24995,-87.08785,45196.73,0,10.30116,1,1,0,1,0,0,1,1,0,1,0,0,172.4579,733.0960018,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1468,41.2241,-95.13003,64397.56,0,9.489541639,0,0,0,1,0,1,0,1,1,0,1,1,142.515576,1729.34277,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
5232,44.59418,-75.32387,10098.02,0,14.93874,0,1,1,0,0,0,0,0,1,0,0,0,124.9643,5885.410472,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3065,43.62218,-94.46743,35980.24,0,13.54628,0,0,1,1,1,0,1,0,0,0,1,1,169.9671,2722.383309,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4490,21.30376,-157.8627,18148.08,1,11.04506,0,0,0,1,1,1,0,1,0,1,1,0,235.1555,2757.839041,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2500,30.13937,-85.7253,36643.74,0,13.36184,1,0,0,1,0,1,1,0,0,0,0,1,137.4686,459.9710645,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8938,35.16631,-101.8865,117890.3,0,12.50156,0,0,1,1,1,0,1,1,0,0,0,0,147.5031,6056.024801,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9291,39.19296,-84.4523,57304.51,0,9.880673,0,1,1,1,1,0,0,0,0,0,0,0,144.9607,5837.262258,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
491,33.57923,-88.13129,11249.18,1,8.90345193,1,1,0,1,1,1,1,0,1,1,1,0,257.63748,2062.605873,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2021,40.40969,-78.87124,50159.71,0,14.12411,0,1,0,1,1,0,1,0,0,1,0,1,172.4404,1551.718247,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
4299,37.58166,-92.80846,11222.72,1,7.228077,0,1,0,1,0,1,0,1,1,1,0,1,164.9889,1104.302871,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
799,34.90556,-95.34058,36678.72,0,10.35866414,0,1,1,1,0,0,1,0,1,1,0,0,152.44408,3088.823891,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1069,41.25385,-89.22434,20372.35,0,14.82711414,0,1,0,1,1,0,0,0,0,0,0,0,144.960655,577.1451549,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
8410,40.83697,-85.24019,74305.5,0,6.975482,1,1,1,0,0,1,0,1,0,1,1,1,222.65,4856.923385,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9436,34.61982,-80.33128,18531.6,0,11.8535,0,0,0,0,0,1,1,0,1,0,1,0,184.9647,3717.758451,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
5099,43.04175,-75.37912,129137.2,0,12.77231,0,1,0,1,1,1,1,1,0,0,0,1,162.497,6197.152457,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2227,39.97778,-75.14582,37615.69,0,17.80133,0,1,1,1,1,1,0,0,0,1,1,0,242.6326,1620.308367,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
462,47.31738,-118.02806,50666.54,1,4.88644359,1,1,0,1,1,0,0,0,0,1,1,0,240.114868,1877.852717,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
5794,36.37348,-100.165,35559.68,0,8.845809,0,1,0,0,1,1,1,1,1,0,0,1,162.5299,5824.23881,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7359,41.12356,-80.65365,24395.72,0,10.11921,0,0,1,1,0,0,0,1,0,0,0,1,104.9781,6349.768903,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9213,36.8788,-87.46244,18612.45,0,9.096632,0,1,1,1,0,0,0,1,1,0,0,1,105.011,4301.135534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3566,38.82001,-77.05961,22358.24,0,11.49192,0,1,0,1,1,0,1,1,1,0,0,0,192.4885,2063.282237,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
4539,36.79197,-118.9251,14233.75,0,8.080637,0,0,1,1,0,0,1,0,0,0,1,0,137.4616,1099.38854,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
836,39.98981,-75.10842,20070.17,0,6.486151578,0,0,1,1,0,1,1,0,0,1,0,1,142.452604,2044.73861,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
8562,44.56628,-69.81475,24188.41,0,9.341105,0,1,0,1,0,0,1,1,0,0,0,1,114.9976,5334.884836,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1761,39.89786,-84.32866,34393.76,0,8.763640466,0,0,0,0,0,1,1,0,0,1,1,1,232.622804,2299.047664,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2948,40.98568,-111.5011,27450.8,0,9.403453,0,1,0,1,0,1,1,1,0,1,1,0,245.1457,1501.794265,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4558,34.50111,-105.8575,23918.86,0,12.09121,0,1,0,1,0,1,0,0,1,1,0,1,152.466,498.8080579,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6353,37.85869,-81.8117,6464.45,0,13.7578,0,1,0,1,1,1,0,1,1,1,0,1,197.4945,5504.661312,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
9750,43.62953,-70.62453,105986.5,0,9.327242,0,0,0,1,0,1,0,0,1,0,0,0,127.482,5774.248908,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9474,30.18277,-97.7292,55843.59,0,8.279436,0,0,0,1,0,0,0,0,1,1,0,1,129.9483,5161.60863,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4848,35.18375,-86.13986,13476.42,0,5.93299,1,0,0,0,0,0,1,1,0,0,0,1,127.4738,983.1469135,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3030,42.38004,-71.13463,45594.27,0,6.125568,0,1,1,1,0,1,1,0,0,1,0,1,162.4526,1209.751161,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8899,33.03945,-95.38927,100050.0,0,14.12923,0,0,1,1,0,0,0,0,0,0,1,1,147.4421,6042.586728,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3842,42.54064,-73.82092,41299.07,1,11.97677,0,0,0,1,0,0,1,0,0,1,1,1,197.6288,1274.638992,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3456,32.95132,-88.24098,17724.54,0,11.96023,0,0,0,1,1,0,1,0,0,0,0,1,147.4564,991.5989798,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1835,33.02291,-98.0622,18620.79,0,4.989775216,0,1,0,1,1,1,1,0,0,0,0,1,149.974105,2245.475959,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6721,34.57106,-98.62201,28365.3,0,11.05132,0,1,1,0,0,0,0,0,0,1,0,0,137.4392,5416.499305,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
8754,41.2506,-87.64282,37327.76,0,11.42906,1,0,0,1,0,0,0,0,1,0,0,1,124.9643,4737.057384,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
8643,30.05984,-95.46851,30216.55,0,19.01629,0,1,0,1,1,0,1,1,1,1,1,0,255.1665,4953.439647,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
2193,46.21685,-123.0685,42530.46,1,9.512708,0,1,0,1,0,0,0,1,1,1,1,0,212.6415,1263.539898,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
9083,33.45984,-95.75129,27756.42,0,9.965984,0,1,0,1,0,0,0,0,1,0,0,0,124.9643,5837.932606,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2639,31.18888,-95.25573,9961.23,0,16.08459,0,1,0,0,0,0,0,1,0,0,0,1,124.9781,1759.464436,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2031,39.28724,-80.56387,3640.46,0,5.837482,0,1,1,1,0,0,0,0,1,0,0,0,104.9643,1399.828665,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7188,32.49754,-86.14037,30281.73,0,14.1675,0,1,1,1,0,1,0,0,1,0,1,1,162.4689,5046.115879,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3856,42.65492,-75.78002,57667.78,1,10.59311,0,0,0,1,1,0,1,0,0,1,0,0,192.4404,2120.230349,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
119,33.7683,-82.2322,11014.98,1,9.062879297,1,0,0,1,0,0,1,0,1,1,1,0,210.138,1403.270091,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2620,40.75342,-93.31808,24128.19,1,10.53533,0,1,0,1,0,0,1,1,1,0,1,1,162.4937,924.1809843,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
4855,39.01006,-81.19587,56733.5,1,11.8323,0,1,1,1,1,0,1,1,1,0,1,1,227.4754,1849.418149,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
424,42.05772,-71.08075,33620.38,0,9.83612847,0,1,0,1,0,0,0,1,0,0,0,1,124.97808,758.8338668,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
9517,42.00089,-91.97011,26701.99,0,8.275925,0,1,0,1,0,0,1,0,0,1,1,1,230.1051,5031.554237,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4055,48.51172,-104.5351,45395.08,1,7.659602,0,0,0,1,1,1,1,1,1,1,1,1,270.1604,2408.542735,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
7722,37.63357,-98.77254,102928.6,0,9.395737,0,1,1,1,0,0,0,0,0,1,1,1,187.6094,6503.605593,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3990,39.20174,-89.40192,64868.33,0,6.131562,0,0,1,1,0,0,0,1,1,0,0,1,117.4872,777.0645087,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
320,36.71568,-82.78922,37583.97,0,11.32768159,0,0,0,1,0,1,0,0,0,0,0,1,114.972827,373.2772664,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
8724,44.87352,-93.33471,41900.38,0,10.72665,0,0,1,1,0,1,1,0,0,1,0,0,129.9763,5499.615826,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9204,39.57801,-94.91893,42841.97,0,8.682296,0,1,0,1,1,0,0,0,1,1,1,1,220.1478,5747.654271,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4653,37.70615,-93.82118,22842.54,1,9.343359,0,0,0,1,1,0,0,0,1,1,1,0,220.1478,1058.563314,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
2754,35.44217,-93.72353,32423.61,0,12.7185,0,1,0,1,1,1,0,0,0,0,1,0,162.4653,1810.906541,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
7610,37.88679,-97.51471,70972.38,0,11.37766,0,1,1,1,0,0,1,0,1,0,1,0,149.9707,5220.600311,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6756,39.17381,-86.2424,108072.0,0,4.41507,1,1,0,1,0,1,1,1,0,1,0,0,142.4993,5911.270713,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2972,37.90138,-93.65931,35849.72,0,14.35913,0,0,1,1,1,0,0,1,1,0,0,0,137.5165,1207.830056,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4392,34.40175,-95.69242,74373.82,0,9.896211,1,1,1,1,1,0,1,1,1,0,0,1,192.4885,693.5913883,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
8117,38.96629,-81.13614,68395.96,0,13.88653,0,0,0,1,1,0,0,0,1,1,0,0,162.4538,6172.259045,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
9230,47.88151,-113.869,49708.08,0,8.239255,1,0,1,1,1,1,0,1,1,1,1,1,235.1884,4951.211643,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
7991,39.74329,-81.0998,43374.14,0,12.98864,0,0,0,1,0,0,1,1,0,0,1,0,162.4608,5921.944651,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
9335,34.84545,-100.5084,52626.1,0,10.84557,0,1,0,0,0,1,0,0,1,1,0,0,152.466,5839.250864,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1454,41.60318,-83.62887,61773.61,0,3.93506187,0,1,0,1,0,0,1,0,0,1,0,1,139.934918,1698.876321,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1167,38.42496,-106.95639,90596.15,0,7.899801255,0,1,0,1,1,1,0,0,1,0,0,1,159.987503,879.9008247,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5561,34.09989,-118.3269,38511.78,0,6.423763,0,0,0,1,1,0,1,1,1,0,1,0,227.4754,4838.973661,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3023,42.05049,-78.64554,26803.44,0,7.024192,0,0,1,0,0,1,0,0,1,1,1,1,222.6362,2353.339235,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5010,43.10129,-84.69016,29391.86,0,3.925298,0,0,0,1,0,0,1,1,0,0,1,1,149.9845,5877.226772,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3594,39.93546,-75.96964,14910.59,0,12.60775,0,0,1,1,0,0,0,1,0,1,0,1,149.9621,1443.47725,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6902,61.8439,-158.1082,21316.31,0,12.89776,0,0,0,1,0,0,0,1,0,1,1,1,187.656,6187.589564,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
8098,42.93873,-82.80268,28019.03,0,8.312154,0,0,0,1,0,0,0,0,1,1,0,1,129.9483,5998.804194,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6883,42.51492,-73.04125,13741.46,0,13.84188,0,0,1,1,0,0,1,1,0,0,1,0,182.4608,6129.960354,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
4639,37.00448,-83.29737,30638.08,1,9.208445,0,1,0,1,1,1,1,0,0,1,0,1,194.9581,773.5217752,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
36,41.63306,-72.45472,10114.81,1,16.31017089,0,1,0,1,1,1,1,1,1,0,1,1,229.993134,897.5919144,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9691,36.9346,-84.63301,29987.1,0,12.87227,0,0,1,1,0,1,1,1,0,0,1,1,184.9785,5858.143246,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9980,30.56807,-90.50141,31178.25,0,4.223341,1,0,1,1,1,0,0,1,0,0,1,1,172.4705,5260.340951,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
