,Lat,Lng,Income,Churn,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2303,29.50117,-83.26315,50428.1,1,9.962708,0,0,0,1,0,1,1,1,0,1,1,1,225.1457,2259.182707,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2460,46.28458,-86.89419,43925.68,1,10.67296,0,1,1,0,0,1,1,1,0,1,0,0,154.9755,1588.984136,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1592,45.86407,-69.87681,8543.01,1,14.08561195,0,1,0,1,1,1,0,1,0,0,1,1,194.988208,1204.745285,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
710,34.27882,-90.68558,24034.97,1,9.864571407,1,1,1,1,0,0,1,0,0,0,1,0,149.937833,1207.740526,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9764,43.95923,-72.69,13467.6,0,14.47001,1,0,1,1,1,0,0,1,0,0,0,1,137.4836,4399.170365,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
74,32.89431,-117.08013,1509.52,1,12.92303286,0,0,0,1,1,0,1,1,0,0,1,0,214.966286,648.7471776,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
7154,33.79136,-84.20593,27057.94,0,4.79622,0,1,0,1,0,0,0,1,0,0,1,1,127.4887,6146.916544,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3284,36.7552,-93.03172,44641.21,1,11.64702,0,0,0,1,1,0,0,1,0,0,1,1,172.4705,1102.197408,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
439,32.81421,-103.99646,31920.88,0,14.02031408,0,1,1,1,1,1,0,1,1,0,1,1,207.49737,1400.834009,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2311,41.91773,-73.94563,54639.21,1,7.711119,1,1,0,1,1,0,1,1,1,0,0,1,160.0122,560.0748491,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3291,33.99971,-84.46986,67295.09,0,5.96154,0,1,0,1,1,1,1,0,0,1,0,1,194.9581,1112.439443,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1760,43.18805,-77.81798,38306.27,1,16.75470959,0,1,0,1,1,0,1,1,0,0,1,1,194.966286,1897.050575,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
8868,37.8534,-84.67167,44290.52,0,6.833444,0,0,0,1,1,0,0,0,0,0,0,0,144.9607,4880.899279,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9699,31.51575,-90.72011,16096.75,0,8.952419,1,0,1,1,0,0,0,0,0,1,0,1,137.4392,4103.155082,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
7187,42.71527,-100.6112,22680.7,0,11.65731,1,0,1,1,0,1,0,0,1,1,1,1,202.6362,5998.575756,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1129,35.17056,-87.5451,11252.3,0,17.5602198,0,0,0,0,1,0,1,1,1,0,0,0,160.01224,1008.639416,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
697,42.59967,-89.35856,26785.51,1,15.04983927,0,0,1,1,1,1,0,0,0,0,1,1,182.465269,491.8773506,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8745,40.6784,-74.56296,40818.88,0,7.846047,0,0,0,1,0,1,0,0,1,0,1,0,162.4689,4662.416793,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
9702,32.22467,-82.36845,36171.94,0,10.09554,0,0,1,1,1,0,0,0,0,1,0,1,137.4684,5914.162068,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3610,29.74699,-98.6555,67258.0,1,10.36244,0,0,1,0,1,0,1,1,1,0,0,1,192.4885,1235.76897,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
554,37.05233,-77.55183,46353.07,0,11.17925847,0,0,0,1,0,0,1,0,1,0,0,1,127.460067,1808.501398,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7987,42.3244,-83.34121,52153.53,0,9.89943,0,0,1,1,1,1,1,0,0,0,1,0,204.961,5675.905105,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5342,38.28508,-105.6105,26412.61,0,6.837113,1,0,0,1,0,1,1,0,0,0,1,0,172.4555,4683.297629,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
818,42.07758,-78.48324,15842.09,0,6.69907945,0,0,0,1,0,0,1,0,1,1,0,0,172.44408,1022.516053,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
9947,30.09869,-92.92143,5540.32,0,10.74203,0,0,0,1,0,1,0,0,0,0,0,1,82.49655,4905.287249,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2333,46.4871,-99.6833,25996.36,0,10.12576,0,0,0,1,1,0,0,1,1,0,0,1,149.9928,711.8524934,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5977,42.32731,-71.23076,45501.77,0,10.30417,0,0,1,1,0,1,1,0,0,0,1,1,172.4555,5967.054532,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1906,39.22336,-79.9017,19982.5,1,8.560207521,1,1,0,1,0,1,1,1,0,0,0,1,149.99153,874.1933216,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
6254,41.25067,-96.4078,33016.71,0,4.192635,0,1,0,1,0,0,1,1,1,0,0,0,159.983,4399.187338,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
6585,45.7391,-87.52698,12182.47,0,11.29008,1,0,0,1,0,0,1,1,0,1,0,0,152.4579,6485.945142,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
4512,19.52402,-155.1334,27432.43,1,10.42239,0,0,0,1,0,0,1,1,1,0,0,0,127.5067,410.7703918,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1457,41.35851,-91.80744,11644.24,1,12.51404385,1,0,0,1,1,1,0,0,1,0,1,1,162.498151,1825.848805,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3631,41.66783,-71.01627,43471.21,1,13.65097,0,0,0,1,1,1,0,1,0,1,1,0,235.1555,2709.337012,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
8580,37.48719,-81.32668,31545.14,0,14.43295,0,0,0,1,0,0,0,0,0,0,0,1,92.45514,5712.520809,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6944,42.20948,-79.46825,31230.32,0,13.3572,0,0,0,1,1,0,1,0,0,0,0,1,134.9801,4855.986258,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
9710,38.93214,-90.88015,31952.26,0,17.03486,0,0,1,1,0,0,0,1,0,0,1,1,159.965,4639.90108,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
4750,32.79914,-79.99868,24376.36,1,8.974674,0,1,0,0,1,0,0,1,0,1,1,1,220.1615,1745.25049,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2635,32.7398,-117.2437,30462.45,1,10.7882,0,1,1,1,0,0,1,1,1,1,0,0,164.967,965.4344564,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9887,36.97848,-79.54437,34619.03,0,7.784769,0,0,0,1,0,1,1,1,0,0,0,1,117.5152,5356.414043,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2783,33.01613,-108.9488,58508.34,0,9.21677,0,0,0,1,0,0,1,0,1,1,1,0,210.138,2087.462333,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
4936,32.45331,-80.60869,8086.98,0,14.11524,0,1,0,1,0,0,0,1,0,0,1,1,139.965,1304.494778,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
8573,43.23326,-76.71529,19542.22,0,12.02259,0,0,1,1,0,1,0,0,1,0,0,0,95.00571,4170.086495,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
2456,35.48063,-95.17267,20415.05,1,11.15686,0,1,0,1,0,0,0,0,1,1,0,0,129.9483,712.4768186,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
8559,40.95722,-76.19524,21303.64,0,7.192287,0,1,0,1,0,1,1,0,0,1,1,1,200.1465,5771.07207,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
7388,43.10096,-75.2938,51063.25,0,8.46938,0,0,0,1,0,0,1,1,1,0,1,0,174.9699,5777.025623,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9069,36.87052,-85.64393,42921.65,0,10.46363,0,1,1,1,1,0,0,1,0,1,1,0,252.6378,6121.363135,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4499,44.89118,-73.43794,54507.76,0,8.471092,0,1,0,0,1,1,0,1,1,0,0,1,172.5104,1876.809732,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2407,35.01468,-99.07321,58912.81,0,6.51399,0,0,0,1,1,1,1,0,0,1,0,0,162.4818,2000.801151,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
8433,42.2948,-72.27776,6695.49,0,10.96135,0,0,0,1,1,0,0,0,1,0,0,1,157.4698,5350.10612,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
812,37.24447,-88.98071,98173.49,1,6.483393995,0,1,0,1,0,0,0,0,0,1,1,0,207.609354,993.8801154,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
7916,35.70634,-93.4243,21887.88,0,7.792609,0,0,0,1,0,0,1,0,0,0,1,1,149.9378,5310.127657,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1775,40.66853,-73.87089,77423.32,1,8.127707725,1,0,0,1,1,1,0,0,0,1,1,1,242.632554,1984.668288,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2194,38.9426,-109.1793,25761.05,1,10.5339,0,1,0,1,1,0,0,0,1,1,0,1,162.4538,805.2602253,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3476,41.83528,-72.57331,21225.8,1,10.65169,0,0,0,1,1,1,1,0,0,0,1,1,204.961,1332.165747,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
206,42.8425,-84.15529,31934.04,0,10.79191234,0,0,0,1,0,1,1,1,0,1,0,1,174.975543,617.542543,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
8267,41.17309,-73.7709,20921.95,0,8.623899,0,0,0,1,0,1,1,1,0,1,1,0,245.1457,5179.277309,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5361,26.06765,-80.22307,43597.63,0,8.752186,0,0,0,1,1,0,0,0,1,1,0,1,149.9776,4780.976448,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3615,35.64536,-92.32605,26074.94,1,9.27668,0,0,1,1,0,0,0,1,1,1,1,1,232.6415,1672.058732,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
520,41.30731,-84.02206,17876.13,0,11.81880212,0,1,0,1,0,0,0,1,1,0,1,1,139.99789,2101.344074,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
9196,35.84328,-78.63332,13233.7,0,10.49575,0,1,0,1,1,0,0,0,1,1,1,1,232.624,6002.578168,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7312,46.64264,-98.66534,27669.81,0,10.29073,0,0,1,1,0,1,0,0,0,1,1,1,190.127,6572.766125,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
4152,47.44696,-122.2014,47066.46,0,10.93225,0,1,0,1,0,1,0,1,0,0,0,1,127.4958,1973.062252,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
4617,34.62514,-96.61247,42452.02,0,14.39916,0,0,1,1,0,0,1,0,1,1,0,0,172.4441,483.0491679,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5528,40.71536,-94.06862,46724.11,0,6.186245,1,1,0,1,1,0,0,0,1,0,0,0,137.4698,6114.267462,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
8706,44.00402,-92.26424,8934.54,0,9.528981,1,1,0,1,1,1,1,1,0,0,1,0,217.484,5127.332044,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2259,35.05788,-88.28787,11520.48,1,15.30999,1,1,1,1,1,0,0,0,0,1,0,1,169.9447,1303.045672,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
240,41.97215,-87.75706,25611.29,0,13.43700846,0,0,0,1,0,0,0,0,0,1,1,0,187.609354,2512.36494,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
579,43.67986,-94.61731,15518.51,0,9.877572075,0,0,0,1,1,1,1,1,1,0,1,0,229.993134,1252.155771,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
4548,35.06482,-86.40463,22142.61,1,14.23119,0,1,0,1,1,1,0,0,1,1,0,1,184.9715,1880.004543,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
698,36.61973,-80.12316,23311.73,1,8.375886131,0,0,0,0,1,0,1,0,0,1,1,1,242.610632,1300.689811,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3153,40.8822,-73.94661,52174.46,1,5.638287,1,0,0,1,1,0,1,1,1,1,0,1,197.4725,1708.507227,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
5914,31.91463,-86.31825,18537.85,0,13.03992,0,0,1,0,0,0,0,1,1,0,0,0,137.4872,4543.82768,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
142,41.07608,-74.59774,50252.79,0,11.30748265,0,0,1,1,0,0,1,1,0,0,1,0,182.460772,717.3876564,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
8814,35.55477,-81.42363,111778.1,0,11.83057,0,1,0,1,0,1,0,1,0,1,1,1,222.65,4666.085107,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
7649,45.03575,-93.81317,32964.97,0,10.59864,0,1,0,1,1,0,0,1,0,0,1,1,159.9942,5246.927502,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
8107,39.94154,-79.98582,46769.27,0,16.42412,1,1,0,1,1,1,0,0,0,0,0,0,147.4783,5081.322485,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1856,37.64542,-78.13391,30110.14,0,11.79012709,1,1,0,1,1,0,0,0,0,0,0,0,144.960655,1338.549194,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7515,44.90718,-72.97536,25948.52,0,12.03137,0,0,0,1,0,1,1,1,0,0,0,1,117.5152,5598.052693,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7171,38.16164,-121.1499,20870.24,0,10.41446,0,0,0,1,0,0,0,1,1,1,0,1,129.995,5575.295805,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2115,35.07179,-87.42726,7521.18,1,17.82109,0,0,0,1,1,1,1,0,1,1,0,0,174.991,1231.728594,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4304,30.37275,-81.59459,61571.39,0,6.001994,0,0,0,1,0,0,0,0,0,0,1,0,127.4421,946.0176525,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
4873,39.10721,-94.53905,3900.77,0,9.017084,0,0,0,1,0,0,1,0,1,0,1,0,162.447,2167.855557,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3101,40.22471,-79.7291,29712.43,1,5.453667,0,0,0,1,1,0,1,1,0,0,0,0,179.9794,1128.898886,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3132,29.84591,-91.5518,167566.6,0,9.341592,0,0,1,1,0,0,1,1,0,0,0,0,147.4738,871.198033,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6640,40.67658,-89.63336,28411.98,0,7.918649,0,1,0,0,0,1,0,0,0,0,1,1,149.9598,5677.907968,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4231,33.01166,-95.46369,55801.79,1,15.00214,0,0,0,1,0,1,1,1,0,0,0,1,129.9915,1537.645961,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5716,39.42545,-91.69914,16643.07,0,10.75837,0,1,1,1,0,0,1,1,1,0,0,1,159.983,4675.756402,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3287,37.98228,-75.83496,46369.85,0,7.69635,0,1,1,1,0,0,0,0,1,0,1,1,159.9512,437.7915053,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
991,33.02136,-116.49121,18394.86,0,12.33741082,0,1,0,1,0,0,0,1,0,1,0,0,149.962093,939.1433243,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
8103,41.31914,-81.67871,17078.58,0,8.935074,0,1,1,1,0,0,0,1,0,1,0,0,129.9621,5826.881326,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
216,30.59596,-101.77778,42523.02,0,12.99948061,0,1,0,1,1,0,0,0,1,0,0,1,137.469817,1536.589816,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6247,34.04553,-118.0532,20797.96,0,7.498323,0,0,0,1,1,1,0,0,0,1,0,1,139.9861,4332.356783,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3189,33.94685,-97.10751,7434.02,1,14.35718,0,0,1,1,1,0,1,1,0,1,1,0,255.1336,3186.79335,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7051,42.53386,-74.96276,17765.33,0,7.951853,0,0,1,1,0,1,1,0,1,1,1,1,245.132,5497.902793,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
899,38.28997,-111.54894,18555.15,0,8.406366357,0,0,0,1,0,0,0,1,1,1,0,0,129.994975,463.6509838,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8184,37.70489,-77.56251,25777.72,0,12.38301,0,0,0,1,0,1,0,1,0,1,1,0,202.65,6711.013649,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
5187,39.4271,-76.77713,63461.18,0,10.84728,1,0,1,1,1,1,1,1,0,1,0,0,187.4811,6472.755676,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3447,37.91741,-81.81367,22740.18,0,9.515036,0,1,0,0,1,0,1,0,0,1,0,0,192.4404,2037.426425,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
252,40.08489,-77.66266,27235.54,1,9.321265424,0,0,0,1,0,0,1,1,0,1,1,0,210.151777,1811.964373,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
7419,42.44124,-71.77297,40964.54,0,10.97509,1,0,0,1,0,1,0,0,0,0,1,0,149.9598,5722.173958,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1839,38.81931,-123.04213,39874.59,0,5.371697235,0,1,1,1,0,1,0,0,0,1,0,1,139.95684,1810.920999,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
718,47.79473,-103.65456,18301.98,1,14.32600086,0,0,0,1,1,0,1,0,1,1,0,0,204.949594,1114.13669,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4860,42.74894,-71.87472,31263.34,0,10.8229,0,1,0,1,0,0,0,0,0,1,0,1,117.4392,1196.239363,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6289,36.42101,-94.93771,32666.7,0,9.020394,0,1,1,1,0,0,0,0,0,0,0,1,112.4551,4930.400921,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4779,39.9149,-75.1921,36514.93,0,11.7274,0,0,1,1,0,1,0,1,0,0,0,0,127.4958,362.550034,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2355,37.55826,-120.9099,143217.5,0,11.24506,0,0,1,1,0,0,0,1,0,0,1,0,139.965,2089.469335,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
4921,39.74046,-86.16316,29541.88,1,12.10286,0,1,0,1,0,1,0,1,1,1,1,0,235.1591,3076.415699,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
8403,43.1818,-73.40764,58391.65,0,10.14164,0,1,0,1,1,0,1,0,0,1,0,0,159.9642,6296.620487,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
8172,39.93698,-74.16811,92095.69,0,5.822048,0,1,0,1,1,1,1,1,1,1,0,1,219.9902,5480.386537,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2122,47.54155,-98.35019,66031.23,0,12.53895,0,0,0,1,0,1,0,0,0,1,1,1,210.127,1875.199655,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
911,41.82275,-88.18134,49710.21,1,14.96043073,0,0,0,1,1,0,0,1,0,0,1,0,172.470522,1148.280787,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5476,42.04855,-93.69449,14253.48,0,9.941965,1,1,0,1,0,0,1,1,0,1,1,1,242.6281,5610.672962,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1617,39.74291,-84.26066,23711.3,1,17.11399723,0,0,0,1,1,0,1,0,1,1,1,1,255.119794,1435.783347,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
738,38.69494,-121.27174,15603.09,0,9.263024683,0,0,0,0,0,1,1,0,0,1,0,0,142.452604,1495.554533,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2728,38.65216,-80.87741,5676.28,1,7.427575,1,1,0,1,1,1,1,0,0,1,1,0,265.1283,922.2317794,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
9931,34.87472,-77.22871,49337.37,0,9.790214,0,0,1,0,0,0,0,1,1,0,1,1,139.9979,5461.005526,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
6355,40.02634,-87.82426,17055.76,0,9.262147,0,1,1,1,1,0,0,0,0,0,1,1,147.4713,3948.148041,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
756,40.55738,-90.16865,18938.33,0,9.685619611,0,1,1,1,0,0,0,0,0,0,1,1,147.442069,1708.75722,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
7869,32.23258,-85.00448,28379.08,0,12.93227,0,1,1,0,1,1,0,0,0,0,1,1,182.4653,5018.922157,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4987,39.13451,-75.77018,60302.79,1,8.426883,0,1,0,1,0,0,1,0,1,1,1,1,242.6143,1763.825951,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7354,29.28018,-98.47826,26280.72,1,8.566455,0,0,0,1,1,0,0,1,1,1,1,0,232.6707,4492.115868,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
723,34.05413,-91.02035,8864.63,0,7.373007212,0,1,1,1,0,0,0,0,1,0,0,0,104.964303,1573.289677,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7705,40.33031,-84.38174,30577.74,0,12.01441,1,1,0,1,0,0,1,1,0,1,0,0,172.4579,5967.112269,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
5319,32.97601,-112.1461,65509.93,0,11.76569,0,0,1,1,1,1,0,0,1,0,1,0,194.9744,4455.454555,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6162,38.04426,-81.87306,20664.99,1,9.137722,1,1,1,1,1,0,1,0,0,1,1,0,242.6106,6211.970512,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6397,45.04404,-93.48756,29056.86,0,9.929809,1,0,0,1,0,0,0,0,1,1,0,1,129.9483,4982.535602,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1843,40.06175,-86.05543,4109.01,0,10.40233023,0,0,1,1,0,1,0,1,1,0,0,1,120.004928,1549.605718,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2278,44.16999,-75.11349,81564.77,0,12.9755,0,0,0,1,0,0,0,1,0,0,1,0,159.965,843.9673513,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3927,47.71024,-111.6216,88741.41,0,13.70652,0,0,1,1,0,0,0,0,1,0,1,1,127.475,479.3287784,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9470,39.34607,-83.54426,74220.0,0,11.27164,0,1,0,1,0,0,1,1,0,1,1,1,242.6281,4764.450406,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
7196,18.00543,-66.13392,12859.78,0,7.518135,0,1,1,1,0,1,0,1,1,1,0,1,144.9889,6601.001727,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2491,38.87488,-85.65177,40719.95,1,10.91998,1,1,0,1,0,0,1,1,0,0,0,1,147.4738,602.6894614,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
