,Lat,Lng,Income,Churn,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2961,38.6353,-89.12008,20697.37,0,11.27574,0,1,0,1,0,1,0,0,0,1,0,0,9.561875,107.4806,1108.368947,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2962,40.73858,-78.06118,35404.27,1,6.599123,0,1,0,1,1,1,0,1,1,0,0,1,5.464488,172.5104,812.928535,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2963,30.40038,-84.16254,40588.2,0,4.868079,0,1,0,1,1,0,0,0,1,1,0,1,5.966695,149.9776,901.932094,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2964,35.21293,-89.79427,49071.14,0,10.5775,0,0,1,1,0,0,1,0,0,0,1,1,4.899911,169.9378,756.9340947,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
2965,32.90819,-102.3366,26019.32,0,12.25489,0,0,0,1,0,0,1,0,1,0,0,0,11.16749,127.4601,1651.037252,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2966,34.95105,-83.90314,70043.21,1,11.40364,0,0,0,1,0,0,1,0,0,1,1,1,13.16571,210.1051,2052.656051,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
2967,47.20638,-94.24338,113641.2,0,11.60655,1,0,0,1,0,0,1,1,0,0,1,1,6.249599,182.4608,1114.196033,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2968,41.18353,-123.1818,25667.66,0,6.799101,0,0,0,1,1,1,0,1,1,0,0,0,4.367739,152.5104,924.895642,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2969,36.17748,-90.81964,30253.76,0,6.244769,0,1,1,1,0,0,0,1,0,0,0,0,12.78697,92.5018,1294.950837,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2970,40.31956,-91.22604,42972.18,0,10.17557,0,1,1,1,0,0,0,0,1,0,1,1,6.842584,139.9512,1209.707399,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
2971,37.8239,-82.79746,46151.13,1,9.278879,0,1,1,1,0,0,1,1,0,0,1,1,1.450219,162.4608,877.1087708,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2972,37.90138,-93.65931,35849.72,0,14.35913,0,0,1,1,1,0,0,1,1,0,0,0,10.29318,137.5165,1207.830056,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2973,30.42846,-87.22236,13230.67,1,12.05681,0,1,0,1,0,0,0,0,1,1,0,1,3.326476,149.9483,505.5009987,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2974,40.78098,-74.0661,55794.29,0,7.619574,1,0,1,1,0,0,0,1,0,0,0,1,13.8101,104.9781,1636.905029,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
2975,40.62265,-100.5131,25877.54,0,8.018422,1,0,1,1,1,0,0,0,0,0,0,1,6.039499,124.9607,1180.763502,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
2976,40.40801,-79.7764,41848.9,0,12.74478,0,1,0,1,1,0,1,0,1,0,0,0,10.11079,147.4893,1010.291341,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2977,37.571,-85.70853,119667.4,0,9.165034,0,1,1,1,0,0,0,1,1,0,1,0,11.17999,172.4742,1168.630192,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2978,40.27937,-98.61362,44420.18,0,9.008834,0,0,0,1,0,0,0,1,0,0,0,1,8.509962,124.9781,848.1445109,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2979,25.75345,-80.27108,13360.17,0,14.75288,0,0,0,1,1,0,0,1,0,0,0,1,1.602966,137.4836,792.9175185,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
2980,40.64504,-74.82048,19990.91,1,5.582356,0,1,0,0,1,0,0,1,0,1,0,1,2.117403,182.4676,885.4473166,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2981,40.56224,-75.28394,50965.27,1,14.22707,0,1,1,1,1,0,0,1,1,1,1,0,2.251237,245.147,1389.833754,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2982,39.34343,-74.57068,32987.01,1,12.62145,0,1,1,1,1,0,1,0,0,1,1,1,2.089917,230.1344,900.0678019,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2983,26.71649,-80.06779,96753.8,1,11.13605,0,1,0,1,0,0,0,1,1,1,1,0,10.94284,232.6415,1423.721197,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
2984,38.93372,-80.85361,30207.09,1,0.9952896,0,1,0,1,0,0,0,0,0,1,1,0,15.39419,207.6094,1911.199623,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2985,41.42442,-73.48159,45633.91,0,7.412049,0,0,1,1,1,0,0,1,0,0,0,1,17.25514,137.4836,1967.228079,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2986,47.44069,-116.5506,86896.2,1,8.212326,0,1,1,1,0,0,0,1,0,0,1,0,9.349103,127.4887,1087.694968,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2987,39.08675,-94.07429,29782.39,1,13.7683,0,1,0,1,1,0,0,1,1,1,1,1,15.04337,265.147,1851.332322,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2988,47.22327,-120.982,8249.6,0,8.561303,0,0,0,1,0,0,0,0,0,0,0,0,7.066142,112.4551,576.1637573,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2989,34.28048,-118.5576,18493.95,1,11.00436,0,1,0,1,0,1,0,1,1,1,0,0,4.327078,164.9889,779.2981636,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2990,44.4836,-88.91262,123891.9,0,11.74163,0,0,0,1,0,1,1,1,0,1,0,1,9.25677,174.9755,1318.670361,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2991,37.3554,-87.00653,16226.12,0,6.414763,0,1,0,1,1,0,0,0,1,1,0,0,5.526815,162.4538,1233.655272,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2992,27.84514,-82.28718,19427.81,1,6.718432,0,0,0,1,1,1,1,0,0,1,1,1,2.080255,265.1283,830.8201063,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
2993,43.065,-83.05509,117623.7,1,12.51012,1,0,0,1,1,1,0,0,0,0,1,1,13.44855,162.4653,1927.327764,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2994,40.33434,-80.58475,5317.94,1,6.133776,0,0,0,1,1,0,1,1,0,0,0,0,2.847117,159.9794,1075.372195,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2995,42.78401,-73.72652,8461.79,1,8.458739,0,0,0,0,1,0,0,0,0,1,1,0,10.72393,220.1149,1934.182617,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2996,45.69014,-100.0838,84399.36,1,12.85535,0,0,1,1,1,1,0,0,0,1,0,0,2.1782,152.4624,1059.664803,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2997,43.89873,-69.51577,31715.37,0,10.77811,0,0,0,1,1,1,1,0,0,1,0,1,10.24306,162.4818,1364.913066,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2998,40.75377,-74.12033,51108.77,0,10.56625,0,1,1,1,0,0,1,1,1,0,0,1,11.65333,139.983,1622.06829,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
2999,44.19138,-75.94969,66148.83,1,7.718284,0,0,1,1,0,0,1,1,1,1,1,1,3.000251,235.1372,1374.762505,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3000,46.93133,-98.42116,26190.19,1,9.88811,0,0,1,1,1,0,0,1,1,1,0,1,7.916586,162.5005,1259.881706,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
3001,29.28542,-81.16355,145569.5,1,12.87677,1,1,0,1,0,1,0,1,1,0,1,1,2.258878,174.9919,755.0711809,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3002,35.25849,-88.39883,25806.54,0,12.93786,0,0,0,1,0,1,1,1,1,1,1,0,5.519258,225.1786,1153.07333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3003,33.28335,-96.56323,48267.33,1,6.566714,0,0,0,1,1,1,0,1,0,1,0,1,5.944147,164.9853,1429.709066,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3004,37.3456,-94.62459,15864.7,1,14.3962,0,0,0,1,0,0,1,1,0,1,1,0,3.255652,242.6281,1021.343044,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3005,38.83541,-86.98378,37734.22,1,16.64886,0,1,0,0,0,1,1,1,0,1,1,1,1.868309,245.1457,922.5780039,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3006,32.56556,-85.20573,14433.56,1,8.733939,0,1,0,1,1,0,1,0,1,1,1,1,13.46637,255.1198,2088.717973,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3007,39.30899,-76.09726,89441.6,0,6.862006,0,0,1,1,0,1,1,1,0,0,0,0,22.54598,149.9915,2105.676837,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
3008,34.84674,-91.22427,74252.79,0,9.091339,0,0,0,1,0,0,1,0,0,0,1,1,5.787415,169.9378,856.755649,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3009,35.82508,-91.1178,43930.42,0,11.49429,1,1,0,1,1,0,0,1,1,0,0,1,1.125218,169.9928,444.2368102,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
3010,37.84323,-93.31301,16149.85,0,10.01143,0,0,0,1,0,0,1,1,0,0,1,0,6.548905,149.9845,889.2239784,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
3011,36.10309,-79.81414,25979.07,0,9.135272,0,1,1,0,0,1,1,0,0,0,0,1,1.799293,117.4686,690.1873853,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3012,41.75691,-90.95971,34356.62,0,8.70624,0,1,0,1,1,1,0,0,0,0,1,1,7.012788,182.4653,910.135775,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3013,39.45826,-80.56711,44779.1,1,6.280831,0,0,0,1,1,0,1,1,0,1,1,1,9.539097,255.1336,1965.90329,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3014,41.9445,-78.15298,103306.6,0,11.73966,0,1,0,1,1,0,0,0,1,0,1,1,8.58684,192.4567,1071.697033,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3015,40.49923,-123.9281,5505.74,1,6.224176,0,1,1,1,1,1,0,1,0,0,1,1,7.179432,174.9882,1330.308571,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3016,41.36059,-85.42993,58836.68,1,13.62664,1,1,0,1,0,0,1,1,0,1,1,0,6.971589,210.1518,1277.067543,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3017,47.02466,-100.692,23086.45,0,7.483489,0,0,1,1,0,0,0,0,0,0,1,1,14.26274,114.9658,1355.025651,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3018,40.94802,-74.24525,96788.12,0,14.27531,0,1,0,1,1,1,0,0,0,0,1,1,21.73641,182.4653,2371.07361,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3019,35.47077,-97.51894,12100.28,0,7.683526,0,0,0,1,1,0,0,0,0,0,0,0,5.867453,124.9607,929.0075954,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3020,37.63668,-81.44927,11068.12,0,10.36729,0,0,0,1,1,0,0,0,0,1,0,1,17.32489,137.4684,1847.394712,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3021,40.30612,-96.13923,10270.29,0,5.261171,1,0,1,1,0,0,0,1,0,1,0,1,2.80856,149.9621,585.3561113,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3022,29.64608,-95.13826,104539.2,0,11.75171,0,1,1,1,0,0,0,1,0,0,0,1,13.90887,104.9781,1738.801627,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3023,42.05049,-78.64554,26803.44,0,7.024192,0,0,1,0,0,1,0,0,1,1,1,1,19.77964,222.6362,2353.339235,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3024,40.48557,-109.8085,44900.84,1,10.03005,0,1,0,1,1,0,1,0,0,1,1,1,7.342789,262.6106,1221.605576,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
3025,40.0607,-75.04673,67156.75,1,7.163319,0,0,0,1,0,1,0,0,0,0,1,1,1.813125,149.9598,492.3321314,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
3026,36.58394,-79.03674,28738.5,1,10.653,0,0,0,1,0,0,0,1,0,1,1,0,20.95648,200.1323,2733.904187,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3027,29.71205,-95.48116,63286.15,1,11.34582,0,0,1,1,0,1,0,0,1,1,0,1,18.47081,132.466,2382.03067,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3028,36.96167,-82.65648,32221.49,0,9.399095,0,1,0,1,0,0,0,0,1,0,1,1,1.571176,159.9512,499.02956,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3029,47.9346,-120.1301,5099.11,1,18.40676,0,0,1,1,0,0,0,1,0,1,1,1,17.2501,187.656,2035.111954,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3030,42.38004,-71.13463,45594.27,0,6.125568,0,1,1,1,0,1,1,0,0,1,0,1,8.74736,162.4526,1209.751161,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3031,42.71475,-119.0058,72663.08,0,10.48235,0,1,1,1,1,0,1,0,0,0,1,1,13.36539,182.4433,1968.083882,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3032,42.87454,-97.18348,27157.3,1,13.14802,0,0,0,1,0,1,1,0,1,0,1,1,7.311512,184.9647,943.8571029,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3033,39.49174,-74.87832,43620.71,1,10.92788,1,1,1,1,1,0,1,1,0,1,1,1,13.98482,275.1336,2044.80443,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3034,37.2077,-77.67272,36149.29,1,4.48145,0,0,0,1,1,0,0,1,0,1,1,1,18.24928,232.6378,2515.478194,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3035,37.84409,-99.55639,17615.71,0,9.249754,0,1,1,1,0,0,1,0,0,1,0,1,3.101413,159.9349,721.66293,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
3036,34.98374,-81.82677,40599.16,0,7.813956,0,1,0,1,0,0,1,0,1,1,0,0,6.150351,172.4441,867.6145354,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3037,37.79008,-81.43459,38418.96,0,11.41893,0,1,0,1,1,1,0,0,0,0,0,0,5.97747,127.4783,1177.477272,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3038,35.90726,-78.7717,69960.26,0,10.80515,0,0,0,1,0,0,1,0,1,1,1,0,14.83659,222.6143,2304.085004,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3039,38.9558,-97.22134,43618.17,1,8.917382,0,0,1,1,1,0,0,1,0,1,1,1,7.72199,252.6378,1282.858382,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3040,37.69584,-81.52433,75452.77,1,7.876098,1,0,0,1,1,0,1,1,1,1,0,0,2.10678,217.4725,589.198137,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
3041,40.88988,-74.01063,43098.2,1,9.071716,1,1,0,1,0,1,0,0,0,1,1,1,3.518534,210.127,973.9939163,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3042,41.0611,-73.59203,35388.48,0,8.587338,1,1,0,1,1,1,0,1,1,0,0,0,3.172425,172.5104,456.0822503,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
3043,41.79268,-93.70235,37993.51,1,12.03535,1,1,0,1,0,0,0,1,1,1,1,0,2.266934,212.6415,1214.128652,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3044,37.98193,-119.1157,24875.19,0,9.319944,1,0,0,0,0,0,0,1,0,1,0,1,8.794478,117.4858,1182.278269,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3045,33.53361,-80.58157,13138.02,1,12.50981,0,1,1,1,0,0,0,1,0,1,1,0,7.5636,187.656,1183.25467,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3046,38.77578,-77.23156,27675.71,1,4.656974,1,1,0,1,1,0,1,1,1,1,1,0,12.00194,267.6427,1990.707874,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
3047,61.75722,-159.7857,29581.15,0,8.620715,1,1,0,1,1,0,0,0,0,1,0,1,15.64015,137.4684,1600.603183,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3048,45.46511,-117.9449,32745.98,1,12.76804,1,0,0,0,1,0,0,1,0,0,0,1,2.431373,137.4836,768.6735365,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3049,43.22145,-70.63766,41643.14,0,10.38163,0,1,0,1,1,0,1,1,1,0,0,1,17.29281,172.4885,2120.765903,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3050,38.06266,-101.0261,52558.45,1,5.932274,0,1,1,1,1,0,0,1,1,1,1,0,21.13934,232.6707,2483.369395,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
3051,27.79665,-82.63295,19508.33,0,8.224676,0,1,1,1,0,0,0,0,1,0,0,1,4.462414,124.9643,628.7093519,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3052,46.738,-100.9402,40528.85,0,8.964938,0,0,0,1,1,0,1,0,0,0,1,1,15.77942,202.4433,1540.003272,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3053,18.21858,-66.04275,89747.43,0,13.46958,0,1,1,1,1,1,0,0,0,0,0,0,11.31382,115.0021,1391.452254,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
3054,32.12462,-96.01216,61541.53,0,8.128102,0,0,0,1,0,0,0,0,0,0,0,1,3.678847,79.97886,301.5746797,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3055,37.88389,-83.42416,94836.83,1,11.47009,0,1,0,1,1,1,1,0,1,1,1,1,6.967998,257.6375,1900.983013,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3056,45.50014,-87.9836,65435.46,1,4.834122,0,0,1,1,1,0,0,0,1,0,0,1,6.515297,137.4698,1109.320307,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3057,39.15856,-90.82796,28593.48,0,8.597035,0,0,0,1,0,0,0,1,0,0,1,1,15.6265,159.965,1669.627909,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3058,36.57706,-84.12601,34127.24,1,13.31608,0,1,0,1,0,0,1,1,1,1,0,0,7.296904,164.967,1343.619348,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3059,38.07424,-97.34734,42517.98,1,10.58815,0,1,0,1,1,1,1,0,0,1,1,1,7.032433,245.1283,1818.572601,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3060,40.68817,-76.79456,61879.76,1,10.58433,0,0,0,1,0,1,1,0,0,1,1,1,17.09722,212.6228,2397.112902,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3061,36.19682,-115.2644,44166.94,0,10.54343,0,0,1,1,0,0,0,1,0,1,0,1,2.563452,117.4858,680.4044234,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3062,43.43486,-76.46232,78712.17,1,8.473613,1,1,0,1,1,1,0,0,0,1,0,1,8.287531,152.4624,1530.742396,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3063,39.94766,-106.1189,33869.92,1,12.20023,0,0,1,1,1,0,0,0,0,1,0,1,2.437932,169.9447,381.1393824,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3064,40.18068,-74.83717,97694.83,0,10.18788,0,0,0,1,1,0,0,0,0,0,0,0,11.81853,112.4844,1247.347617,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3065,43.62218,-94.46743,35980.24,0,13.54628,0,0,1,1,1,0,1,0,0,0,1,1,28.06447,169.9671,2722.383309,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3066,33.41824,-112.2729,41550.85,1,10.53385,0,1,0,0,1,0,1,0,0,0,1,1,10.02202,202.4433,1150.220789,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3067,41.09996,-74.01276,34940.98,0,9.397798,1,1,1,1,0,1,0,1,1,0,1,1,4.731989,174.9919,727.8878928,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3068,45.42426,-122.3379,129628.7,1,10.60642,1,0,0,1,0,0,0,1,0,1,1,0,11.91973,200.1323,1860.602438,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3069,34.21824,-83.48022,50629.79,0,2.732357,0,0,0,1,0,0,0,0,1,0,1,1,16.01922,127.475,1554.131756,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3070,44.32503,-88.62775,72764.42,0,6.900504,0,1,0,1,1,1,0,0,0,0,0,1,7.220079,147.4783,787.3445005,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3071,37.11738,-93.31724,32017.56,0,14.66079,0,0,0,0,1,0,0,0,1,1,0,1,4.454344,162.4538,1069.09373,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
3072,36.67111,-86.26973,11722.42,0,5.723715,0,0,0,1,1,0,0,0,0,0,0,0,11.20366,144.9607,919.239022,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3073,37.95523,-81.76712,45888.26,0,18.19254,0,0,0,1,0,1,1,0,0,1,0,1,9.858242,162.4526,1287.535911,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3074,38.75669,-77.0929,14090.14,1,11.48341,1,1,0,1,1,0,0,0,1,0,1,0,1.689999,192.4567,553.9352596,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3075,41.3912,-84.1275,64315.91,0,13.48535,0,1,0,1,0,1,0,1,0,1,1,1,7.899007,222.65,1248.474574,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3076,31.22073,-87.46323,48178.83,0,8.200607,0,0,0,0,0,1,0,0,0,0,1,1,10.52622,149.9598,1081.123619,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3077,25.96074,-80.14199,22985.19,1,10.82436,0,0,0,1,1,0,0,1,0,1,0,0,11.15074,162.4676,1768.733372,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3078,40.1458,-97.22032,27187.1,0,9.467888,0,1,0,1,0,0,0,1,1,0,1,1,17.2154,152.4742,2196.280451,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3079,40.55399,-75.65287,13131.39,0,11.77423,0,0,1,1,0,0,1,0,0,0,1,0,8.922175,169.9378,1136.966259,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3080,40.10477,-80.54758,38867.93,1,4.711767,0,1,0,1,1,0,0,0,1,0,1,0,4.267801,172.4567,1078.288288,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3081,34.02972,-83.21264,54741.36,1,10.85027,0,0,0,1,1,0,1,1,1,1,0,0,1.294635,197.4725,1091.519949,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3082,42.27611,-90.30158,62709.94,1,11.19605,1,1,0,1,1,0,0,0,0,0,1,0,2.168042,159.9476,782.6074848,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3083,42.33524,-93.55981,53227.7,1,15.29979,0,1,1,1,0,1,1,0,0,1,1,0,8.268061,232.6228,1388.043021,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3084,38.82539,-80.03046,20089.1,0,11.98454,0,0,0,1,1,0,0,0,1,0,0,0,5.538303,124.9935,397.7861758,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3085,33.87325,-118.3704,18946.77,1,10.89639,0,1,1,0,0,0,0,0,1,1,0,1,7.733033,149.9483,1099.299416,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3086,43.71777,-72.18929,27134.99,1,11.3254,0,0,0,1,0,0,0,1,0,1,0,1,6.446693,129.9621,1459.309498,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
