,Churn,Contract_Month-to-month,Contract_One year,Contract_Two Year,DeviceProtection,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,MonthlyCharge,Multiple,OnlineBackup,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Phone,StreamingMovies,StreamingTV,Techie,Tenure
1936,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,240.1149,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,64.87596
1937,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,117.4835,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67.10773
1938,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,214.9525,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,71.6524
1939,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,222.632554,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.612099351
1940,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,182.4433,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,63.90452
1941,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,104.9643,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,71.34414
1942,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,147.478341,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.84918194
1943,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,132.4798,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,62.56058
1944,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,149.9915,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,61.50738
1945,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,192.440432,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.843263617
1946,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,192.456745,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.9750814
1947,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,182.4538,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,56.45799
1948,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,202.6829,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.337342
1949,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,184.9496,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,63.45489
1950,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,229.9931,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,59.9904
1951,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,222.6281,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,66.01153
1952,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,129.9778,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.77384
1953,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,275.1336,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,67.35833
1954,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,137.4684,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.83368
1955,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,230.1344,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11.61194
1956,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,235.1555,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.468187
1957,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,172.487091,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.068799086
1958,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,127.474951,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.41932486
1959,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,252.6378,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,61.85982
1960,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,152.4952,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.447103
1961,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,127.4783,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.28923
1962,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,230.1344,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.527148
1963,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,202.636202,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.785452901
1964,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,245.1457,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,64.52797
1965,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,119.9568,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.70321
1966,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,217.484,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,63.17504
1967,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,157.483594,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.694014031
1968,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,114.9728,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51.80774
1969,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,210.138,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,66.28837
1970,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,210.1518,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.971589
1971,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,127.475,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,49.67201
1972,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,137.4686,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.60401
1973,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,127.475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.70815
1974,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,102.4746,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.229738
1975,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,162.4689,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,63.96033
1976,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,182.49,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,69.66427
1977,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,144.9607,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,62.87291
1978,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,169.9671,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.001663
1979,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,247.6647,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,52.95001
1980,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,222.6326,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,65.87966
1981,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,120.003499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.585140105
1982,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,159.9476,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.77439
1983,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,184.9496,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,68.30856
1984,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,210.156274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.06047424
1985,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,235.1591,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.375567
1986,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,162.4689,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,71.79134
1987,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,200.132293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10.54165852
1988,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,104.9923,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.556238
1989,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,117.4858,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,52.3021
1990,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,129.9483,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,71.58072
1991,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,159.9794,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,67.64041
1992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,159.9512,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.902195
1993,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,232.6228,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14.26858
1994,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,127.482,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.09099
1995,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,172.4705,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.06474
1996,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,184.967,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,64.07956
1997,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,172.4441,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.43457
1998,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,162.4608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71.11137
1999,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,142.482694,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.078815111
2000,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.636202,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,13.66061487
2001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,114.9728,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.28097
2002,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,270.1604,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,21.39532
2003,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,95.005709,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.810825808
2004,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,162.4653,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,67.76854
2005,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,252.624,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,69.22914
2006,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,230.1051,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,71.51954
2007,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,149.9483,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,69.25731
2008,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,210.1518,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,70.52836
2009,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,132.5127,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.408823
2010,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,169.9378,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,68.3703
2011,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,222.628057,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.700907475
2012,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,182.460772,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.79864005
2013,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,179.9476,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,66.94572
2014,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,230.1344,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.579229
2015,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,240.114868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.48065356
2016,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,210.127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,22.744
2017,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,152.4555,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.90094
2018,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,139.9349,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,63.28674
2019,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,242.61428,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.60420397
2020,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.97283,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.184122
2021,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,162.447,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,64.2738
2022,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,192.4404,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,63.63416
2023,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,220.1185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.104003
2024,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,102.4746,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.77433
2025,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,132.466,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,71.00745
2026,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,149.974105,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.519975147
2027,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,92.5018,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.794103
2028,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,179.9794,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.12475
2029,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,124.9643,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.78109
2030,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,169.9671,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,55.28091
2031,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,277.651257,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.38712707
2032,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,147.4564,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.791566
2033,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,159.9642,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,63.29972
2034,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,137.439154,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.17839683
2035,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,139.983,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.042459
2036,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,222.6362,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,55.17028
2037,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,232.6228,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,62.46483
2038,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,190.127,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,69.59294
2039,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,204.9797,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,70.87866
2040,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,139.9816,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.09678
2041,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,210.1051,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,53.5035
2042,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,174.991,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,67.20217
2043,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,134.9801,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.75092
2044,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,147.4421,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,59.003
2045,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,114.9509,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,56.53361
2046,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,182.4608,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.019257
2047,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,159.9512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.04458
2048,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,162.497,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.5331
2049,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,82.49655,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.437873
2050,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.972827,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.88097916
2051,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,200.1465,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,64.11367
2052,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,182.4538,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.48601
2053,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,182.4433,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.100668
2054,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,174.9755,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,65.60019
2055,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,194.9882,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.36037
2056,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,192.4404,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,42.31228
2057,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,159.965,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,45.95837
2058,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.97886,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,69.7635
2059,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.1612,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.424083
2060,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,242.6143,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,47.24188
2061,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,134.9801,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.45086
2062,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,162.452604,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.811138598
2063,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,157.469817,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.36237356
2064,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,222.6143,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.3362
2065,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,167.4564,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.90099
2066,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,142.468917,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,16.64037206
2067,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,194.9768,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,39.62761
2068,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,220.1323,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.881597
2069,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,137.4872,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.41438
2070,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,245.147,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,58.94486
2071,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,149.9845,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,47.74031
2072,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,169.9671,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,70.63479
2073,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,192.4404,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,17.92442
2074,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,204.9634,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,71.41919
2075,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,127.4601,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,67.20609
2076,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0122,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.84051
2077,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,152.4884,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.268405
2078,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,159.9642,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.98445
2079,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,119.9568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.68157
2080,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,252.6378,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,48.28818
