,Churn,Contract_Month-to-month,Contract_One year,Contract_Two Year,DeviceProtection,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,MonthlyCharge,Multiple,OnlineBackup,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Phone,StreamingMovies,StreamingTV,Techie,Tenure
2745,1,0,1,0,0,0,1,0,1,0,0,132.466,0,0,0,0,1,0,1,0,1,0,12.22942
2746,0,0,1,0,1,0,1,0,0,1,0,204.9634,1,1,0,0,1,0,1,0,1,0,16.57284
2747,1,1,0,0,1,0,0,1,0,0,1,210.1518,0,1,1,0,0,0,1,1,1,0,15.80736
2748,0,0,0,1,0,1,0,0,0,1,0,230.1051,0,1,0,1,0,0,1,1,1,0,8.295192
2749,1,1,0,0,1,0,1,0,0,1,0,267.6647,1,0,1,0,0,0,1,1,1,0,11.38275
2750,1,1,0,0,1,0,1,0,0,1,0,222.65,0,0,0,0,1,0,1,1,1,0,6.780515
2751,1,1,0,0,0,1,0,0,0,1,0,169.9447,1,0,0,0,1,0,1,0,1,0,8.27839
2752,1,0,1,0,0,0,1,0,0,1,0,242.6143,0,1,0,0,0,1,1,1,1,0,9.151288
2753,0,0,0,1,0,1,0,0,0,1,0,172.4624,1,0,1,0,0,0,1,0,1,0,1.835564
2754,0,0,0,1,0,0,1,0,1,0,0,162.4653,1,0,0,0,1,0,1,1,0,0,10.44767
2755,1,1,0,0,0,1,0,0,1,0,0,149.9447,1,0,0,0,0,1,1,0,1,0,8.612474
2756,0,0,1,0,1,1,0,0,0,1,0,149.9915,0,1,0,1,0,0,1,0,0,1,3.122125
2757,1,1,0,0,1,1,0,0,1,0,0,172.4705,1,0,0,0,1,0,1,1,0,0,10.49269
2758,1,1,0,0,1,0,1,0,0,1,0,204.9797,1,0,0,0,1,0,1,1,0,0,5.679237
2759,0,1,0,0,0,1,0,0,0,1,0,157.4698,1,0,0,0,1,0,1,0,0,0,1.050155
2760,1,1,0,0,0,0,1,0,0,1,0,157.4698,1,0,0,0,1,0,1,0,0,0,10.68972
2761,0,0,0,1,1,0,1,0,0,1,0,217.4725,1,1,0,0,0,1,1,0,1,0,2.210399
2762,1,1,0,0,0,0,1,0,0,0,1,207.6386,1,0,0,0,1,0,1,1,1,0,18.2103
2763,1,1,0,0,0,0,1,0,1,0,0,147.4564,1,1,0,1,0,0,1,0,0,0,13.09427
2764,1,1,0,0,1,1,0,0,0,1,0,149.9915,0,1,0,0,1,0,1,0,0,1,1.201025
2765,0,0,0,1,0,0,1,0,0,1,0,179.9476,1,0,0,1,0,0,1,1,0,0,6.246939
2766,1,1,0,0,0,1,0,0,0,1,0,192.4567,1,0,0,0,0,1,1,1,0,0,4.600047
2767,1,1,0,0,1,0,1,0,0,1,0,172.4579,0,1,0,0,0,1,1,0,1,0,9.30555
2768,1,1,0,0,0,0,1,0,0,0,1,232.652,1,1,0,1,0,0,1,1,1,0,18.55263
2769,0,1,0,0,0,1,0,0,1,0,0,119.9568,0,0,0,0,1,0,1,0,1,1,13.12228
2770,0,0,0,1,0,1,0,0,1,0,0,92.45514,0,0,0,0,1,0,0,0,0,0,10.51089
2771,1,1,0,0,0,1,0,0,1,0,0,197.4702,1,1,0,1,0,0,1,1,0,0,12.81579
2772,0,1,0,0,0,0,1,0,0,1,0,169.9741,1,1,0,0,1,0,1,0,0,1,11.16354
2773,0,0,1,0,1,1,0,0,1,0,0,164.9853,1,0,0,0,1,0,1,0,1,0,12.01983
2774,0,1,0,0,0,1,0,0,0,1,0,169.9378,0,1,1,0,0,0,1,1,0,0,6.021823
2775,0,0,1,0,0,0,1,0,1,0,0,172.4567,1,0,1,0,0,0,1,1,0,0,23.99384
2776,1,1,0,0,0,0,1,0,1,0,0,182.4433,1,1,0,1,0,0,1,1,0,0,8.100668
2777,0,1,0,0,0,0,1,0,1,0,0,127.4783,1,0,0,1,0,0,1,0,0,0,18.47356
2778,0,0,1,0,1,1,0,0,0,0,1,120.0035,0,0,0,0,0,1,1,0,1,0,14.62117
2779,0,0,1,0,0,0,1,0,0,0,1,137.4684,1,0,0,0,0,1,1,0,1,0,12.95415
2780,0,0,0,1,0,1,0,0,0,0,1,124.9935,1,0,0,0,1,0,1,0,0,1,3.588245
2781,0,0,0,1,1,0,1,0,0,1,0,184.967,0,1,0,1,0,0,1,0,1,0,14.36866
2782,1,1,0,0,1,0,1,0,1,0,0,139.983,0,1,0,0,1,0,1,0,0,0,6.30655
2783,0,1,0,0,0,0,1,0,0,0,1,210.138,0,1,0,1,0,0,1,1,1,0,18.94429
2784,0,1,0,0,1,0,1,0,0,1,0,172.4579,0,1,0,1,0,0,1,0,1,1,3.474901
2785,1,1,0,0,1,1,0,0,0,1,0,227.4754,1,1,0,0,1,0,1,1,0,0,3.341126
2786,0,1,0,0,0,1,0,0,1,0,0,132.466,0,0,0,1,0,0,1,0,1,0,4.761845
2787,0,0,0,1,0,1,0,0,1,0,0,127.4601,0,1,0,0,0,1,1,0,0,0,20.22924
2788,0,0,0,1,0,1,0,0,0,0,1,102.4746,0,1,0,0,1,0,1,0,0,0,6.487048
2789,0,0,0,1,1,0,1,0,0,0,1,139.9979,0,0,1,0,0,0,1,1,0,0,20.32585
2790,1,0,1,0,0,0,1,0,1,0,0,152.4441,0,1,0,0,1,0,1,0,1,1,12.24637
2791,1,1,0,0,1,1,0,0,0,1,0,267.6647,1,0,0,0,1,0,1,1,1,1,14.63647
2792,0,1,0,0,0,1,0,0,0,1,0,172.4555,0,1,1,0,0,0,1,1,0,0,4.833414
2793,0,1,0,0,0,1,0,0,0,1,0,159.9875,1,0,1,0,0,0,1,0,0,0,5.705638
2794,1,1,0,0,0,0,1,0,0,1,0,182.447,0,1,0,0,0,1,1,1,0,0,12.55315
2795,1,1,0,0,1,1,0,0,0,0,1,130.0064,0,0,1,0,0,0,1,1,0,0,1.059865
2796,1,1,0,0,1,0,1,0,1,0,0,172.4885,1,1,0,0,1,0,1,0,0,0,13.47613
2797,0,0,1,0,0,1,0,0,0,0,1,139.9678,0,1,1,0,0,0,1,0,1,0,9.887746
2798,0,0,1,0,0,1,0,0,1,0,0,149.9741,1,1,0,0,0,1,1,0,0,1,6.853152
2799,1,1,0,0,1,0,1,0,0,1,0,265.147,1,0,1,0,0,0,1,1,1,0,2.213342
2800,1,0,0,1,0,1,0,0,1,0,0,117.4392,0,0,0,0,0,1,0,0,1,0,5.954975
2801,1,1,0,0,1,1,0,0,0,0,1,127.4887,0,0,0,0,1,0,1,1,0,1,8.316193
2802,0,0,1,0,1,0,1,0,0,1,0,242.6281,0,1,0,0,1,0,1,1,1,1,8.081086
2803,1,0,0,1,0,0,1,0,1,0,0,202.6362,0,0,0,0,0,1,1,1,1,0,5.000016
2804,1,0,0,1,0,1,0,0,1,0,0,200.1185,0,0,0,0,1,0,1,1,1,0,3.469341
2805,1,0,0,1,0,1,0,0,0,1,0,210.127,0,0,1,0,0,0,0,1,1,1,7.874579
2806,0,0,1,0,1,1,0,0,0,1,0,124.9781,0,0,0,1,0,0,1,0,0,0,11.70115
2807,1,1,0,0,1,1,0,0,1,0,0,149.9928,1,0,0,0,1,0,0,0,0,0,3.890319
2808,0,1,0,0,0,0,1,0,0,0,1,124.9935,1,0,0,0,1,0,1,0,0,0,14.7867
2809,1,1,0,0,0,1,0,0,0,0,1,119.9897,0,0,0,0,1,0,0,0,1,0,11.71559
2810,1,0,0,1,0,1,0,0,0,1,0,265.1283,1,1,0,0,0,1,1,1,1,0,4.995373
2811,0,0,1,0,0,1,0,0,0,1,0,214.9525,1,1,0,0,0,1,1,1,0,0,11.56278
2812,1,1,0,0,0,1,0,0,0,1,0,162.4689,0,0,0,0,1,0,1,1,0,0,18.7404
2813,0,0,1,0,1,0,1,0,0,0,1,147.5031,1,1,1,0,0,0,1,0,0,0,8.479465
2814,0,0,1,0,1,0,1,0,0,0,1,150.0208,1,1,0,1,0,0,1,0,0,0,13.03957
2815,0,0,0,1,0,1,0,0,0,0,1,174.991,1,1,0,0,0,1,1,0,1,0,4.99913
2816,1,1,0,0,0,1,0,0,0,0,1,172.4733,1,1,1,0,0,0,1,0,1,0,2.108436
2817,0,1,0,0,0,1,0,0,0,1,0,149.9778,0,1,0,0,1,0,1,0,0,0,4.848049
2818,0,0,1,0,1,0,1,0,0,1,0,137.4872,0,0,0,0,1,0,1,0,0,1,14.06379
2819,1,0,1,0,1,0,1,0,0,0,1,220.1615,1,0,0,0,0,1,1,1,1,0,12.67943
2820,1,1,0,0,1,0,1,0,1,0,0,184.9797,1,0,0,0,1,0,1,1,0,0,11.2075
2821,0,1,0,0,0,1,0,0,0,1,0,230.1051,0,1,0,1,0,0,1,1,1,0,7.837878
2822,1,1,0,0,1,0,1,0,0,1,0,222.65,0,0,0,0,1,0,1,1,1,0,4.845811
2823,0,0,0,1,0,1,0,0,0,0,1,149.989,1,0,0,0,1,0,1,1,0,0,3.852241
2824,1,1,0,0,0,0,1,0,0,1,0,192.4404,1,1,0,0,0,1,1,0,1,0,11.55831
2825,0,0,0,1,0,1,0,0,1,0,0,142.4526,0,1,0,0,1,0,1,0,1,0,5.389466
2826,0,1,0,0,0,0,1,0,0,1,0,152.466,0,0,0,0,0,1,1,0,1,0,10.93329
2827,1,0,0,1,1,0,1,0,0,1,0,255.1555,1,0,0,0,1,0,1,1,1,0,8.259716
2828,1,0,0,1,0,0,1,0,0,1,0,172.4555,0,1,0,0,1,0,1,1,0,0,3.157767
2829,1,1,0,0,0,1,0,0,0,0,1,159.9805,1,0,0,0,1,0,1,1,0,0,2.185047
2830,1,1,0,0,1,1,0,0,0,1,0,235.1591,0,0,1,0,0,0,1,1,1,0,4.612442
2831,0,1,0,0,0,1,0,0,0,0,1,117.472,0,0,0,0,1,0,1,0,1,1,10.75614
2832,0,1,0,0,0,1,0,0,0,1,0,172.4441,0,1,0,1,0,0,1,0,1,0,14.37481
2833,0,0,1,0,0,1,0,0,0,1,0,230.1051,0,1,1,0,0,0,1,1,1,0,5.447689
2834,1,1,0,0,1,0,1,0,0,1,0,184.9853,1,0,0,0,0,1,1,0,1,0,12.29962
2835,0,1,0,0,1,1,0,0,0,1,0,124.9781,0,0,0,0,0,1,1,0,0,0,12.57563
2836,0,0,0,1,0,0,1,0,0,0,1,152.4884,0,1,0,0,0,1,0,1,0,0,7.606099
2837,1,1,0,0,0,1,0,0,0,0,1,190.1599,0,0,0,0,0,1,1,1,1,0,6.79324
2838,0,0,0,1,1,1,0,0,1,0,0,164.967,0,1,0,1,0,0,1,0,1,0,4.753084
2839,0,0,1,0,1,0,1,0,1,0,0,174.9768,1,0,0,0,0,1,1,0,1,0,21.0878
2840,1,1,0,0,0,1,0,0,0,1,0,232.6228,0,1,0,0,1,0,1,1,1,0,15.33274
2841,0,0,1,0,0,1,0,0,0,1,0,169.9447,1,0,0,0,1,0,1,0,1,0,11.47008
2842,0,1,0,0,0,0,1,0,0,1,0,112.4551,0,0,0,0,1,0,1,0,0,1,3.631024
2843,1,1,0,0,0,0,1,0,0,1,0,220.1185,0,0,0,0,1,0,0,1,1,0,27.0293
2844,1,1,0,0,0,1,0,0,1,0,0,220.1149,1,0,1,0,0,0,1,1,1,1,13.21554
2845,1,1,0,0,1,0,1,0,1,0,0,152.4742,0,0,0,0,1,0,1,1,0,0,15.97096
2846,0,1,0,0,0,0,1,0,0,1,0,157.4698,1,0,0,0,0,1,1,0,0,0,8.0239
2847,1,1,0,0,0,0,1,0,1,0,0,225.132,0,1,0,1,0,0,1,1,1,0,5.448172
2848,0,0,1,0,1,0,1,0,0,1,0,164.9889,0,0,0,0,1,0,1,0,1,0,8.306218
2849,1,0,1,0,0,1,0,0,0,0,1,207.6386,1,0,0,0,1,0,1,1,1,0,3.600682
2850,1,1,0,0,0,1,0,0,0,0,1,222.6654,1,0,1,0,0,0,1,1,1,0,4.459993
2851,0,0,0,1,1,1,0,0,1,0,0,159.9794,1,1,0,0,0,1,1,0,0,0,11.40421
2852,1,1,0,0,0,1,0,0,0,0,1,169.9671,1,1,1,0,0,0,1,1,0,0,12.86853
2853,0,0,0,1,0,0,1,0,0,1,0,204.9496,1,1,1,0,0,0,1,0,1,0,9.546909
2854,1,1,0,0,0,0,1,0,0,0,1,245.1612,1,1,0,0,1,0,1,1,1,0,4.424083
2855,1,0,1,0,0,0,1,0,0,1,0,169.9447,1,0,0,0,1,0,1,0,1,0,1.462471
2856,1,1,0,0,1,0,1,0,0,0,1,182.49,1,1,0,1,0,0,0,1,0,0,9.952476
2857,0,0,1,0,0,0,1,0,1,0,0,212.6228,0,1,1,0,0,0,1,1,1,0,1.133367
2858,1,1,0,0,1,0,1,0,1,0,0,137.4836,1,0,0,0,1,0,0,0,0,0,14.40435
2859,1,1,0,0,1,1,0,0,0,1,0,204.9797,1,0,0,0,1,0,1,1,0,0,4.300397
2860,1,1,0,0,0,1,0,0,0,1,0,262.6106,1,1,0,1,0,0,1,1,1,0,8.36006
2861,1,1,0,0,0,1,0,0,1,0,0,129.9598,0,0,0,0,1,0,1,1,0,1,9.693608
2862,0,0,0,1,0,1,0,0,1,0,0,162.4538,1,0,0,0,0,1,1,0,1,0,8.24734
2863,1,1,0,0,0,0,1,0,1,0,0,152.4555,0,1,0,0,1,0,1,1,0,0,10.8754
2864,1,1,0,0,1,1,0,0,0,1,0,192.4885,1,1,1,0,0,0,1,0,0,0,6.067975
2865,0,1,0,0,0,0,1,0,0,1,0,139.9568,0,0,0,0,1,0,1,0,1,0,5.602813
2866,0,0,1,0,1,1,0,0,0,0,1,194.9992,1,1,0,1,0,0,1,1,0,0,9.938487
2867,1,0,0,1,0,0,1,0,1,0,0,139.9512,0,0,1,0,0,0,1,1,0,0,13.96391
2868,0,0,1,0,0,1,0,0,0,0,1,210.138,0,1,1,0,0,0,1,1,1,0,9.841833
2869,0,0,1,0,1,0,1,0,0,0,1,95.01949,0,0,0,0,1,0,1,0,0,1,5.129029
2870,0,0,1,0,0,0,1,0,1,0,0,149.9447,1,0,1,0,0,0,1,0,1,0,3.612294
2871,0,0,1,0,0,1,0,0,0,1,0,159.9349,0,1,0,1,0,0,1,0,1,0,9.430096
2872,0,0,0,1,0,1,0,0,0,1,0,192.4567,1,0,1,0,0,0,1,1,0,0,6.699323
2873,0,0,1,0,1,0,1,0,0,0,1,127.4887,0,0,0,0,0,1,1,1,0,0,6.895966
2874,1,0,0,1,1,1,0,0,1,0,0,255.1336,1,1,0,0,1,0,0,1,1,0,16.56847
2875,0,0,1,0,0,0,1,0,1,0,0,92.45514,0,0,0,0,1,0,1,0,0,1,16.71459
2876,1,1,0,0,0,0,1,0,0,1,0,179.9476,1,0,1,0,0,0,1,1,0,0,16.48485
2877,0,1,0,0,0,0,1,0,1,0,0,147.4564,1,1,0,0,0,1,1,0,0,1,2.458795
2878,0,1,0,0,0,0,1,0,0,1,0,169.9447,1,0,0,1,0,0,1,0,1,0,6.6307
2879,0,1,0,0,0,0,1,0,0,0,1,149.9776,1,0,0,0,0,1,1,0,1,0,11.52687
2880,0,0,0,1,1,0,1,0,1,0,0,137.4836,1,0,1,0,0,0,1,0,0,1,2.984004
2881,1,0,0,1,1,1,0,0,1,0,0,237.6549,0,1,0,0,0,1,1,1,1,0,4.646695
2882,0,0,0,1,1,0,1,0,0,1,0,137.4872,0,0,0,0,0,1,0,0,0,0,22.24529
2883,0,1,0,0,1,0,1,0,0,0,1,107.5286,0,0,0,1,0,0,1,0,0,0,14.89363
2884,0,0,0,1,0,0,1,0,0,1,0,137.4686,0,1,0,0,0,1,1,0,0,0,6.140643
2885,0,1,0,0,1,1,0,0,0,1,0,137.4872,0,0,1,0,0,0,1,0,0,0,19.6274
2886,0,0,0,1,1,1,0,0,0,0,1,127.4887,0,0,1,0,0,0,1,1,0,0,13.49323
2887,0,1,0,0,0,0,1,0,0,0,1,114.9658,0,0,0,1,0,0,1,1,0,1,12.69289
2888,0,0,1,0,0,1,0,0,0,1,0,222.6362,0,0,0,0,0,1,1,1,1,0,18.58829
2889,1,1,0,0,1,0,1,0,0,0,1,187.656,0,0,0,0,1,0,1,1,1,0,14.34935
2890,1,1,0,0,1,1,0,0,1,0,0,174.9768,1,0,0,0,0,1,1,0,1,0,7.881289
2891,1,0,1,0,0,0,1,0,1,0,0,235.1417,1,0,0,1,0,0,1,1,1,0,4.63962
2892,0,0,0,1,0,0,1,0,0,1,0,184.9647,0,1,0,0,1,0,1,1,0,0,10.76391
2893,0,0,0,1,0,1,0,0,0,1,0,147.4421,0,0,0,0,0,1,1,1,0,0,12.47148
2894,0,0,1,0,1,1,0,0,0,1,0,174.9755,0,1,1,0,0,0,1,0,1,0,8.387102
2895,1,1,0,0,1,0,1,0,0,1,0,214.9663,1,1,0,0,0,1,1,1,0,0,12.89076
2896,1,1,0,0,0,1,0,0,1,0,0,147.4564,1,1,0,1,0,0,0,0,0,1,6.726078
2897,0,0,1,0,1,1,0,0,0,0,1,95.01949,0,0,0,0,1,0,1,0,0,0,14.72164
2898,1,0,0,1,1,1,0,0,0,1,0,227.4754,1,1,0,0,1,0,1,1,0,0,6.915354
2899,1,0,0,1,0,0,1,0,0,0,1,169.9671,1,1,0,1,0,0,1,1,0,1,12.23126
2900,0,1,0,0,1,1,0,0,0,1,0,152.4798,0,0,0,0,1,0,1,0,1,0,11.26136
2901,1,1,0,0,1,1,0,0,0,1,0,252.6378,1,0,0,0,1,0,1,1,1,0,9.448434
2902,0,1,0,0,1,0,1,0,0,1,0,182.4608,0,1,1,0,0,0,1,1,0,0,21.25517
2903,1,1,0,0,1,0,1,0,0,1,0,219.9902,1,1,0,0,1,0,1,0,1,1,7.467093
2904,0,1,0,0,0,1,0,0,1,0,0,107.482,0,0,0,1,0,0,1,0,0,1,5.669803
2905,0,1,0,0,1,0,1,0,0,0,1,139.9816,0,1,0,0,1,0,0,0,1,0,13.09678
2906,0,0,1,0,0,1,0,0,0,1,0,149.9483,0,0,1,0,0,0,1,0,1,0,6.224413
2907,0,0,1,0,0,0,1,0,0,0,1,127.4586,0,1,0,0,0,1,1,0,1,0,16.25655
2908,1,1,0,0,0,0,1,0,0,1,0,220.1185,0,0,0,0,1,0,1,1,1,0,10.74959
2909,0,0,0,1,1,0,1,0,0,1,0,217.4725,1,1,0,1,0,0,1,0,1,0,16.42222
2910,0,1,0,0,1,1,0,0,0,1,0,195.0062,1,1,0,0,0,1,1,0,0,1,5.585075
2911,0,1,0,0,0,1,0,0,0,1,0,159.9349,0,1,0,1,0,0,1,0,1,0,3.583025
2912,1,1,0,0,0,1,0,0,0,1,0,230.1051,0,1,1,0,0,0,1,1,1,1,10.48284
2913,1,1,0,0,0,0,1,0,1,0,0,92.45514,0,0,0,1,0,0,1,0,0,0,2.457741
2914,1,1,0,0,0,1,0,0,1,0,0,164.9647,0,1,0,0,1,0,1,1,0,0,5.006746
2915,1,1,0,0,1,0,1,0,1,0,0,199.9902,1,1,0,0,0,1,1,0,1,0,17.53363
2916,0,0,1,0,1,1,0,0,0,0,1,245.175,1,1,0,1,0,0,1,1,1,0,11.9781
2917,0,1,0,0,1,1,0,0,0,1,0,127.4958,0,0,0,0,0,1,1,0,0,0,21.06329
2918,0,1,0,0,0,0,1,0,0,1,0,182.4538,1,0,1,0,0,0,1,0,1,0,9.453234
2919,0,0,1,0,1,0,1,0,0,1,0,194.9699,0,1,0,0,1,0,1,1,0,0,3.109148
2920,0,0,0,1,0,0,1,0,0,1,0,167.4564,1,1,0,0,0,1,1,0,0,1,16.93921
2921,0,0,0,1,0,1,0,0,1,0,0,174.9581,1,1,0,0,1,0,0,0,1,0,10.16511
2922,0,1,0,0,0,1,0,0,1,0,0,127.4601,0,1,0,0,1,0,0,0,0,0,2.598272
2923,0,0,1,0,0,0,1,0,1,0,0,147.4564,1,1,1,0,0,0,1,0,0,0,1.717806
2924,0,0,0,1,1,1,0,0,1,0,0,177.4876,0,1,0,0,1,0,1,1,0,0,2.224742
2925,1,1,0,0,1,1,0,0,0,1,0,204.9797,1,0,0,0,0,1,1,1,0,1,10.7668
2926,1,1,0,0,1,0,1,0,0,1,0,219.9902,1,1,1,0,0,0,1,0,1,1,4.847252
2927,0,1,0,0,0,0,1,0,1,0,0,124.9607,1,0,1,0,0,0,0,0,0,0,11.16076
2928,0,0,1,0,1,1,0,0,1,0,0,194.9663,1,1,0,0,0,1,0,1,0,0,1.200249
2929,0,0,1,0,1,0,1,0,0,1,0,204.9634,1,1,0,0,1,0,1,0,1,0,21.53238
2930,1,1,0,0,1,1,0,0,0,0,1,152.5022,0,1,0,0,1,0,1,1,0,1,5.656086
2931,1,1,0,0,0,0,1,0,0,1,0,194.9744,1,0,0,1,0,0,1,1,0,1,8.840599
2932,0,1,0,0,1,0,1,0,0,1,0,157.4836,1,0,0,1,0,0,1,0,0,0,22.38582
2933,1,1,0,0,1,0,1,0,1,0,0,245.147,1,0,1,0,0,0,1,1,1,0,9.417302
2934,0,1,0,0,0,0,1,0,0,0,1,117.4835,0,0,1,0,0,0,1,1,0,0,4.278907
2935,0,0,1,0,1,1,0,0,0,1,0,174.9755,0,1,1,0,0,0,1,0,1,0,4.799511
2936,1,1,0,0,1,1,0,0,0,1,0,149.9621,0,0,0,0,1,0,1,0,1,1,32.97693
2937,0,0,1,0,1,0,1,0,1,0,0,212.6415,0,0,1,0,0,0,1,1,1,0,12.05316
2938,0,0,0,1,1,1,0,0,0,1,0,159.965,0,0,1,0,0,0,1,1,0,0,3.294082
2939,0,1,0,0,0,0,1,0,0,1,0,114.9728,0,0,0,0,1,0,1,0,0,0,7.129721
2940,0,0,0,1,1,1,0,0,0,1,0,192.4705,1,0,0,0,0,1,1,1,0,0,15.23335
2941,0,1,0,0,0,0,1,0,0,0,1,147.4893,1,1,0,1,0,0,1,0,0,0,4.273105
2942,0,0,1,0,1,1,0,0,1,0,0,162.4608,0,1,0,0,0,1,1,1,0,0,13.19046
2943,0,1,0,0,1,1,0,0,0,1,0,159.983,0,1,1,0,0,0,1,0,0,0,10.91353
2944,1,1,0,0,0,1,0,0,1,0,0,222.6143,0,1,0,0,1,0,1,1,1,0,10.3362
2945,1,0,1,0,1,0,1,0,1,0,0,184.9797,1,0,0,0,1,0,1,1,0,0,12.24574
2946,0,0,0,1,0,0,1,0,0,1,0,169.9378,0,1,0,1,0,0,1,1,0,0,13.62126
2947,0,0,1,0,1,1,0,0,1,0,0,152.4742,0,0,0,1,0,0,1,1,0,0,12.73029
2948,0,0,1,0,1,1,0,0,0,1,0,245.1457,0,1,0,1,0,0,1,1,1,0,8.681614
2949,0,0,0,1,0,1,0,0,0,1,0,147.4783,1,0,0,0,0,1,1,0,0,0,15.38202
2950,0,0,0,1,0,1,0,0,0,0,1,149.9707,0,1,0,1,0,0,0,1,0,0,7.513611
2951,1,0,0,1,0,0,1,0,0,1,0,242.6143,0,1,0,1,0,0,1,1,1,0,11.05993
2952,0,1,0,0,0,0,1,0,0,1,0,194.9744,1,0,1,0,0,0,1,1,0,0,6.611955
2953,0,0,1,0,1,0,1,0,0,1,0,197.4876,0,1,0,0,0,1,1,1,0,0,9.040057
2954,0,0,1,0,1,0,1,0,0,0,1,125.0073,1,0,0,0,1,0,1,0,0,0,25.11299
2955,0,0,1,0,1,1,0,0,1,0,0,162.497,1,1,0,1,0,0,1,0,0,0,16.12811
2956,0,1,0,0,0,1,0,0,1,0,0,129.9778,0,1,1,0,0,0,1,0,0,0,7.845114
2957,0,1,0,0,1,0,1,0,0,1,0,124.9781,0,0,0,1,0,0,1,0,0,1,7.773669
2958,0,1,0,0,1,0,1,0,0,1,0,182.497,1,1,0,0,0,1,1,0,0,0,10.92196
2959,1,1,0,0,1,0,1,0,0,0,1,184.9963,1,1,0,0,0,1,1,0,1,0,8.259385
2960,0,0,0,1,0,1,0,0,1,0,0,117.4686,0,1,1,0,0,0,1,0,0,0,10.41798
2961,0,1,0,0,0,1,0,0,0,0,1,107.4806,0,0,0,0,1,0,1,0,1,0,9.561875
2962,1,1,0,0,1,1,0,0,0,1,0,172.5104,1,0,0,0,0,1,1,0,0,0,5.464488
2963,0,0,0,1,0,1,0,0,0,0,1,149.9776,1,0,0,0,1,0,1,0,1,0,5.966695
2964,0,0,1,0,0,1,0,0,0,1,0,169.9378,0,1,0,1,0,0,1,1,0,0,4.899911
2965,0,1,0,0,0,1,0,0,1,0,0,127.4601,0,1,0,0,1,0,1,0,0,0,11.16749
2966,1,1,0,0,0,0,1,0,1,0,0,210.1051,0,1,1,0,0,0,1,1,1,0,13.16571
2967,0,0,1,0,1,0,1,0,0,1,0,182.4608,0,1,0,0,0,1,1,1,0,1,6.249599
2968,0,0,0,1,1,1,0,0,1,0,0,152.5104,1,0,0,0,1,0,1,0,0,0,4.367739
2969,0,1,0,0,1,1,0,0,0,0,1,92.5018,0,0,0,0,1,0,1,0,0,0,12.78697
2970,0,0,1,0,0,1,0,0,1,0,0,139.9512,0,0,1,0,0,0,1,1,0,0,6.842584
2971,1,0,1,0,1,1,0,0,1,0,0,162.4608,0,1,0,0,1,0,1,1,0,0,1.450219
2972,0,0,1,0,1,0,1,0,0,0,1,137.5165,1,0,0,0,1,0,1,0,0,0,10.29318
2973,1,1,0,0,0,0,1,0,0,1,0,149.9483,0,0,0,0,1,0,1,0,1,0,3.326476
2974,0,0,0,1,1,1,0,0,1,0,0,104.9781,0,0,0,0,1,0,1,0,0,1,13.8101
2975,0,0,0,1,0,0,1,0,1,0,0,124.9607,1,0,1,0,0,0,1,0,0,1,6.039499
2976,0,1,0,0,0,0,1,0,0,0,1,147.4893,1,1,0,1,0,0,1,0,0,0,10.11079
2977,0,0,1,0,1,1,0,0,0,1,0,172.4742,0,0,0,0,1,0,1,1,0,0,11.17999
2978,0,1,0,0,1,1,0,0,0,1,0,124.9781,0,0,0,1,0,0,1,0,0,0,8.509962
2979,0,0,0,1,1,0,1,0,1,0,0,137.4836,1,0,1,0,0,0,1,0,0,0,1.602966
2980,1,1,0,0,1,0,1,0,0,1,0,182.4676,1,0,0,0,1,0,0,0,1,0,2.117403
2981,1,0,1,0,1,1,0,0,1,0,0,245.147,1,0,1,0,0,0,1,1,1,0,2.251237
2982,1,1,0,0,0,1,0,0,0,0,1,230.1344,1,1,0,0,1,0,1,1,1,0,2.089917
2983,1,1,0,0,1,0,1,0,0,1,0,232.6415,0,0,1,0,0,0,1,1,1,0,10.94284
2984,1,1,0,0,0,0,1,0,0,1,0,207.6094,0,0,0,0,1,0,1,1,1,0,15.39419
2985,0,1,0,0,1,0,1,0,1,0,0,137.4836,1,0,0,0,1,0,1,0,0,0,17.25514
2986,1,1,0,0,1,1,0,0,0,0,1,127.4887,0,0,0,0,1,0,1,1,0,0,9.349103
2987,1,1,0,0,1,0,1,0,0,1,0,265.147,1,0,0,0,0,1,1,1,1,0,15.04337
2988,0,1,0,0,0,0,1,0,0,1,0,112.4551,0,0,0,0,1,0,1,0,0,0,7.066142
2989,1,1,0,0,1,1,0,0,0,1,0,164.9889,0,0,0,1,0,0,1,0,1,0,4.327078
2990,0,1,0,0,1,0,1,0,0,1,0,174.9755,0,1,0,1,0,0,1,0,1,0,9.25677
2991,0,1,0,0,0,1,0,0,1,0,0,162.4538,1,0,0,0,0,1,1,0,1,0,5.526815
2992,1,1,0,0,0,0,1,0,0,1,0,265.1283,1,1,1,0,0,0,1,1,1,0,2.080255
2993,1,1,0,0,0,1,0,0,1,0,0,162.4653,1,0,0,1,0,0,1,1,0,1,13.44855
2994,1,1,0,0,1,0,1,0,1,0,0,159.9794,1,1,0,0,1,0,1,0,0,0,2.847117
2995,1,1,0,0,0,0,1,0,1,0,0,220.1149,1,0,0,1,0,0,0,1,1,0,10.72393
