,Tenure,Bandwidth_GB_Year,Churn,OnlineBackup,DeviceProtection,Area_Rural,Area_Suburban,Area_Urban,Contract_MonthToMonth,Contract_OneYear,Contract_TwoYear
2127,1.789614,568.2599017,1,1,0,0,1,0,1,0,0
2128,5.943865,1039.286045,0,0,1,1,0,0,1,0,0
2129,11.4255,1452.597026,1,1,0,0,0,1,1,0,0
2130,29.35795,3232.873635,1,1,0,0,0,1,1,0,0
2131,3.543665,1121.849069,1,0,0,0,1,0,1,0,0
2132,1.75453,713.7053321,1,0,1,0,0,1,0,1,0
2133,19.87069,2472.105638,0,1,0,0,1,0,0,1,0
2134,9.637159,1639.666431,1,0,1,1,0,0,0,0,1
2135,7.658218,1417.62647,1,1,0,0,0,1,1,0,0
2136,2.465822,809.8918631,1,0,0,0,0,1,1,0,0
2137,8.353798,1117.452708,0,0,0,1,0,0,1,0,0
2138,9.37017,1428.317482,1,1,1,1,0,0,0,1,0
2139,3.362461,545.9811422,0,0,1,1,0,0,0,0,1
2140,8.394454,1566.320356,0,1,0,1,0,0,0,0,1
2141,2.432366,688.0396207,1,0,1,1,0,0,1,0,0
2142,4.044068,694.3512691,1,0,0,0,0,1,1,0,0
2143,13.17391,1179.636227,1,0,1,0,0,1,1,0,0
2144,1.375567,840.8676674,1,0,1,1,0,0,0,0,1
2145,24.34252,3276.40737,1,0,0,0,0,1,1,0,0
2146,2.301376,1408.898779,1,1,1,0,1,0,0,0,1
2147,16.64818,1923.285458,0,0,0,0,0,1,0,0,1
2148,4.564096,1113.404715,0,1,0,1,0,0,1,0,0
2149,5.29727,1326.549878,1,0,0,1,0,0,1,0,0
2150,5.099454,1362.860416,1,1,0,0,0,1,1,0,0
2151,6.03955,685.3879681,0,0,1,0,0,1,1,0,0
2152,4.749684,982.9569892,0,0,0,0,1,0,0,1,0
2153,21.61867,1871.706612,0,0,0,1,0,0,0,1,0
2154,15.51194,2196.073405,1,0,1,0,1,0,1,0,0
2155,1.319201,646.5215872,0,0,0,0,1,0,0,0,1
2156,8.66647,1094.644005,0,0,1,1,0,0,1,0,0
2157,2.748652,840.6246629,1,0,1,1,0,0,1,0,0
2158,2.830635,753.4677251,1,0,0,0,0,1,1,0,0
2159,5.423869,1179.381802,1,1,0,1,0,0,0,0,1
2160,12.09638,2028.886621,1,0,0,0,1,0,0,1,0
2161,7.117565,1133.237154,0,1,0,0,1,0,1,0,0
2162,6.575242,727.0646246,1,1,0,0,0,1,1,0,0
2163,9.951059,1539.085061,1,1,0,1,0,0,0,0,1
2164,7.890163,1291.871722,1,0,0,0,1,0,1,0,0
2165,1.230987,394.202773,0,0,0,0,1,0,1,0,0
2166,1.650984,1328.483312,1,0,1,0,1,0,0,0,1
2167,5.237873,1249.287563,1,1,1,0,1,0,1,0,0
2168,17.13556,1693.253857,0,0,1,1,0,0,0,0,1
2169,3.708394,883.6816755,1,1,0,0,1,0,0,0,1
2170,5.582839,1146.224262,1,1,0,0,1,0,1,0,0
2171,16.02992,1806.59355,0,0,0,0,1,0,1,0,0
2172,3.523461,1173.915894,1,1,1,0,0,1,1,0,0
2173,7.535729,965.7588051,1,0,0,0,0,1,1,0,0
2174,9.759887,1175.631327,1,1,0,0,0,1,1,0,0
2175,30.7698,2744.394944,0,0,0,0,1,0,1,0,0
2176,12.43721,1980.207923,0,0,1,0,0,1,0,0,1
2177,6.739405,1344.476361,0,1,1,0,0,1,0,0,1
2178,3.383778,762.0564475,1,0,0,0,0,1,1,0,0
2179,4.632153,945.5166208,0,0,0,1,0,0,0,0,1
2180,1.900671,516.253628,0,0,1,0,0,1,0,0,1
2181,6.074592,1197.913731,1,0,0,1,0,0,1,0,0
2182,16.04075,1321.951163,0,1,0,0,1,0,1,0,0
2183,21.58352,1988.072662,1,1,0,0,0,1,1,0,0
2184,10.46977,1341.803325,1,1,0,0,1,0,1,0,0
2185,11.00764,1835.301769,0,1,0,0,0,1,0,1,0
2186,17.55138,2484.205678,0,1,0,0,0,1,0,1,0
2187,7.675218,1515.545459,0,1,0,0,0,1,0,0,1
2188,8.907101,1641.698648,1,0,0,0,1,0,1,0,0
2189,4.275019,827.7165459,1,0,1,0,0,1,1,0,0
2190,4.836004,786.6024394,1,0,1,0,1,0,1,0,0
2191,7.109947,1245.2646,0,0,0,0,1,0,0,1,0
2192,17.98438,2197.871959,1,0,0,0,0,1,1,0,0
2193,2.918826,1263.539898,1,0,1,1,0,0,1,0,0
2194,2.180679,805.2602253,1,0,0,1,0,0,0,0,1
2195,2.201845,482.1944216,0,1,0,0,1,0,0,1,0
2196,4.418468,985.5470101,0,0,1,1,0,0,0,0,1
2197,4.798977,746.7953574,0,0,0,0,0,1,1,0,0
2198,14.1687,2031.234186,1,1,1,1,0,0,1,0,0
2199,4.927273,1075.114258,0,1,0,0,0,1,1,0,0
2200,10.7285,1469.569398,0,0,0,1,0,0,0,1,0
2201,4.028152,558.7166007,0,0,1,1,0,0,0,1,0
2202,26.74209,3121.880615,1,0,1,1,0,0,1,0,0
2203,4.029419,1244.250467,1,0,1,0,1,0,1,0,0
2204,19.68549,2766.730566,1,0,0,1,0,0,1,0,0
2205,6.17382,841.3922748,0,0,0,0,1,0,0,0,1
2206,3.990716,411.6028202,0,1,0,0,1,0,0,1,0
2207,11.90634,1495.042007,0,1,0,0,1,0,0,1,0
2208,7.394788,1449.160419,1,1,0,0,1,0,1,0,0
2209,1.445549,869.1995017,0,0,0,0,1,0,0,0,1
2210,8.696181,737.6363933,0,0,0,0,0,1,1,0,0
2211,6.840972,919.5165157,0,1,1,0,0,1,1,0,0
2212,20.43585,2021.193572,0,1,0,1,0,0,0,1,0
2213,2.707119,885.2339594,0,1,1,0,1,0,0,0,1
2214,6.280617,1106.403216,0,0,0,1,0,0,1,0,0
2215,7.458443,931.3751448,1,1,0,0,0,1,1,0,0
2216,4.465592,1463.186559,1,0,1,0,0,1,0,0,1
2217,12.63822,1385.435891,0,0,0,0,0,1,0,0,1
2218,13.14986,1515.763354,0,0,1,1,0,0,0,0,1
2219,25.69631,3298.322775,1,1,1,1,0,0,0,0,1
2220,3.089663,634.9659165,0,1,0,0,1,0,0,0,1
2221,7.94384,610.2392527,0,0,0,0,1,0,1,0,0
2222,13.31739,1606.689609,0,0,1,0,1,0,0,0,1
2223,10.57654,1792.965757,0,0,1,0,1,0,0,0,1
2224,10.37052,1772.190486,1,1,0,1,0,0,1,0,0
2225,3.478065,889.8305751,1,1,0,0,0,1,1,0,0
2226,10.36313,1685.196727,1,0,0,1,0,0,0,0,1
2227,10.269,1620.308367,0,0,0,0,0,1,0,0,1
2228,9.526371,1297.915797,1,1,1,0,1,0,1,0,0
2229,10.39421,1776.755229,0,0,1,0,1,0,0,1,0
2230,10.32825,1683.120743,1,0,0,1,0,0,1,0,0
2231,13.85765,1946.937264,1,1,1,0,1,0,1,0,0
2232,4.338536,1230.940963,1,1,0,0,0,1,0,1,0
2233,8.492867,1013.266498,0,1,0,0,0,1,0,0,1
2234,2.649474,1164.574248,1,1,1,1,0,0,1,0,0
2235,18.5303,2157.669912,0,0,0,1,0,0,0,1,0
2236,4.970731,1450.54664,1,1,1,0,0,1,0,0,1
2237,2.493434,249.3579815,0,0,0,0,0,1,0,1,0
2238,25.26752,2351.365618,0,1,1,1,0,0,1,0,0
2239,3.020801,590.380115,0,0,1,1,0,0,1,0,0
2240,4.905018,782.6217803,0,1,0,0,0,1,0,1,0
2241,1.198203,276.5777606,1,1,0,0,1,0,1,0,0
2242,1.366478,634.6246024,1,0,0,0,0,1,1,0,0
2243,8.492902,1653.756383,1,1,1,0,1,0,0,1,0
2244,5.26283,993.5285482,0,1,1,0,0,1,1,0,0
2245,2.734669,1228.5527,1,0,1,0,0,1,1,0,0
2246,7.533801,1151.972963,0,0,1,0,1,0,1,0,0
2247,12.02081,1401.33731,0,1,0,0,0,1,0,1,0
2248,2.548892,1236.080387,1,0,0,1,0,0,1,0,0
2249,3.459881,971.0579616,0,1,0,1,0,0,0,1,0
2250,4.674085,745.4775132,1,1,1,1,0,0,1,0,0
2251,27.73225,2588.510628,0,0,1,0,0,1,0,1,0
2252,15.13792,2128.992056,1,1,0,0,0,1,1,0,0
2253,3.374565,906.5332012,0,1,0,0,1,0,1,0,0
2254,6.791156,797.3327965,0,0,0,0,0,1,1,0,0
2255,1.703799,744.427424,1,0,0,1,0,0,1,0,0
2256,5.229738,534.4791223,0,1,0,0,0,1,1,0,0
2257,1.4946,1004.770111,1,0,1,1,0,0,1,0,0
2258,12.51454,1398.226038,0,0,0,0,1,0,0,1,0
2259,12.85929,1303.045672,1,0,0,1,0,0,1,0,0
2260,12.72079,1388.786045,0,0,0,0,0,1,1,0,0
2261,4.066925,590.2497674,1,0,0,1,0,0,1,0,0
2262,19.98033,2261.0457,1,0,0,1,0,0,1,0,0
2263,11.53977,1453.840704,0,0,1,0,0,1,0,0,1
2264,4.719731,626.8266819,0,0,0,0,0,1,0,0,1
2265,10.77918,1658.673224,1,1,0,0,1,0,1,0,0
2266,7.667371,1345.843812,0,0,1,0,0,1,0,0,1
2267,25.32558,2914.993204,0,1,1,0,0,1,0,1,0
2268,16.30451,2674.664142,1,1,0,1,0,0,0,0,1
2269,7.80313,1652.589596,0,0,1,0,0,1,0,0,1
2270,7.944389,1237.129631,1,1,0,0,1,0,1,0,0
2271,2.977062,1002.753144,1,0,1,1,0,0,1,0,0
2272,6.403857,1588.073926,1,1,1,0,0,1,1,0,0
2273,15.88923,2018.432674,1,0,0,0,0,1,1,0,0
2274,10.91296,1586.408716,0,1,1,1,0,0,0,0,1
2275,16.16886,2657.509636,1,1,1,1,0,0,0,1,0
2276,6.542299,785.7678294,0,0,0,1,0,0,0,1,0
2277,17.66747,1966.502807,0,0,0,0,0,1,1,0,0
2278,5.63873,843.9673513,0,0,1,0,0,1,1,0,0
2279,9.307673,1067.709253,0,1,0,1,0,0,1,0,0
2280,4.582941,921.6285886,0,1,1,0,0,1,0,1,0
2281,7.755991,1177.660151,1,0,0,0,1,0,1,0,0
2282,9.557096,1067.650921,0,0,0,1,0,0,1,0,0
2283,5.219974,570.5832494,0,1,0,0,0,1,0,0,1
2284,18.13802,1791.953298,0,0,0,1,0,0,1,0,0
2285,3.935134,1151.849425,1,1,1,0,0,1,0,1,0
2286,9.049865,1217.367061,1,1,1,0,1,0,1,0,0
2287,5.596602,1465.141784,1,1,1,0,1,0,0,1,0
2288,3.908371,841.0151958,0,0,1,1,0,0,1,0,0
2289,1.739449,949.5030179,0,1,1,0,1,0,0,0,1
2290,6.002744,968.2908707,1,1,0,1,0,0,1,0,0
2291,24.42176,2471.127552,0,1,0,0,0,1,1,0,0
2292,3.197618,499.7241703,0,0,1,0,1,0,1,0,0
2293,3.180149,553.4713761,0,1,1,0,1,0,1,0,0
2294,6.981941,1403.290023,1,1,1,1,0,0,1,0,0
2295,14.7857,2230.867361,1,1,0,1,0,0,1,0,0
2296,9.361841,1511.485403,0,1,0,0,0,1,0,1,0
2297,8.079294,1403.556394,1,1,0,0,0,1,0,0,1
2298,9.487121,1523.207235,1,0,1,0,0,1,0,1,0
2299,7.409149,641.192229,0,0,1,0,0,1,0,0,1
2300,5.111421,655.4787829,0,1,0,0,1,0,1,0,0
2301,4.770815,1550.381641,1,0,1,0,1,0,1,0,0
2302,2.65459,479.1497047,1,1,0,1,0,0,1,0,0
2303,13.71891,2259.182707,1,1,1,0,0,1,0,1,0
2304,12.69435,1444.696816,1,0,1,0,1,0,1,0,0
2305,6.324505,842.4625146,0,0,0,0,0,1,1,0,0
2306,14.80965,1844.034359,0,0,1,0,0,1,0,0,1
2307,13.8206,2020.782911,1,0,0,0,0,1,1,0,0
2308,2.130946,1147.794876,1,0,1,1,0,0,0,1,0
2309,5.885148,635.2980162,0,0,0,0,0,1,0,1,0
2310,12.77209,1642.269113,1,1,1,0,1,0,1,0,0
2311,3.112447,560.0748491,1,1,1,0,0,1,1,0,0
2312,6.816014,1799.882577,1,1,0,1,0,0,0,0,1
2313,7.367806,1515.049953,1,0,1,0,0,1,1,0,0
2314,21.08084,2300.741445,1,1,1,1,0,0,1,0,0
2315,13.15232,1201.308416,0,1,0,0,0,1,0,1,0
2316,1.270546,792.7917972,1,0,0,0,0,1,0,0,1
2317,16.56118,2281.384323,1,1,1,1,0,0,1,0,0
2318,12.21802,1749.384846,1,0,1,1,0,0,1,0,0
2319,6.137692,767.624909,0,1,0,0,1,0,1,0,0
2320,12.82428,1557.64411,0,0,1,0,0,1,0,1,0
2321,7.458099,1065.848768,0,1,1,0,0,1,0,1,0
2322,1.397042,295.9085258,1,0,0,1,0,0,1,0,0
2323,14.98386,2446.187988,1,1,0,0,1,0,1,0,0
2324,19.75809,2006.106282,0,0,0,1,0,0,0,0,1
2325,12.27217,1498.47689,0,0,1,0,0,1,0,1,0
2326,9.23286,1903.763394,1,1,0,0,1,0,1,0,0
2327,2.497434,739.280489,1,0,0,0,0,1,1,0,0
2328,15.91251,1883.901145,1,1,0,0,1,0,1,0,0
2329,4.527648,1190.326671,1,1,1,1,0,0,1,0,0
2330,3.99954,837.2390946,0,1,1,0,1,0,0,0,1
2331,8.133191,1158.223413,0,1,0,0,0,1,0,0,1
2332,8.970035,1760.757293,1,0,1,0,1,0,0,1,0
2333,1.589535,711.8524934,0,0,1,1,0,0,0,1,0
2334,7.88215,1475.953048,0,0,1,0,0,1,0,0,1
2335,4.244854,829.6494763,1,0,1,1,0,0,1,0,0
2336,18.65137,1904.888901,1,1,1,0,0,1,1,0,0
2337,3.399281,517.7918192,0,0,1,0,0,1,1,0,0
2338,9.594746,1183.953112,0,1,1,0,0,1,1,0,0
2339,3.199682,465.629346,0,0,1,1,0,0,0,1,0
2340,13.24052,1389.232023,1,1,0,0,0,1,1,0,0
2341,9.584536,984.1544122,1,0,0,0,1,0,1,0,0
2342,1.135161,731.9309009,1,0,1,0,1,0,1,0,0
2343,1.835282,1040.201495,1,0,1,0,1,0,1,0,0
2344,14.76538,1686.444218,0,1,1,0,0,1,1,0,0
2345,14.95975,1646.32071,0,1,1,0,1,0,1,0,0
2346,8.487326,1181.038508,0,1,0,1,0,0,0,0,1
2347,16.25256,2148.657258,0,1,0,0,1,0,0,1,0
2348,17.4028,2221.185633,1,1,0,0,0,1,1,0,0
2349,5.850283,995.3738841,1,1,0,1,0,0,1,0,0
2350,20.43277,2441.738277,0,0,1,0,1,0,0,1,0
2351,2.763224,1151.98874,1,1,1,0,1,0,0,0,1
2352,15.73243,2212.360308,1,0,1,0,0,1,1,0,0
2353,1.482474,822.7908952,1,0,0,1,0,0,1,0,0
2354,3.437502,419.4107069,0,0,0,0,1,0,1,0,0
2355,17.20502,2089.469335,0,0,1,0,0,1,0,1,0
2356,8.327722,880.6292606,0,0,0,0,1,0,0,0,1
2357,2.225465,488.6462667,0,0,0,0,1,0,0,0,1
2358,2.477945,612.0541917,0,1,0,0,1,0,0,0,1
2359,9.25848,1149.144476,0,1,1,0,1,0,0,0,1
2360,20.14176,1982.143037,0,1,0,1,0,0,1,0,0
2361,11.14615,1317.291468,1,0,0,0,1,0,1,0,0
2362,1.5183,315.1395676,0,0,0,0,0,1,0,0,1
2363,14.80365,2031.533699,1,1,0,0,1,0,1,0,0
2364,2.734057,639.7154381,1,0,0,0,0,1,1,0,0
2365,10.17576,1473.485303,1,1,1,0,1,0,1,0,0
2366,1.582585,950.7410569,1,1,1,0,0,1,1,0,0
2367,9.38329,1542.3033,1,0,1,0,0,1,1,0,0
2368,10.85537,1446.937317,0,0,1,1,0,0,0,1,0
2369,7.400769,1553.818731,1,0,0,0,1,0,1,0,0
2370,6.84336,1184.335827,1,0,0,1,0,0,0,0,1
2371,3.290431,1045.435988,1,1,0,1,0,0,1,0,0
2372,14.59541,1493.681751,0,1,1,1,0,0,1,0,0
2373,8.882682,1531.239282,1,0,1,0,1,0,0,0,1
2374,23.16242,2698.307074,1,0,1,1,0,0,1,0,0
2375,2.590677,325.5857485,0,0,0,0,0,1,0,0,1
2376,5.59356,867.3610228,0,0,1,0,1,0,0,0,1
2377,9.933523,1853.873709,1,0,0,1,0,0,1,0,0
2378,2.992589,812.2973605,1,0,0,1,0,0,1,0,0
2379,19.57075,1939.097667,1,1,1,0,0,1,1,0,0
2380,16.68618,1617.794287,0,0,1,0,0,1,0,0,1
2381,7.749595,1253.992994,1,0,0,0,1,0,1,0,0
2382,9.713544,1103.759867,0,0,0,0,0,1,0,0,1
2383,9.288851,896.304005,0,1,1,0,1,0,1,0,0
2384,14.21143,1813.71251,0,1,0,1,0,0,0,0,1
2385,12.26499,1757.468385,1,0,0,1,0,0,1,0,0
2386,2.096411,293.0174607,0,0,0,0,0,1,1,0,0
2387,14.76922,1849.738644,0,1,1,1,0,0,0,0,1
2388,9.388962,1262.469988,0,0,0,1,0,0,1,0,0
2389,2.061636,598.858359,1,0,1,0,0,1,1,0,0
2390,2.687062,490.2102038,0,1,0,0,0,1,0,0,1
2391,1.854011,881.9915619,1,0,0,0,1,0,1,0,0
2392,6.233177,988.8476688,0,1,0,0,1,0,1,0,0
2393,11.36938,2257.255977,1,1,1,0,1,0,1,0,0
2394,5.533288,1400.182241,0,1,1,1,0,0,0,0,1
2395,10.18679,1923.446501,1,1,0,0,0,1,1,0,0
2396,5.857544,1140.769093,0,0,1,0,0,1,0,0,1
2397,4.348554,815.588724,0,1,1,1,0,0,0,1,0
2398,5.494536,1432.922873,1,0,1,1,0,0,0,1,0
2399,15.07508,1279.70353,0,0,1,0,1,0,0,1,0
2400,4.235635,970.6301192,1,0,0,0,0,1,1,0,0
2401,4.323297,1058.643568,0,0,0,1,0,0,0,1,0
2402,5.792794,1110.224942,0,0,1,0,0,1,0,0,1
2403,3.919919,969.0951508,1,0,1,0,0,1,1,0,0
2404,13.67733,1427.811261,0,0,1,0,1,0,0,1,0
2405,1.813049,571.8948363,1,1,0,1,0,0,1,0,0
2406,4.867834,718.2708269,0,0,0,1,0,0,1,0,0
2407,17.76511,2000.801151,0,1,0,0,1,0,1,0,0
2408,19.14395,1649.813925,0,0,0,0,1,0,1,0,0
2409,15.41637,2147.084163,1,0,0,0,0,1,0,0,1
2410,3.978662,1790.477112,1,1,1,0,1,0,0,1,0
2411,6.452058,1361.469601,0,1,1,0,1,0,0,0,1
2412,10.55177,1436.441637,0,1,1,1,0,0,0,0,1
2413,13.87203,1702.870167,0,1,0,0,0,1,1,0,0
2414,15.98627,1868.995632,1,1,0,0,0,1,1,0,0
2415,8.440774,839.5696843,0,1,0,0,0,1,1,0,0
2416,5.706255,878.7758477,1,0,1,0,1,0,1,0,0
2417,11.63009,1687.100467,1,1,0,0,0,1,1,0,0
2418,6.364903,1352.42705,1,1,1,0,0,1,1,0,0
2419,9.119628,1076.021746,0,1,0,1,0,0,0,1,0
2420,10.55912,1064.163449,0,0,0,1,0,0,1,0,0
2421,11.11794,1505.877788,1,1,0,0,0,1,1,0,0
2422,2.96972,1444.44469,1,1,1,0,0,1,1,0,0
2423,6.617173,916.275075,0,1,1,0,0,1,0,0,1
2424,3.664542,963.6972905,1,0,0,0,1,0,1,0,0
2425,14.10183,2353.047822,1,1,1,0,1,0,0,1,0
2426,13.20294,1038.379263,0,0,0,0,0,1,0,1,0
2427,13.12966,1832.163914,0,1,0,1,0,0,0,1,0
2428,15.07394,2168.702608,0,0,0,0,0,1,0,1,0
2429,20.5514,2023.901526,1,0,0,1,0,0,0,1,0
2430,1.704751,964.1421939,1,0,0,1,0,0,0,1,0
2431,11.13625,1606.733876,0,0,0,0,0,1,0,1,0
2432,5.802984,1163.473611,0,1,1,0,0,1,1,0,0
2433,7.948145,1559.056164,1,1,0,1,0,0,1,0,0
2434,12.0068,1338.084542,0,0,1,0,0,1,1,0,0
2435,20.22191,2643.645671,1,0,0,0,1,0,1,0,0
2436,1.932155,552.2795704,1,0,0,0,1,0,1,0,0
2437,19.93923,2336.999053,1,1,1,1,0,0,1,0,0
2438,5.620998,1077.685443,1,0,1,0,1,0,1,0,0
2439,6.446079,918.6663119,1,0,0,0,0,1,1,0,0
2440,7.633753,1227.405249,0,1,1,0,0,1,0,0,1
2441,6.582225,886.9671382,1,0,0,0,0,1,1,0,0
2442,2.420905,1585.087297,1,1,1,0,1,0,1,0,0
2443,2.608423,1328.874126,1,0,0,0,0,1,0,1,0
2444,9.248419,1792.520072,1,1,0,0,1,0,1,0,0
2445,1.652127,462.2211376,0,0,0,1,0,0,0,0,1
2446,2.077466,1244.139414,1,1,1,1,0,0,1,0,0
2447,19.06753,2215.644479,1,1,0,0,0,1,1,0,0
2448,2.12851,1009.028786,0,0,1,0,1,0,0,1,0
2449,13.46686,1382.061516,0,0,1,1,0,0,1,0,0
2450,1.805094,505.1435902,0,0,1,0,0,1,0,1,0
2451,5.886238,1391.330245,1,1,1,0,0,1,1,0,0
2452,4.336113,1046.765683,1,1,0,0,0,1,1,0,0
2453,5.395611,1122.653549,0,1,0,0,0,1,0,0,1
2454,2.930277,868.2420268,1,1,0,0,1,0,1,0,0
2455,5.23657,1322.686843,0,1,1,0,1,0,0,1,0
2456,1.293544,712.4768186,1,0,0,1,0,0,1,0,0
2457,1.76478,826.331106,1,0,1,0,0,1,1,0,0
2458,15.4459,1983.907992,1,1,0,1,0,0,1,0,0
2459,16.56317,1881.485804,0,1,0,0,0,1,1,0,0
2460,8.939477,1588.984136,1,1,1,1,0,0,1,0,0
2461,5.9717,1290.155524,0,1,1,1,0,0,0,0,1
2462,26.15019,2320.785912,0,1,0,0,0,1,0,0,1
2463,17.84058,2373.467756,0,0,1,0,0,1,1,0,0
2464,11.49687,1068.577042,0,0,0,0,0,1,0,1,0
2465,3.761061,1151.905186,1,1,0,0,1,0,1,0,0
2466,16.39747,2207.805016,0,0,1,0,1,0,1,0,0
2467,11.61284,1839.162665,0,1,0,1,0,0,0,0,1
2468,19.12428,2392.010213,1,0,0,0,0,1,1,0,0
2469,13.85176,1584.550026,1,1,0,0,1,0,1,0,0
2470,18.8572,1819.57724,0,0,0,0,1,0,0,0,1
2471,10.08697,1627.959422,0,0,0,1,0,0,0,0,1
2472,1.895979,716.6438092,1,1,1,0,1,0,1,0,0
2473,2.446064,1066.183659,1,1,0,1,0,0,1,0,0
2474,2.464275,1030.224777,1,0,1,1,0,0,1,0,0
2475,14.80349,1661.346466,1,0,1,1,0,0,1,0,0
2476,8.040278,1058.595152,1,1,1,0,0,1,1,0,0
2477,6.453124,792.1819969,0,0,1,1,0,0,0,0,1
2478,20.13722,2083.650225,1,1,1,1,0,0,1,0,0
2479,4.355677,1002.004764,1,1,1,0,1,0,1,0,0
2480,16.04377,2062.862632,1,0,0,1,0,0,1,0,0
2481,7.42363,950.7941169,0,0,0,0,1,0,0,0,1
2482,20.87424,2497.717707,0,0,0,0,1,0,0,0,1
2483,14.44636,1572.076515,0,1,0,0,0,1,0,0,1
2484,9.000396,1462.964796,0,0,1,0,0,1,0,0,1
2485,7.194779,1457.580613,0,0,1,0,1,0,0,1,0
2486,2.919931,899.976724,1,0,1,1,0,0,1,0,0
2487,12.86551,1966.201755,1,1,0,0,0,1,1,0,0
2488,18.8098,2596.374524,0,1,1,1,0,0,0,0,1
2489,15.92001,2223.458561,1,0,0,1,0,0,1,0,0
2490,4.85088,1131.789188,1,0,1,0,0,1,0,0,1
2491,4.847411,602.6894614,1,1,1,0,1,0,1,0,0
2492,2.758575,929.5655793,1,0,1,0,1,0,1,0,0
2493,6.116652,1123.647592,0,1,0,0,1,0,1,0,0
2494,1.757261,589.6405069,1,1,0,0,1,0,1,0,0
2495,16.87028,2329.543371,1,1,0,1,0,0,1,0,0
2496,16.66123,1742.811202,0,0,0,0,1,0,0,1,0
2497,12.61471,2007.430866,0,1,1,0,1,0,0,0,1
2498,5.714937,750.9484926,0,1,0,0,1,0,0,0,1
2499,2.301772,1224.80823,1,1,1,1,0,0,1,0,0
2500,3.627104,459.9710645,0,1,0,1,0,0,1,0,0
2501,12.00909,1610.027119,0,0,1,1,0,0,0,1,0
2502,24.14282,2391.497324,0,0,1,0,0,1,0,1,0
2503,19.14656,1811.777309,0,0,0,0,1,0,1,0,0
2504,22.14611,2113.691713,0,0,1,1,0,0,0,1,0
2505,5.585004,936.2693881,0,0,1,0,1,0,1,0,0
2506,8.940085,1204.76304,0,0,1,0,1,0,1,0,0
2507,17.82124,2296.853164,0,0,0,0,0,1,0,1,0
2508,27.4563,2859.041314,0,1,0,1,0,0,1,0,0
2509,8.522053,1123.252119,0,1,0,0,0,1,0,1,0
2510,8.386909,834.8359967,0,1,0,0,0,1,0,1,0
2511,10.52249,1256.923905,1,1,0,0,0,1,0,1,0
2512,9.836216,1700.500703,1,1,1,0,0,1,1,0,0
2513,10.85169,1864.932987,1,1,1,0,1,0,1,0,0
2514,8.973181,1367.523632,1,0,0,1,0,0,1,0,0
2515,14.04801,1507.684892,0,0,1,1,0,0,0,0,1
2516,14.17599,1663.204506,1,0,0,0,0,1,0,0,1
2517,8.619877,1687.301468,1,0,1,0,0,1,1,0,0
2518,17.91527,2281.632997,1,0,0,0,0,1,1,0,0
2519,8.113307,1115.211468,0,0,0,1,0,0,0,0,1
2520,12.52502,2267.526558,1,1,1,1,0,0,1,0,0
2521,9.303687,1547.513225,0,0,1,0,0,1,0,1,0
2522,3.840589,808.7858345,1,1,0,0,0,1,1,0,0
2523,5.142628,1045.919275,1,0,1,0,0,1,0,0,1
2524,2.067128,864.371328,1,0,1,0,0,1,1,0,0
2525,18.96848,1811.884356,0,1,0,0,0,1,1,0,0
2526,2.589165,662.5967184,1,0,0,1,0,0,0,0,1
2527,2.362663,254.7465501,0,0,0,0,0,1,1,0,0
2528,5.585807,1036.098256,0,1,1,1,0,0,0,1,0
2529,16.81789,2062.922234,1,0,0,0,0,1,1,0,0
2530,18.529,2600.878739,1,1,1,0,0,1,1,0,0
2531,14.39213,1765.073078,1,0,1,1,0,0,1,0,0
2532,8.457034,1498.783318,1,0,1,0,1,0,0,1,0
2533,9.24589,804.9040342,0,0,0,0,1,0,0,1,0
2534,1.413033,950.4411542,1,1,0,0,0,1,0,1,0
2535,3.680185,587.7258611,1,0,0,0,1,0,1,0,0
2536,16.82081,1559.752741,0,0,0,0,0,1,0,1,0
2537,1.025579,570.4516207,1,0,1,0,0,1,0,0,1
2538,15.02441,1406.070492,0,0,0,1,0,0,0,1,0
2539,2.440244,485.4228279,0,1,0,1,0,0,0,1,0
2540,7.409027,1280.53691,0,1,1,0,0,1,0,1,0
2541,3.148665,1025.253482,1,1,0,1,0,0,1,0,0
2542,29.62966,2913.842578,0,1,1,0,0,1,0,1,0
2543,4.044209,991.6890153,1,1,0,1,0,0,0,0,1
2544,22.73656,2227.799509,0,1,1,0,1,0,1,0,0
2545,2.917886,945.7273128,1,0,0,1,0,0,1,0,0
2546,13.08213,1655.992508,0,1,1,1,0,0,0,1,0
2547,1.740144,981.3822842,1,1,1,0,0,1,0,0,1
2548,9.470798,1398.131991,1,0,0,1,0,0,1,0,0
2549,2.476217,373.1383878,0,0,0,1,0,0,0,0,1
2550,9.05316,1284.333326,0,1,0,0,1,0,0,0,1
2551,10.86199,1364.293464,0,1,1,0,1,0,0,1,0
2552,7.990345,1654.594921,1,1,0,1,0,0,1,0,0
2553,1.500126,676.2344842,1,0,1,0,0,1,1,0,0
2554,6.732509,1153.214047,1,0,1,0,1,0,1,0,0
2555,1.442102,837.2614393,1,0,1,0,1,0,0,1,0
2556,10.89683,1246.67277,0,0,0,0,0,1,0,0,1
2557,10.69505,1364.959051,0,0,0,1,0,0,1,0,0
2558,6.905862,1606.823213,1,1,1,0,0,1,1,0,0
2559,22.31932,2343.988024,0,0,0,0,0,1,1,0,0
2560,4.984918,1108.077901,1,0,1,0,1,0,1,0,0
2561,10.45497,1307.834074,1,0,0,0,1,0,1,0,0
